ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
22	60	6.055000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	1	target	labor8	2015-03-16_10.08.48.079000
22	56	3.658000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	1	cs2	labor8	2015-03-16_10.08.48.079000
22	40	2.985000	Istennif	./sounds/cs/ratingcs/nif_20.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	50	2.630000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	-1	target	labor8	2015-03-16_10.08.48.079000
22	20	3.639000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	60	2.761000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	1	cs2	labor8	2015-03-16_10.08.48.079000
22	79	3.689000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	31	3.523000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	60	2.846000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	-1	cs2	labor8	2015-03-16_10.08.48.079000
22	70	2.523000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	-1	target	labor8	2015-03-16_10.08.48.079000
22	30	2.626000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	50	2.569000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	-1	cs2	labor8	2015-03-16_10.08.48.079000
22	61	2.517000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	target	labor8	2015-03-16_10.08.48.079000
22	10	3.102000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	83	3.677000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	64	3.980000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs2	labor8	2015-03-16_10.08.48.079000
22	58	3.985000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	-1	cs2	labor8	2015-03-16_10.08.48.079000
22	68	4.140000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	cs2	labor8	2015-03-16_10.08.48.079000
22	84	3.787000	Befetol	./sounds/cs/ratingcs/tol_14.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	87	3.551000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	40	2.618000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	68	4.107000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	-1	cs2	labor8	2015-03-16_10.08.48.079000
22	32	2.344000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	19	2.512000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	29	3.024000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	66	3.568000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	1	cs2	labor8	2015-03-16_10.08.48.079000
22	75	2.853000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	1	cs2	labor8	2015-03-16_10.08.48.079000
22	92	4.160000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	86	3.073000	Falatol	./sounds/cs/ratingcs/tol_4.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	34	2.696000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	0	cs1	labor8	2015-03-16_10.08.48.079000
22	80	2.573000	Reretol	./sounds/cs/ratingcs/tol_2.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	97	3.238000	Siritol	./sounds/cs/ratingcs/tol_18.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	82	2.223000	Renetol	./sounds/cs/ratingcs/tol_5.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	72	2.410000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	0	cs3	labor8	2015-03-16_10.08.48.079000
22	65	2.605000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	1	target	labor8	2015-03-16_10.08.48.079000
22	58	2.380000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	-1	target	labor8	2015-03-16_10.08.48.079000
