ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
23	30	9.562000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	10	5.551000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	1	target	labor5	2015-03-16_13.25.27.814000
23	30	2.901000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	30	2.837000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	20	6.110000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	cs2	labor5	2015-03-16_13.25.27.814000
23	12	2.737000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor5	2015-03-16_13.25.27.814000
23	10	2.369000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	-1	cs2	labor5	2015-03-16_13.25.27.814000
23	0	3.243000	Befetol	./sounds/cs/ratingcs/tol_14.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	9	2.178000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	cs2	labor5	2015-03-16_13.25.27.814000
23	33	3.153000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	11	2.433000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	target	labor5	2015-03-16_13.25.27.814000
23	20	3.908000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	7	4.373000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	10	3.009000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	1	cs2	labor5	2015-03-16_13.25.27.814000
23	10	2.119000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	-1	cs2	labor5	2015-03-16_13.25.27.814000
23	0	3.147000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	10	3.212000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	cs2	labor5	2015-03-16_13.25.27.814000
23	10	2.778000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	cs2	labor5	2015-03-16_13.25.27.814000
23	10	2.197000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	cs2	labor5	2015-03-16_13.25.27.814000
23	10	2.559000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	cs2	labor5	2015-03-16_13.25.27.814000
23	0	2.352000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	10	2.499000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	target	labor5	2015-03-16_13.25.27.814000
23	0	2.564000	Falatol	./sounds/cs/ratingcs/tol_4.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	28	4.449000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	30	3.326000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	10	4.076000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	cs2	labor5	2015-03-16_13.25.27.814000
23	0	3.016000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	13	4.480000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	target	labor5	2015-03-16_13.25.27.814000
23	10	2.739000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	target	labor5	2015-03-16_13.25.27.814000
23	0	3.509000	Renetol	./sounds/cs/ratingcs/tol_5.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	30	2.352000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	7	3.639000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	33	4.914000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	37	2.707000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	0	cs3	labor5	2015-03-16_13.25.27.814000
23	6	2.497000	Deretol	./sounds/cs/ratingcs/tol_12.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
23	9	2.601000	Siritol	./sounds/cs/ratingcs/tol_18.wav	0	cs1	labor5	2015-03-16_13.25.27.814000
