ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
16	30	4.914000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	23	4.428000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs2	labor2	2015-03-11_10.27.30.412000
16	22	2.191000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	-1	cs2	labor2	2015-03-11_10.27.30.412000
16	51	2.122000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	38	3.119000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	41	2.091000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	cs2	labor2	2015-03-11_10.27.30.412000
16	31	1.959000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	33	2.641000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	42	2.003000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	-1	target	labor2	2015-03-11_10.27.30.412000
16	27	1.715000	Istennif	./sounds/cs/ratingcs/nif_20.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	34	3.187000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	25	2.049000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	24	1.930000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	34	2.903000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	-1	target	labor2	2015-03-11_10.27.30.412000
16	27	2.578000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	29	2.026000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	28	1.791000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	target	labor2	2015-03-11_10.27.30.412000
16	30	2.708000	Befetol	./sounds/cs/ratingcs/tol_14.wav	1	cs2	labor2	2015-03-11_10.27.30.412000
16	41	2.563000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	1	cs2	labor2	2015-03-11_10.27.30.412000
16	27	2.131000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs2	labor2	2015-03-11_10.27.30.412000
16	27	2.393000	Allanif	./sounds/cs/ratingcs/nif_7.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	48	2.015000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	cs2	labor2	2015-03-11_10.27.30.412000
16	29	3.734000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	27	1.881000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	1	target	labor2	2015-03-11_10.27.30.412000
16	29	2.017000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	28	1.886000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	cs2	labor2	2015-03-11_10.27.30.412000
16	39	3.495000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	26	1.667000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	27	1.672000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	27	1.789000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
16	27	1.679000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	1	cs2	labor2	2015-03-11_10.27.30.412000
16	28	1.529000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	target	labor2	2015-03-11_10.27.30.412000
16	28	2.775000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	-1	cs2	labor2	2015-03-11_10.27.30.412000
16	27	2.015000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	1	target	labor2	2015-03-11_10.27.30.412000
16	27	1.666000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	0	cs1	labor2	2015-03-11_10.27.30.412000
16	28	1.811000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	0	cs3	labor2	2015-03-11_10.27.30.412000
