ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
12	10	5.646000	Piditol	./sounds/cs/ratingcs/tol_13.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	41	2.961000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	-1	cs2	labor5	2015-03-09_15.57.43.324000
12	40	2.368000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	cs2	labor5	2015-03-09_15.57.43.324000
12	19	3.006000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	32	3.229000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	-1	target	labor5	2015-03-09_15.57.43.324000
12	20	5.713000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	target	labor5	2015-03-09_15.57.43.324000
12	57	3.632000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	cs2	labor5	2015-03-09_15.57.43.324000
12	0	3.455000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	cs2	labor5	2015-03-09_15.57.43.324000
12	51	2.754000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	31	3.146000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	1	cs2	labor5	2015-03-09_15.57.43.324000
12	31	3.333000	Siritol	./sounds/cs/ratingcs/tol_18.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	10	2.676000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	29	2.660000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	1	cs2	labor5	2015-03-09_15.57.43.324000
12	50	2.536000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	target	labor5	2015-03-09_15.57.43.324000
12	39	2.930000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	30	2.773000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	1	cs2	labor5	2015-03-09_15.57.43.324000
12	50	2.684000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	30	3.005000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	40	2.246000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	10	2.723000	Befetol	./sounds/cs/ratingcs/tol_14.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	1	2.466000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	40	6.018000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	1	target	labor5	2015-03-09_15.57.43.324000
12	40	3.198000	Issanif	./sounds/cs/ratingcs/nif_9.wav	1	cs2	labor5	2015-03-09_15.57.43.324000
12	50	3.570000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	-1	cs2	labor5	2015-03-09_15.57.43.324000
12	20	3.837000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	20	1.864000	Deretol	./sounds/cs/ratingcs/tol_12.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	10	1.788000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	1	2.369000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	40	2.540000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	cs2	labor5	2015-03-09_15.57.43.324000
12	30	2.485000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	11	4.358000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	-1	target	labor5	2015-03-09_15.57.43.324000
12	20	4.711000	Falatol	./sounds/cs/ratingcs/tol_4.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
12	20	3.281000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor5	2015-03-09_15.57.43.324000
12	20	6.038000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	0	2.276000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs3	labor5	2015-03-09_15.57.43.324000
12	0	3.473000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	0	cs1	labor5	2015-03-09_15.57.43.324000
