ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
14	40	5.085000	Befetol	./sounds/cs/ratingcs/tol_14.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	40	3.230000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	30	3.792000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	1	cs2	labor4	2015-03-11_10.03.15.865000
14	40	2.864000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	27	7.486000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	50	3.184000	Deretol	./sounds/cs/ratingcs/tol_12.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	52	2.461000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	48	4.217000	Siritol	./sounds/cs/ratingcs/tol_18.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	49	3.781000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	57	3.853000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	cs2	labor4	2015-03-11_10.03.15.865000
14	35	4.905000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	1	cs2	labor4	2015-03-11_10.03.15.865000
14	36	3.053000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	25	4.784000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	47	3.033000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	57	4.318000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	47	3.164000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	cs2	labor4	2015-03-11_10.03.15.865000
14	40	3.441000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	48	4.772000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	1	cs2	labor4	2015-03-11_10.03.15.865000
14	36	2.861000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	1	target	labor4	2015-03-11_10.03.15.865000
14	27	2.904000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	-1	cs2	labor4	2015-03-11_10.03.15.865000
14	37	2.854000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	cs2	labor4	2015-03-11_10.03.15.865000
14	37	3.738000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	target	labor4	2015-03-11_10.03.15.865000
14	47	3.912000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	46	4.973000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	36	3.237000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	52	2.656000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	33	3.037000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	-1	cs2	labor4	2015-03-11_10.03.15.865000
14	42	3.746000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	1	target	labor4	2015-03-11_10.03.15.865000
14	32	3.275000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	-1	target	labor4	2015-03-11_10.03.15.865000
14	32	2.332000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	1	target	labor4	2015-03-11_10.03.15.865000
14	36	4.529000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	-1	cs2	labor4	2015-03-11_10.03.15.865000
14	44	5.896000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	-1	target	labor4	2015-03-11_10.03.15.865000
14	50	3.068000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
14	47	2.358000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	-1	cs2	labor4	2015-03-11_10.03.15.865000
14	56	2.421000	Falatol	./sounds/cs/ratingcs/tol_4.wav	0	cs1	labor4	2015-03-11_10.03.15.865000
14	61	4.075000	Allanif	./sounds/cs/ratingcs/nif_7.wav	0	cs3	labor4	2015-03-11_10.03.15.865000
