ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
13	50	7.924000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	60	6.731000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	-1	cs2	labor8	2015-03-11_09.33.55.693000
13	50	2.289000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	60	6.700000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	-1	target	labor8	2015-03-11_09.33.55.693000
13	48	4.198000	Deretol	./sounds/cs/ratingcs/tol_12.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	62	4.050000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	-1	target	labor8	2015-03-11_09.33.55.693000
13	57	2.308000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	1	cs2	labor8	2015-03-11_09.33.55.693000
13	47	5.743000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	42	2.878000	Falatol	./sounds/cs/ratingcs/tol_4.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	58	3.729000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	-1	cs2	labor8	2015-03-11_09.33.55.693000
13	39	2.537000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	49	4.112000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	39	4.347000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	40	3.880000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	41	2.048000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	57	2.490000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	-1	target	labor8	2015-03-11_09.33.55.693000
13	61	3.596000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	1	target	labor8	2015-03-11_09.33.55.693000
13	47	4.101000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	38	2.155000	Reretol	./sounds/cs/ratingcs/tol_2.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	39	2.342000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	44	1.877000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	51	3.123000	Allanif	./sounds/cs/ratingcs/nif_7.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	64	4.037000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	1	cs2	labor8	2015-03-11_09.33.55.693000
13	39	2.041000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	54	2.525000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	1	cs2	labor8	2015-03-11_09.33.55.693000
13	69	3.708000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	1	target	labor8	2015-03-11_09.33.55.693000
13	47	1.975000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	55	2.161000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	cs2	labor8	2015-03-11_09.33.55.693000
13	50	2.775000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
13	53	2.179000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs2	labor8	2015-03-11_09.33.55.693000
13	61	3.265000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	cs2	labor8	2015-03-11_09.33.55.693000
13	49	4.901000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	1	cs2	labor8	2015-03-11_09.33.55.693000
13	50	2.554000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	1	cs2	labor8	2015-03-11_09.33.55.693000
13	55	2.391000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	target	labor8	2015-03-11_09.33.55.693000
13	46	2.834000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	0	cs3	labor8	2015-03-11_09.33.55.693000
13	48	2.809000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	0	cs1	labor8	2015-03-11_09.33.55.693000
