ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp
5	0	0	l_lup_7.wav	neu_r_80.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_18.wav	neg_r_40.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_9.wav	neu_r_63.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_65.wav	neu_r_64.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_17.wav	neu_r_64.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_20.wav	pos_r_28.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_2.wav	neu_r_3.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_13.wav	neu_r_9.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_78.wav	pos_r_27.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_76.wav	r_nif_16.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_26.wav	neg_r_20.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_65.wav	r_nif_1.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_48.wav	neg_r_10.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_22.wav	neu_r_31.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_8.wav	neu_r_58.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_1.wav	neg_r_15.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_10.wav	neu_r_34.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_42.wav	neu_r_31.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_2.wav	neu_r_23.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_7.wav	pos_r_68.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_5.wav	neu_r_6.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_26.wav	neu_r_61.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_26.wav	neg_r_9.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_48.wav	neu_r_57.wav	2015-03-05_13.06.23.230000
5	1	1	neu_l_46.wav	r_tol_12.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_25.wav	pos_r_29.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_8.wav	r_nif_1.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_8.wav	neu_r_79.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_1.wav	neg_r_78.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_10.wav	neu_r_4.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_42.wav	neu_r_58.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_2.wav	neu_r_3.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_7.wav	pos_r_48.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_5.wav	neu_r_9.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_40.wav	neu_r_23.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_8.wav	neu_r_57.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_1.wav	neg_r_11.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_10.wav	neu_r_64.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_21.wav	neu_r_28.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_17.wav	neu_r_33.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_20.wav	pos_r_41.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_2.wav	neu_r_4.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_45.wav	neu_r_56.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_15.wav	neu_r_5.wav	2015-03-05_13.06.23.230000
5	0	1	l_tol_4.wav	neg_r_21.wav	2015-03-05_13.06.23.230000
5	0	0	l_nif_20.wav	neu_r_55.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_25.wav	neu_r_16.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_65.wav	neg_r_34.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_12.wav	r_lup_18.wav	2015-03-05_13.06.23.230000
5	1	1	neu_l_66.wav	r_tol_12.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_48.wav	pos_r_2.wav	2015-03-05_13.06.23.230000
5	0	0	neu_l_41.wav	r_nif_3.wav	2015-03-05_13.06.23.230000
5	0	0	l_lup_9.wav	neu_r_30.wav	2015-03-05_13.06.23.230000
