ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
21	70	10.505000	Deretol	./sounds/cs/ratingcs/tol_12.wav	-1	target	labor8	2015-03-12_15.31.07.024000
21	50	3.929000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	60	3.485000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	-1	cs2	labor8	2015-03-12_15.31.07.024000
21	50	3.550000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	50	2.985000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	60	2.931000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	60	3.288000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	56	3.311000	Renetol	./sounds/cs/ratingcs/tol_5.wav	1	target	labor8	2015-03-12_15.31.07.024000
21	55	2.875000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	1	cs2	labor8	2015-03-12_15.31.07.024000
21	60	2.205000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	-1	target	labor8	2015-03-12_15.31.07.024000
21	50	2.163000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	51	1.882000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	50	1.648000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	50	1.988000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	50	1.796000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	1	cs2	labor8	2015-03-12_15.31.07.024000
21	50	2.115000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	50	2.081000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	1	cs2	labor8	2015-03-12_15.31.07.024000
21	50	1.686000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	1	target	labor8	2015-03-12_15.31.07.024000
21	51	1.710000	Missonif	./sounds/cs/ratingcs/nif_10.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	55	2.470000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs2	labor8	2015-03-12_15.31.07.024000
21	56	2.805000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	cs2	labor8	2015-03-12_15.31.07.024000
21	50	2.156000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	50	1.951000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	50	2.369000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	-1	cs2	labor8	2015-03-12_15.31.07.024000
21	50	1.843000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	-1	target	labor8	2015-03-12_15.31.07.024000
21	50	1.924000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	53	2.253000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	cs2	labor8	2015-03-12_15.31.07.024000
21	50	2.508000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	50	2.082000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	54	3.178000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	50	3.580000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
21	50	1.920000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	target	labor8	2015-03-12_15.31.07.024000
21	49	2.290000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	0	cs1	labor8	2015-03-12_15.31.07.024000
21	46	1.914000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	1	cs2	labor8	2015-03-12_15.31.07.024000
21	43	3.390000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	cs2	labor8	2015-03-12_15.31.07.024000
21	49	3.096000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	0	cs3	labor8	2015-03-12_15.31.07.024000
