ParticipantNumber	SpaceYesNo	IsTarget	LeftOrder	RightOrder	timeStamp
8	0	0	l_tol_3.wav	neu_r_63.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_12.wav	neg_r_59.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_9.wav	neu_r_54.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_18.wav	neu_r_12.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_16.wav	neu_r_40.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_11.wav	neg_r_40.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_8.wav	neu_r_70.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_4.wav	neu_r_41.wav	2015-03-05_16.07.25.030000
8	0	1	neu_l_26.wav	r_nif_1.wav	2015-03-05_16.07.25.030000
8	1	0	neu_l_26.wav	pos_r_15.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_23.wav	neu_r_42.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_9.wav	neu_r_63.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_8.wav	pos_r_68.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_7.wav	neu_r_9.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_73.wav	neu_r_29.wav	2015-03-05_16.07.25.030000
8	0	1	neu_l_80.wav	r_nif_9.wav	2015-03-05_16.07.25.030000
8	1	0	neu_l_43.wav	neg_r_25.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_74.wav	neu_r_65.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_1.wav	neu_r_54.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_10.wav	pos_r_8.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_14.wav	neu_r_7.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_37.wav	neu_r_2.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_79.wav	pos_r_1.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_18.wav	r_tol_18.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_14.wav	neu_r_69.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_20.wav	pos_r_21.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_10.wav	neu_r_2.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_33.wav	neu_r_41.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_80.wav	neg_r_73.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_18.wav	neu_r_68.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_1.wav	neu_r_30.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_10.wav	pos_r_75.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_14.wav	neu_r_53.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_31.wav	neu_r_71.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_3.wav	neu_r_16.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_12.wav	neg_r_3.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_9.wav	neu_r_45.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_24.wav	neu_r_7.wav	2015-03-05_16.07.25.030000
8	0	1	neu_l_55.wav	r_nif_7.wav	2015-03-05_16.07.25.030000
8	1	0	neu_l_27.wav	neg_r_44.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_59.wav	neu_r_12.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_4.wav	pos_r_32.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_31.wav	r_tol_6.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_9.wav	neu_r_66.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_8.wav	pos_r_41.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_7.wav	neu_r_67.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_57.wav	neu_r_45.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_16.wav	neu_r_36.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_11.wav	neg_r_71.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_8.wav	neu_r_54.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_31.wav	neu_r_47.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_17.wav	neu_r_14.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_13.wav	neg_r_56.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_2.wav	neu_r_65.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_38.wav	neu_r_2.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_62.wav	neg_r_18.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_57.wav	r_lup_17.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_10.wav	neu_r_45.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_19.wav	pos_r_16.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_20.wav	neu_r_69.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_74.wav	neu_r_71.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_10.wav	neu_r_29.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_19.wav	pos_r_74.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_20.wav	neu_r_72.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_32.wav	neu_r_15.wav	2015-03-05_16.07.25.030000
8	0	1	neu_l_43.wav	r_nif_7.wav	2015-03-05_16.07.25.030000
8	1	0	neu_l_79.wav	neg_r_28.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_5.wav	neu_r_19.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_52.wav	pos_r_72.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_51.wav	r_tol_13.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_10.wav	neu_r_70.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_19.wav	pos_r_78.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_20.wav	neu_r_20.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_38.wav	neu_r_1.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_9.wav	neu_r_19.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_8.wav	pos_r_3.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_7.wav	neu_r_13.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_59.wav	neu_r_20.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_17.wav	neu_r_35.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_13.wav	neg_r_19.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_2.wav	neu_r_39.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_34.wav	neu_r_41.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_55.wav	pos_r_18.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_46.wav	neu_r_46.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_55.wav	neg_r_78.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_4.wav	neu_r_9.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_1.wav	neu_r_30.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_10.wav	pos_r_14.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_14.wav	neu_r_66.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_56.wav	neu_r_67.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_28.wav	pos_r_21.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_50.wav	r_lup_5.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_17.wav	neu_r_14.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_13.wav	neg_r_1.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_2.wav	neu_r_35.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_3.wav	neu_r_29.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_28.wav	pos_r_75.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_26.wav	r_tol_13.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_62.wav	neg_r_49.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_22.wav	neu_r_47.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_1.wav	neu_r_46.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_10.wav	pos_r_27.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_14.wav	neu_r_53.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_31.wav	neu_r_20.wav	2015-03-05_16.07.25.030000
8	0	1	neu_l_55.wav	r_nif_6.wav	2015-03-05_16.07.25.030000
8	1	0	neu_l_24.wav	pos_r_13.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_32.wav	neu_r_54.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_12.wav	neu_r_71.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_2.wav	pos_r_25.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_11.wav	neu_r_76.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_6.wav	neu_r_8.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_5.wav	neu_r_30.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_5.wav	neg_r_9.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_16.wav	neu_r_63.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_50.wav	neu_r_71.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_14.wav	neu_r_42.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_20.wav	pos_r_31.wav	2015-03-05_16.07.25.030000
8	0	0	l_lup_10.wav	neu_r_9.wav	2015-03-05_16.07.25.030000
8	0	0	neu_l_5.wav	neu_r_8.wav	2015-03-05_16.07.25.030000
8	0	0	l_tol_14.wav	neu_r_42.wav	2015-03-05_16.07.25.030000
8	0	1	l_nif_20.wav	pos_r_39.wav	2015-03-05_16.07.25.030000
