ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
7	62	12.922000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	50	5.562000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	43	4.519000	Deretol	./sounds/cs/ratingcs/tol_12.wav	1	target	labor8	2015-03-05_15.04.59.795000
7	72	2.723000	Siritol	./sounds/cs/ratingcs/tol_18.wav	1	cs2	labor8	2015-03-05_15.04.59.795000
7	46	3.529000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	42	2.198000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	47	2.767000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	53	3.475000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	1	cs2	labor8	2015-03-05_15.04.59.795000
7	45	4.126000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	72	2.463000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	1	target	labor8	2015-03-05_15.04.59.795000
7	52	3.516000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	62	1.991000	Issanif	./sounds/cs/ratingcs/nif_9.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	59	2.577000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	59	2.881000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	-1	cs2	labor8	2015-03-05_15.04.59.795000
7	55	2.097000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	-1	target	labor8	2015-03-05_15.04.59.795000
7	56	5.441000	Piditol	./sounds/cs/ratingcs/tol_13.wav	-1	cs2	labor8	2015-03-05_15.04.59.795000
7	63	2.925000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	-1	target	labor8	2015-03-05_15.04.59.795000
7	60	2.491000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	-1	cs2	labor8	2015-03-05_15.04.59.795000
7	57	2.946000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	56	1.922000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	66	1.624000	Falatol	./sounds/cs/ratingcs/tol_4.wav	1	cs2	labor8	2015-03-05_15.04.59.795000
7	39	2.289000	Reretol	./sounds/cs/ratingcs/tol_2.wav	1	cs2	labor8	2015-03-05_15.04.59.795000
7	42	2.624000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	50	2.219000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	56	1.660000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	35	1.929000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	1	cs2	labor8	2015-03-05_15.04.59.795000
7	34	1.759000	Befetol	./sounds/cs/ratingcs/tol_14.wav	-1	target	labor8	2015-03-05_15.04.59.795000
7	54	1.469000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	48	1.713000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	1	target	labor8	2015-03-05_15.04.59.795000
7	33	2.589000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	-1	cs2	labor8	2015-03-05_15.04.59.795000
7	54	2.334000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	-1	cs2	labor8	2015-03-05_15.04.59.795000
7	47	3.009000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	52	2.726000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	54	2.268000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	0	cs3	labor8	2015-03-05_15.04.59.795000
7	53	2.762000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
7	43	2.502000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	0	cs1	labor8	2015-03-05_15.04.59.795000
