ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
6	95	11.137000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	-1	target	labor2	2015-03-05_15.04.57.315000
6	70	4.706000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	1	target	labor2	2015-03-05_15.04.57.315000
6	65	6.521000	Missonif	./sounds/cs/ratingcs/nif_10.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	48	4.267000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	40	4.189000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	1	cs2	labor2	2015-03-05_15.04.57.315000
6	34	5.162000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	target	labor2	2015-03-05_15.04.57.315000
6	85	6.381000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	53	6.198000	Deretol	./sounds/cs/ratingcs/tol_12.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	60	4.083000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	1	cs2	labor2	2015-03-05_15.04.57.315000
6	50	9.502000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	-1	cs2	labor2	2015-03-05_15.04.57.315000
6	55	3.654000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	cs2	labor2	2015-03-05_15.04.57.315000
6	40	4.248000	Dakatol	./sounds/cs/ratingcs/tol_6.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	55	4.682000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	30	3.649000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	1	target	labor2	2015-03-05_15.04.57.315000
6	50	7.369000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	1	cs2	labor2	2015-03-05_15.04.57.315000
6	80	6.243000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	40	6.144000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	-1	cs2	labor2	2015-03-05_15.04.57.315000
6	40	6.001000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	cs2	labor2	2015-03-05_15.04.57.315000
6	95	4.930000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	-1	target	labor2	2015-03-05_15.04.57.315000
6	33	12.531000	Renetol	./sounds/cs/ratingcs/tol_5.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	51	5.297000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	1	cs2	labor2	2015-03-05_15.04.57.315000
6	42	3.917000	Istennif	./sounds/cs/ratingcs/nif_20.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	80	5.236000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	40	3.932000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	60	4.199000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	-1	cs2	labor2	2015-03-05_15.04.57.315000
6	55	7.136000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	65	3.378000	Befetol	./sounds/cs/ratingcs/tol_14.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	85	3.079000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	41	3.833000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	30	3.619000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	50	5.774000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	77	3.001000	Siritol	./sounds/cs/ratingcs/tol_18.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	65	3.492000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	0	cs1	labor2	2015-03-05_15.04.57.315000
6	55	3.664000	Nomotol	./sounds/cs/ratingcs/tol_7.wav	0	cs3	labor2	2015-03-05_15.04.57.315000
6	45	4.420000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	-1	cs2	labor2	2015-03-05_15.04.57.315000
6	45	4.529000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	-1	target	labor2	2015-03-05_15.04.57.315000
