ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
8	91	6.676000	Cocotol	./sounds/cs/ratingcs/tol_10.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	80	4.764000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	90	3.442000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	50	3.299000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	-1	cs2	labor4	2015-03-05_16.07.25.030000
8	53	3.915000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	1	target	labor4	2015-03-05_16.07.25.030000
8	60	2.468000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	cs2	labor4	2015-03-05_16.07.25.030000
8	89	2.842000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	29	3.346000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	cs2	labor4	2015-03-05_16.07.25.030000
8	18	2.633000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	cs2	labor4	2015-03-05_16.07.25.030000
8	20	2.562000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	-1	cs2	labor4	2015-03-05_16.07.25.030000
8	29	3.169000	Befetol	./sounds/cs/ratingcs/tol_14.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	41	3.691000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	-1	cs2	labor4	2015-03-05_16.07.25.030000
8	69	2.584000	Renetol	./sounds/cs/ratingcs/tol_5.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	62	4.703000	Rellnif	./sounds/cs/ratingcs/nif_6.wav	1	target	labor4	2015-03-05_16.07.25.030000
8	79	3.579000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	89	2.190000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	10	6.689000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	cs2	labor4	2015-03-05_16.07.25.030000
8	41	2.568000	Deretol	./sounds/cs/ratingcs/tol_12.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	80	2.011000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	58	3.187000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	23	3.147000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	target	labor4	2015-03-05_16.07.25.030000
8	82	2.352000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	61	2.055000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	60	1.810000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	40	2.955000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	10	3.029000	Issanif	./sounds/cs/ratingcs/nif_9.wav	-1	target	labor4	2015-03-05_16.07.25.030000
8	13	2.554000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor4	2015-03-05_16.07.25.030000
8	82	4.169000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	23	2.535000	Dullanif	./sounds/cs/ratingcs/nif_14.wav	-1	cs2	labor4	2015-03-05_16.07.25.030000
8	90	4.494000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
8	51	2.663000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs2	labor4	2015-03-05_16.07.25.030000
8	48	1.954000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	1	cs2	labor4	2015-03-05_16.07.25.030000
8	76	2.192000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	51	2.645000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	0	cs1	labor4	2015-03-05_16.07.25.030000
8	19	1.935000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	target	labor4	2015-03-05_16.07.25.030000
8	64	2.252000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	0	cs3	labor4	2015-03-05_16.07.25.030000
