ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
1	50	11.716000	Dattonif	./sounds/cs/ratingcs/nif_12.wav	1	cs2	labor2	2015-03-04_10.30.34.871000
1	30	11.323000	Missonif	./sounds/cs/ratingcs/nif_10.wav	1	cs2	labor2	2015-03-04_10.30.34.871000
1	40	6.413000	Deretol	./sounds/cs/ratingcs/tol_12.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	50	8.377000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	1	cs2	labor2	2015-03-04_10.30.34.871000
1	60	7.123000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	60	4.803000	Reretol	./sounds/cs/ratingcs/tol_2.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	50	4.574000	Zackatol	./sounds/cs/ratingcs/tol_17.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	30	6.110000	Koleelup	./sounds/cs/ratingcs/lup_16.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	60	3.091000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	20	5.028000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	40	5.533000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	1	cs2	labor2	2015-03-04_10.30.34.871000
1	60	5.661000	Siritol	./sounds/cs/ratingcs/tol_18.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	30	4.996000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	70	4.859000	Istennif	./sounds/cs/ratingcs/nif_20.wav	1	target	labor2	2015-03-04_10.30.34.871000
1	40	3.915000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	-1	target	labor2	2015-03-04_10.30.34.871000
1	80	5.661000	Dimmanif	./sounds/cs/ratingcs/nif_11.wav	1	cs2	labor2	2015-03-04_10.30.34.871000
1	40	7.153000	Rustutol	./sounds/cs/ratingcs/tol_15.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	70	3.261000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	1	target	labor2	2015-03-04_10.30.34.871000
1	20	2.757000	Unoolup	./sounds/cs/ratingcs/lup_18.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	50	2.984000	Kullonif	./sounds/cs/ratingcs/nif_17.wav	-1	target	labor2	2015-03-04_10.30.34.871000
1	50	3.855000	Kattanif	./sounds/cs/ratingcs/nif_13.wav	-1	cs2	labor2	2015-03-04_10.30.34.871000
1	30	3.732000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	30	2.420000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	30	4.421000	Toleelup	./sounds/cs/ratingcs/lup_5.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	20	3.235000	Hulutol	./sounds/cs/ratingcs/tol_20.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	60	2.555000	Teppanif	./sounds/cs/ratingcs/nif_15.wav	-1	cs2	labor2	2015-03-04_10.30.34.871000
1	20	3.403000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	50	3.847000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	1	target	labor2	2015-03-04_10.30.34.871000
1	70	3.998000	Allanif	./sounds/cs/ratingcs/nif_7.wav	-1	cs2	labor2	2015-03-04_10.30.34.871000
1	50	3.791000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	-1	target	labor2	2015-03-04_10.30.34.871000
1	30	3.816000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	-1	cs2	labor2	2015-03-04_10.30.34.871000
1	40	3.482000	Falatol	./sounds/cs/ratingcs/tol_4.wav	0	cs1	labor2	2015-03-04_10.30.34.871000
1	20	2.510000	Omeelup	./sounds/cs/ratingcs/lup_3.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	60	2.842000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	-1	cs2	labor2	2015-03-04_10.30.34.871000
1	30	3.229000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
1	30	3.911000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	0	cs3	labor2	2015-03-04_10.30.34.871000
