ParticipantNumber	likingRating	likingRT	CurrentTarget	SoundOfStimulus	Valence	Function	computerName	timeStamp
19	61	4.722000	Cellanif	./sounds/cs/ratingcs/nif_1.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	29	3.536000	Moteelup	./sounds/cs/ratingcs/lup_19.wav	-1	target	labor5	2015-03-11_12.58.37.297000
19	31	2.967000	Wenaalup	./sounds/cs/ratingcs/lup_4.wav	-1	target	labor5	2015-03-11_12.58.37.297000
19	73	2.701000	Bollanif	./sounds/cs/ratingcs/nif_8.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	19	3.180000	Nenetol	./sounds/cs/ratingcs/tol_19.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	49	3.336000	Istennif	./sounds/cs/ratingcs/nif_20.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	51	4.391000	Kissunif	./sounds/cs/ratingcs/nif_16.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	20	3.206000	Deekalup	./sounds/cs/ratingcs/lup_14.wav	1	target	labor5	2015-03-11_12.58.37.297000
19	22	3.378000	Sesetol	./sounds/cs/ratingcs/tol_9.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	41	2.934000	Eekalup	./sounds/cs/ratingcs/lup_11.wav	1	cs2	labor5	2015-03-11_12.58.37.297000
19	61	2.779000	Jessunif	./sounds/cs/ratingcs/nif_19.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	71	3.618000	Zallunif	./sounds/cs/ratingcs/nif_4.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	31	2.929000	Tesoolup	./sounds/cs/ratingcs/lup_13.wav	1	cs2	labor5	2015-03-11_12.58.37.297000
19	50	3.030000	Lalatol	./sounds/cs/ratingcs/tol_1.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	51	2.495000	Lussanif	./sounds/cs/ratingcs/nif_18.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	30	2.749000	Tareelup	./sounds/cs/ratingcs/lup_8.wav	1	cs2	labor5	2015-03-11_12.58.37.297000
19	32	2.447000	Piditol	./sounds/cs/ratingcs/tol_13.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	31	2.662000	Kaneelup	./sounds/cs/ratingcs/lup_7.wav	1	cs2	labor5	2015-03-11_12.58.37.297000
19	61	4.324000	Eskannif	./sounds/cs/ratingcs/nif_2.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	50	3.094000	Saartelup	./sounds/cs/ratingcs/lup_10.wav	-1	cs2	labor5	2015-03-11_12.58.37.297000
19	30	2.871000	Renetol	./sounds/cs/ratingcs/tol_5.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	50	3.299000	Reetolup	./sounds/cs/ratingcs/lup_15.wav	-1	cs2	labor5	2015-03-11_12.58.37.297000
19	50	2.742000	Kennunif	./sounds/cs/ratingcs/nif_5.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	50	2.709000	Daanalup	./sounds/cs/ratingcs/lup_12.wav	-1	cs2	labor5	2015-03-11_12.58.37.297000
19	51	2.421000	Baakelup	./sounds/cs/ratingcs/lup_20.wav	1	target	labor5	2015-03-11_12.58.37.297000
19	41	2.852000	Dilitol	./sounds/cs/ratingcs/tol_8.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	41	3.223000	Reretol	./sounds/cs/ratingcs/tol_2.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	40	2.628000	Nanatol	./sounds/cs/ratingcs/tol_3.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	47	3.219000	Maasolup	./sounds/cs/ratingcs/lup_1.wav	-1	cs2	labor5	2015-03-11_12.58.37.297000
19	50	2.779000	Neenolup	./sounds/cs/ratingcs/lup_2.wav	-1	cs2	labor5	2015-03-11_12.58.37.297000
19	60	2.879000	Lebbunif	./sounds/cs/ratingcs/nif_3.wav	0	cs1	labor5	2015-03-11_12.58.37.297000
19	61	2.674000	Waneelup	./sounds/cs/ratingcs/lup_6.wav	1	target	labor5	2015-03-11_12.58.37.297000
19	60	2.798000	Mateelup	./sounds/cs/ratingcs/lup_9.wav	1	cs2	labor5	2015-03-11_12.58.37.297000
19	40	4.134000	Spanatol	./sounds/cs/ratingcs/tol_16.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
19	50	2.892000	Daanilup	./sounds/cs/ratingcs/lup_17.wav	-1	target	labor5	2015-03-11_12.58.37.297000
19	41	3.848000	Mofotol	./sounds/cs/ratingcs/tol_11.wav	0	cs3	labor5	2015-03-11_12.58.37.297000
