bildtyp set valence usvalence vigiltarget filename usdist1 usdist2 usdist3 usdist4 usdist5 usdist6 sbopt1 sbopt2 sbopt3 sbopt4 sbopt5 sbopt6
1 1 0 1 0 01 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 1 0 03 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 1 0 06 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 -1 0 04 56 57 58 63 64 65 3 4 5 9 10 11
1 1 0 -1 0 02 56 57 58 63 64 65 3 4 5 9 10 11
1 1 0 -1 0 05 56 57 58 63 64 65 3 4 5 9 10 11
1 2 0 1 0 07 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 1 0 10 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 1 0 11 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 -1 0 09 59 60 61 66 67 62 3 4 5 9 10 11
1 2 0 -1 0 12 59 60 61 66 67 62 3 4 5 9 10 11
1 2 0 -1 0 08 59 60 61 66 67 62 3 4 5 9 10 11
1 3 0 0 1 31 -1 -1 -1 -1 -1 -1 12 37 34 21 43 24
1 3 0 0 2 36 -1 -1 -1 -1 -1 -1 13 15 21 40 24 27
1 3 0 0 3 19 -1 -1 -1 -1 -1 -1 14 24 36 29 30 35
1 3 0 0 4 32 -1 -1 -1 -1 -1 -1 15 14 38 24 34 35
1 3 0 0 5 42 -1 -1 -1 -1 -1 -1 16 23 17 18 12 14
1 3 0 0 0 15 44 45 46 51 52 53 17 27 25 34 23 36
1 3 0 0 0 40 44 45 46 51 52 53 18 42 14 35 34 23
1 3 0 0 0 25 56 57 58 63 64 65 19 13 35 27 12 39
1 3 0 0 0 21 56 57 58 63 64 65 20 26 37 40 31 18
1 3 0 0 0 34 47 48 49 54 55 50 21 28 17 43 19 41
1 3 0 0 0 43 47 48 49 54 55 50 22 15 18 25 34 42
1 3 0 0 0 28 59 60 61 66 67 62 23 32 36 42 22 34
1 3 0 0 0 13 59 60 61 66 67 62 24 43 23 31 40 13
1 3 0 0 0 30 -1 -1 -1 -1 -1 -1 25 42 23 32 39 41
1 3 0 0 0 14 -1 -1 -1 -1 -1 -1 26 15 22 30 42 43
1 3 0 0 0 22 -1 -1 -1 -1 -1 -1 27 34 14 32 31 23
1 3 0 0 0 33 -1 -1 -1 -1 -1 -1 28 34 16 14 37 42
1 3 0 0 0 24 -1 -1 -1 -1 -1 -1 29 23 27 26 16 33
1 3 0 0 0 41 -1 -1 -1 -1 -1 -1 30 35 19 13 41 43
1 3 0 0 0 26 -1 -1 -1 -1 -1 -1 31 16 38 20 27 42
1 3 0 0 0 44 -1 -1 -1 -1 -1 -1 32 43 27 37 17 15
1 3 0 0 0 18 -1 -1 -1 -1 -1 -1 33 43 29 41 15 40
1 3 0 0 0 20 -1 -1 -1 -1 -1 -1 34 24 13 22 42 16
1 3 0 0 0 38 -1 -1 -1 -1 -1 -1 35 34 14 12 15 30
1 3 0 0 0 35 -1 -1 -1 -1 -1 -1 36 30 16 42 32 29
1 3 0 0 0 23 -1 -1 -1 -1 -1 -1 37 17 43 27 26 42
1 3 0 0 0 17 -1 -1 -1 -1 -1 -1 38 23 25 31 28 20
1 3 0 0 0 16 -1 -1 -1 -1 -1 -1 39 21 14 35 18 29
1 3 0 0 0 37 -1 -1 -1 -1 -1 -1 40 41 20 27 37 21
1 3 0 0 0 27 -1 -1 -1 -1 -1 -1 41 35 32 15 43 42
1 3 0 0 0 29 -1 -1 -1 -1 -1 -1 42 17 16 38 36 12
1 3 0 0 0 39 -1 -1 -1 -1 -1 -1 43 26 34 17 15 42
2 1 1 1 0 2091 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2660 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2080 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 5831 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2260 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2040 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2070 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2057 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2050 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 1440 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2550 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 1920 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9432 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9000 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 2900 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 2141 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9430 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 2750 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 6311 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 2053 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9830 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9265 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9340 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9007 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 2620 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5731 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5510 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7080 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5740 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7004 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7233 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 2580 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7090 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7490 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7187 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7000 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
