bildtyp set valence usvalence vigiltarget filename usdist1 usdist2 usdist3 usdist4 usdist5 usdist6 sbopt1 sbopt2 sbopt3 sbopt4 sbopt5 sbopt6
1 1 0 1 0 04 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 1 0 02 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 1 0 05 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 -1 0 06 56 57 58 63 64 65 3 4 5 9 10 11
1 1 0 -1 0 01 56 57 58 63 64 65 3 4 5 9 10 11
1 1 0 -1 0 03 56 57 58 63 64 65 3 4 5 9 10 11
1 2 0 1 0 12 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 1 0 08 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 1 0 10 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 -1 0 11 59 60 61 66 67 62 3 4 5 9 10 11
1 2 0 -1 0 09 59 60 61 66 67 62 3 4 5 9 10 11
1 2 0 -1 0 07 59 60 61 66 67 62 3 4 5 9 10 11
1 3 0 0 1 18 -1 -1 -1 -1 -1 -1 12 30 32 43 42 27
1 3 0 0 2 37 -1 -1 -1 -1 -1 -1 13 20 32 38 34 36
1 3 0 0 3 22 -1 -1 -1 -1 -1 -1 14 40 23 17 13 12
1 3 0 0 4 32 -1 -1 -1 -1 -1 -1 15 37 30 21 25 40
1 3 0 0 5 31 -1 -1 -1 -1 -1 -1 16 34 21 22 15 32
1 3 0 0 0 14 44 45 46 51 52 53 17 21 42 24 27 40
1 3 0 0 0 20 44 45 46 51 52 53 18 31 23 36 35 27
1 3 0 0 0 24 56 57 58 63 64 65 19 13 35 20 31 12
1 3 0 0 0 40 56 57 58 63 64 65 20 21 31 27 15 35
1 3 0 0 0 25 47 48 49 54 55 50 21 23 20 24 31 17
1 3 0 0 0 38 47 48 49 54 55 50 22 34 33 38 32 15
1 3 0 0 0 39 59 60 61 66 67 62 23 34 42 36 30 39
1 3 0 0 0 23 59 60 61 66 67 62 24 22 14 18 21 20
1 3 0 0 0 33 -1 -1 -1 -1 -1 -1 25 21 31 13 20 33
1 3 0 0 0 27 -1 -1 -1 -1 -1 -1 26 33 18 37 14 28
1 3 0 0 0 35 -1 -1 -1 -1 -1 -1 27 13 19 43 38 24
1 3 0 0 0 17 -1 -1 -1 -1 -1 -1 28 27 43 41 17 25
1 3 0 0 0 42 -1 -1 -1 -1 -1 -1 29 30 13 22 32 18
1 3 0 0 0 34 -1 -1 -1 -1 -1 -1 30 17 15 23 35 26
1 3 0 0 0 21 -1 -1 -1 -1 -1 -1 31 13 30 22 14 24
1 3 0 0 0 36 -1 -1 -1 -1 -1 -1 32 13 31 27 39 43
1 3 0 0 0 41 -1 -1 -1 -1 -1 -1 33 28 41 24 17 42
1 3 0 0 0 30 -1 -1 -1 -1 -1 -1 34 38 33 18 36 23
1 3 0 0 0 16 -1 -1 -1 -1 -1 -1 35 31 32 41 20 22
1 3 0 0 0 28 -1 -1 -1 -1 -1 -1 36 30 21 26 18 15
1 3 0 0 0 15 -1 -1 -1 -1 -1 -1 37 34 22 15 38 27
1 3 0 0 0 29 -1 -1 -1 -1 -1 -1 38 21 15 41 13 37
1 3 0 0 0 26 -1 -1 -1 -1 -1 -1 39 41 18 14 37 30
1 3 0 0 0 44 -1 -1 -1 -1 -1 -1 40 23 18 41 14 43
1 3 0 0 0 43 -1 -1 -1 -1 -1 -1 41 21 26 39 22 29
1 3 0 0 0 19 -1 -1 -1 -1 -1 -1 42 24 41 35 30 12
1 3 0 0 0 13 -1 -1 -1 -1 -1 -1 43 15 25 41 36 35
2 1 1 1 0 2550 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2091 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 5831 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2050 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2057 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2040 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2070 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2080 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2660 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 1440 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2260 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 1920 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 2053 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9340 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9432 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9265 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9830 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 2141 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 6311 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 2750 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9007 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9000 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9430 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 2900 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 2580 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7004 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5740 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 2620 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7187 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7000 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7090 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5731 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7490 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7233 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5510 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7080 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
