bildtyp set valence usvalence vigiltarget filename usdist1 usdist2 usdist3 usdist4 usdist5 usdist6 sbopt1 sbopt2 sbopt3 sbopt4 sbopt5 sbopt6
1 3 0 0 0 15 -1 -1 -1 -1 -1 -1 34 25 15 42 14 40
1 3 0 0 0 37 -1 -1 -1 -1 -1 -1 35 23 32 37 24 39
1 3 0 0 0 28 -1 -1 -1 -1 -1 -1 36 31 37 20 26 42
1 3 0 0 0 17 -1 -1 -1 -1 -1 -1 37 31 36 41 19 39
1 3 0 0 0 43 -1 -1 -1 -1 -1 -1 38 24 37 25 27 16
1 3 0 0 0 26 -1 -1 -1 -1 -1 -1 39 22 13 36 28 29
1 3 0 0 0 36 -1 -1 -1 -1 -1 -1 40 36 16 24 32 28
1 3 0 0 0 21 -1 -1 -1 -1 -1 -1 41 28 33 30 35 25
1 3 0 0 0 41 -1 -1 -1 -1 -1 -1 42 28 35 18 25 34
1 3 0 0 0 44 -1 -1 -1 -1 -1 -1 43 39 15 30 24 35
2 1 1 1 0 2080 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2091 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2040 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2660 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2050 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 1 0 2057 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2260 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2550 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 1440 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 1920 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 5831 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 1 0 2070 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9432 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 2900 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 2053 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9430 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 9007 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 1 0 2750 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 2141 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 6311 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9265 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9830 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9000 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 1 0 9340 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7090 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7233 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7080 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5510 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7000 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 2580 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5740 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7004 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7187 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 7490 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 5731 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 1 0 2620 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
