bildtyp set valence usvalence vigiltarget filename usdist1 usdist2 usdist3 usdist4 usdist5 usdist6 sbopt1 sbopt2 sbopt3 sbopt4 sbopt5 sbopt6
1 1 0 1 0 06 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 1 0 01 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 1 0 05 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 -1 0 03 56 57 58 63 64 65 3 4 5 9 10 11
1 1 0 -1 0 02 56 57 58 63 64 65 3 4 5 9 10 11
1 1 0 -1 0 04 56 57 58 63 64 65 3 4 5 9 10 11
1 2 0 1 0 08 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 1 0 10 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 1 0 11 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 -1 0 12 59 60 61 66 67 62 3 4 5 9 10 11
1 2 0 -1 0 09 59 60 61 66 67 62 3 4 5 9 10 11
1 2 0 -1 0 07 59 60 61 66 67 62 3 4 5 9 10 11
1 3 0 0 1 34 -1 -1 -1 -1 -1 -1 12 15 17 26 18 27
1 3 0 0 2 18 -1 -1 -1 -1 -1 -1 13 33 42 38 18 27
1 3 0 0 3 35 -1 -1 -1 -1 -1 -1 14 38 32 33 17 28
1 3 0 0 4 40 -1 -1 -1 -1 -1 -1 15 25 12 23 41 31
1 3 0 0 5 31 -1 -1 -1 -1 -1 -1 16 36 26 13 33 20
1 3 0 0 0 23 44 45 46 51 52 53 17 22 26 13 39 41
1 3 0 0 0 27 44 45 46 51 52 53 18 16 17 39 26 32
1 3 0 0 0 39 56 57 58 63 64 65 19 20 33 31 18 41
1 3 0 0 0 24 56 57 58 63 64 65 20 34 23 32 12 30
1 3 0 0 0 19 47 48 49 54 55 50 21 13 38 18 12 36
1 3 0 0 0 33 47 48 49 54 55 50 22 43 16 39 15 21
1 3 0 0 0 42 59 60 61 66 67 62 23 36 12 34 17 38
1 3 0 0 0 16 59 60 61 66 67 62 24 25 28 16 27 21
1 3 0 0 0 13 -1 -1 -1 -1 -1 -1 25 14 20 19 26 40
1 3 0 0 0 14 -1 -1 -1 -1 -1 -1 26 35 16 31 15 13
1 3 0 0 0 25 -1 -1 -1 -1 -1 -1 27 19 23 17 16 30
1 3 0 0 0 30 -1 -1 -1 -1 -1 -1 28 25 21 31 41 15
1 3 0 0 0 20 -1 -1 -1 -1 -1 -1 29 17 13 33 41 31
1 3 0 0 0 38 -1 -1 -1 -1 -1 -1 30 22 15 35 34 28
1 3 0 0 0 22 -1 -1 -1 -1 -1 -1 31 35 39 36 12 37
1 3 0 0 0 29 -1 -1 -1 -1 -1 -1 32 40 30 41 18 27
1 3 0 0 0 32 -1 -1 -1 -1 -1 -1 33 14 41 31 42 16
