bildtyp set valence usvalence vigiltarget filename usdist1 usdist2 usdist3 usdist4 usdist5 usdist6 sbopt1 sbopt2 sbopt3 sbopt4 sbopt5 sbopt6
1 1 0 1 0 04 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 1 0 01 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 1 0 06 44 45 46 51 52 53 0 1 2 6 7 8
1 1 0 -1 0 05 56 57 58 63 64 65 3 4 5 9 10 11
1 1 0 -1 0 02 56 57 58 63 64 65 3 4 5 9 10 11
1 1 0 -1 0 03 56 57 58 63 64 65 3 4 5 9 10 11
1 2 0 1 0 09 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 1 0 07 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 1 0 08 47 48 49 54 55 50 0 1 2 6 7 8
1 2 0 -1 0 11 59 60 61 66 67 62 3 4 5 9 10 11
1 2 0 -1 0 10 59 60 61 66 67 62 3 4 5 9 10 11
1 2 0 -1 0 12 59 60 61 66 67 62 3 4 5 9 10 11
1 3 0 0 1 19 -1 -1 -1 -1 -1 -1 12 35 21 43 38 27
1 3 0 0 2 36 -1 -1 -1 -1 -1 -1 13 22 42 33 23 30
1 3 0 0 3 18 -1 -1 -1 -1 -1 -1 14 33 30 31 36 41
1 3 0 0 4 26 -1 -1 -1 -1 -1 -1 15 33 34 19 38 16
1 3 0 0 5 35 -1 -1 -1 -1 -1 -1 16 27 20 38 12 15
1 3 0 0 0 40 44 45 46 51 52 53 17 29 27 31 19 37
1 3 0 0 0 32 44 45 46 51 52 53 18 25 33 40 24 15
1 3 0 0 0 38 56 57 58 63 64 65 19 28 38 23 18 39
1 3 0 0 0 14 56 57 58 63 64 65 20 30 19 33 26 38
1 3 0 0 0 28 47 48 49 54 55 50 21 37 16 31 19 41
1 3 0 0 0 31 47 48 49 54 55 50 22 43 27 34 26 30
1 3 0 0 0 16 59 60 61 66 67 62 23 42 26 15 40 39
1 3 0 0 0 25 59 60 61 66 67 62 24 38 17 35 43 12
1 3 0 0 0 23 -1 -1 -1 -1 -1 -1 25 43 27 34 42 23
1 3 0 0 0 13 -1 -1 -1 -1 -1 -1 26 22 24 18 23 35
1 3 0 0 0 15 -1 -1 -1 -1 -1 -1 27 41 18 38 24 23
1 3 0 0 0 42 -1 -1 -1 -1 -1 -1 28 19 35 41 14 34
1 3 0 0 0 27 -1 -1 -1 -1 -1 -1 29 22 16 24 31 37
1 3 0 0 0 30 -1 -1 -1 -1 -1 -1 30 12 15 32 38 34
1 3 0 0 0 24 -1 -1 -1 -1 -1 -1 31 15 18 26 30 37
1 3 0 0 0 29 -1 -1 -1 -1 -1 -1 32 19 17 20 14 25
1 3 0 0 0 17 -1 -1 -1 -1 -1 -1 33 36 43 30 15 29
1 3 0 0 0 20 -1 -1 -1 -1 -1 -1 34 14 33 22 28 40
1 3 0 0 0 39 -1 -1 -1 -1 -1 -1 35 36 33 14 32 21
1 3 0 0 0 37 -1 -1 -1 -1 -1 -1 36 29 26 25 40 41
1 3 0 0 0 21 -1 -1 -1 -1 -1 -1 37 19 41 33 38 13
1 3 0 0 0 33 -1 -1 -1 -1 -1 -1 38 34 33 40 22 32
1 3 0 0 0 41 -1 -1 -1 -1 -1 -1 39 16 19 36 41 24
1 3 0 0 0 43 -1 -1 -1 -1 -1 -1 40 16 25 13 33 34
1 3 0 0 0 34 -1 -1 -1 -1 -1 -1 41 26 27 24 31 40
1 3 0 0 0 22 -1 -1 -1 -1 -1 -1 42 43 39 18 19 13
1 3 0 0 0 44 -1 -1 -1 -1 -1 -1 43 14 35 17 18 31
2 1 1 2 0 8080 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 2 0 1710 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 2 0 2209 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 2 0 5910 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 2 0 7330 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 1 2 0 8420 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 2 0 8190 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 2 0 8370 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 2 0 8470 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 2 0 8501 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 2 0 2058 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 1 2 0 7502 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 2 0 3400 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 2 0 6230 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 2 0 3550 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 2 0 6510 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 2 0 6260 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 1 -1 2 0 6300 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 2 0 2730 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 2 0 9250 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 2 0 6312 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 2 0 9050 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 2 0 6821 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 2 -1 2 0 9600 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 7830 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 5395 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 2372 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 2635 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 7550 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 7820 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 1616 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 2220 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 2575 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 4274 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 7640 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
2 3 0 2 0 2487 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
