ecosub8 [06-2014]
 15   1   1 
Start: Thu Jul 03 14:51:37 2014
Darbietung
 15   1   5   2   0  -1   1  60    0    1    2  1500   -9    2    0   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   2   1   1  -1   1 1500    0    1    2  1500   -1    2    1   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   5   2   0  -1   1  30    0    1    2  1500   -9    2    2   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   3   2   0  -1   1 1500    0    1    2  1500    0    2    3   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   2   1   1  -1   1 1500    0    1    2  1500    1    2    4   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   2   1   1  -1   1 1500    0    1    2  1500   -1    2    5   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   4   2   0  -1   1 1500    0    1    2  1500    0    2    6   -1  -1  -1  -1   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   3   2   0  -1   1  60    0    1    2  1500    0    2    7 Stimnr:  36, ID-Optionen: zefill uhnong raggun gowann banzon muoror  Selected option:   1, selected stimulus:  39, RT: 8851, Korrekt:   0        Sicherheit:   5 RT: 2306      36  39   0 8851   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   2   1   1  -1   1  60    0    1    2  1500   -1    2    8 Stimnr:  47, ID-Optionen: ompfing sebjukt emkruas fehrrid misukor baigbur  Selected option:   4, selected stimulus:  46, RT: 5154, Korrekt:   0        Sicherheit:   2 RT: 1402      47  46   0 5154   -1  -1  -1  -1    -1  -1  -1  -1  
 15   1   2   1   1  -1   1  30    0    1    2  1500   -1    2    9 Stimnr:  17, ID-Optionen: Mneu20_.bmp M07.bmp Mneu11_.bmp Mneu01_.bmp Mneu24_.bmp M16_.bmp  Selected option:   5, selected stimulus:  13, RT: 4245, Korrekt:   0        Sicherheit:   6 RT: 2946      17  13   0 4245   -1  -1  -1  -1    -1   1  -1  -1  
