subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
24,EC_subj,pokemon,b,0,control_1000_neg_none,16_mittel.png,neg,control,1000,none,no,no,no,yes,2762332,2847432
24,EC_subj,pokemon,b,1,cs_40_pos_task,11_mittel.png,pos,critical,40,subjective,no,no,no,yes,2848685,2853208
24,EC_subj,pokemon,b,2,cs_40_pos_none,24_mittel.png,pos,critical,40,none,no,no,no,yes,2854461,2855936
24,EC_subj,pokemon,b,3,filler_40_neu_none,25_mittel.png,neu,filler,40,none,no,no,no,yes,2857188,2859528
24,EC_subj,pokemon,b,4,control_1000_pos_none,10_mittel.png,pos,control,1000,none,yes,no,no,no,2860780,2862912
24,EC_subj,pokemon,b,5,filler_50_neu_task,17_mittel.png,neu,filler,50,subjective,no,no,no,yes,2864163,2865552
24,EC_subj,pokemon,b,6,cs_50_pos_task,7_mittel.png,pos,critical,50,subjective,no,no,no,yes,2866805,2868224
24,EC_subj,pokemon,b,7,cs_40_neg_task,9_mittel.png,neg,critical,40,subjective,no,no,no,yes,2869475,2871016
24,EC_subj,pokemon,b,8,cs_50_neg_task,40_mittel.png,neg,critical,50,subjective,no,no,no,yes,2872271,2873639
24,EC_subj,pokemon,b,9,filler_1000_neu_none_1,4_mittel.png,neu,filler,1000,none,yes,no,no,no,2874891,2877681
24,EC_subj,pokemon,b,10,cs_40_neg_none,18_mittel.png,neg,critical,40,none,no,no,no,yes,2878932,2881024
24,EC_subj,pokemon,b,11,control_1000_pos_none_2,15_mittel.png,pos,control,1000,none,no,yes,no,no,2882276,2886880
24,EC_subj,pokemon,b,12,cs_50_pos_none,5_mittel.png,pos,critical,50,none,no,no,no,yes,2888132,2889392
24,EC_subj,pokemon,b,13,filler_1000_neu_none_2,39_mittel.png,neu,filler,1000,none,yes,no,no,no,2890643,2894064
24,EC_subj,pokemon,b,14,control_1000_neg_none_2,2_mittel.png,neg,control,1000,none,no,no,no,yes,2895315,2896601
24,EC_subj,pokemon,b,15,filler_40_neu_task,22_mittel.png,neu,filler,40,subjective,no,no,no,yes,2897855,2898945
24,EC_subj,pokemon,b,16,cs_50_neg_none,37_mittel.png,neg,critical,50,none,no,no,no,yes,2900196,2901192
24,EC_subj,pokemon,b,17,filler_50_neu_none,23_mittel.png,neu,filler,50,none,no,no,no,yes,2902443,2903424
