subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
69,EC_only,nonword,a,0,filler_50_neu_none,makan,neu,filler,50,none,10,2033609,2037282
69,EC_only,nonword,a,1,cs_40_neg_none,zillie,neg,critical,40,none,10,2039595,2041635
69,EC_only,nonword,a,2,control_1000_neg_none,babit,neg,control,1000,none,3,2043944,2047161
69,EC_only,nonword,a,3,control_1000_pos_none,altine,pos,control,1000,none,9,2049470,2052497
69,EC_only,nonword,a,4,control_1000_neg_none_2,hesire,neg,control,1000,none,11,2054805,2064074
69,EC_only,nonword,a,5,cs_50_neg_none,naptor,neg,critical,50,none,6,2066382,2069586
69,EC_only,nonword,a,6,cs_50_neg_task,roosle,neg,critical,50,none,14,2071893,2074747
69,EC_only,nonword,a,7,cs_40_neg_task,minair,neg,critical,40,none,9,2077057,2079235
69,EC_only,nonword,a,8,filler_1000_neu_none_1,tafta,neu,filler,1000,none,11,2081543,2085537
69,EC_only,nonword,a,9,filler_50_neu_task,teutos,neu,filler,50,none,9,2087863,2089561
69,EC_only,nonword,a,10,cs_40_pos_none,parlic,pos,critical,40,none,10,2091871,2093891
69,EC_only,nonword,a,11,filler_1000_neu_none_2,seloom,neu,filler,1000,none,9,2096201,2098923
69,EC_only,nonword,a,12,filler_40_neu_none,coskie,neu,filler,40,none,10,2101235,2103092
69,EC_only,nonword,a,13,filler_40_neu_task,pubio,neu,filler,40,none,11,2105403,2107683
69,EC_only,nonword,a,14,control_1000_pos_none_2,tavoo,pos,control,1000,none,12,2109993,2111875
69,EC_only,nonword,a,15,cs_50_pos_task,avouco,pos,critical,50,none,10,2114188,2117947
69,EC_only,nonword,a,16,cs_50_pos_none,trelle,pos,critical,50,none,7,2120258,2122268
69,EC_only,nonword,a,17,cs_40_pos_task,lobee,pos,critical,40,none,9,2124580,2128575
