subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
30,EC_subj,nonword,a,0,filler_1000_neu_none_2,pubio,neu,filler,1000,none,6,2645981,2654569
30,EC_subj,nonword,a,1,control_1000_pos_none,zillie,pos,control,1000,none,3,2656878,2661362
30,EC_subj,nonword,a,2,control_1000_neg_none,trelle,neg,control,1000,none,2,2663668,2666871
30,EC_subj,nonword,a,3,cs_40_neg_none,tafta,neg,critical,40,none,6,2669179,2672259
30,EC_subj,nonword,a,4,filler_1000_neu_none_1,hesire,neu,filler,1000,none,13,2674565,2677053
30,EC_subj,nonword,a,5,filler_40_neu_task,naptor,neu,filler,40,subjective,7,2679363,2683230
30,EC_subj,nonword,a,6,filler_40_neu_none,altine,neu,filler,40,none,15,2685536,2687991
30,EC_subj,nonword,a,7,cs_40_pos_task,coskie,pos,critical,40,subjective,18,2690304,2693601
30,EC_subj,nonword,a,8,cs_50_pos_task,seloom,pos,critical,50,subjective,16,2695908,2699150
30,EC_subj,nonword,a,9,cs_50_neg_none,minair,neg,critical,50,none,12,2701458,2705026
30,EC_subj,nonword,a,10,filler_50_neu_task,tavoo,neu,filler,50,subjective,16,2707335,2709975
30,EC_subj,nonword,a,11,filler_50_neu_none,babit,neu,filler,50,none,10,2712281,2716090
30,EC_subj,nonword,a,12,cs_40_pos_none,teutos,pos,critical,40,none,19,2718394,2721239
30,EC_subj,nonword,a,13,control_1000_neg_none_2,roosle,neg,control,1000,none,16,2723549,2726741
30,EC_subj,nonword,a,14,cs_40_neg_task,makan,neg,critical,40,subjective,5,2729048,2731812
30,EC_subj,nonword,a,15,control_1000_pos_none_2,avouco,pos,control,1000,none,15,2734118,2737335
30,EC_subj,nonword,a,16,cs_50_neg_task,parlic,neg,critical,50,subjective,10,2739644,2743562
30,EC_subj,nonword,a,17,cs_50_pos_none,lobee,pos,critical,50,none,15,2745870,2748142
