subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
62,EC_subj,nonword,a,0,cs_40_neg_task,seloom,neg,critical,40,subjective,8,2531085,2540602
62,EC_subj,nonword,a,1,cs_50_neg_task,zillie,neg,critical,50,subjective,15,2542914,2546666
62,EC_subj,nonword,a,2,cs_40_pos_none,tafta,pos,critical,40,none,11,2548975,2552885
62,EC_subj,nonword,a,3,cs_50_pos_none,minair,pos,critical,50,none,7,2555197,2558577
62,EC_subj,nonword,a,4,cs_40_neg_none,lobee,neg,critical,40,none,13,2560887,2563728
62,EC_subj,nonword,a,5,control_1000_neg_none_2,altine,neg,control,1000,none,3,2566042,2569550
62,EC_subj,nonword,a,6,filler_50_neu_none,pubio,neu,filler,50,none,9,2571863,2578141
62,EC_subj,nonword,a,7,control_1000_pos_none_2,roosle,pos,control,1000,none,4,2580456,2583326
62,EC_subj,nonword,a,8,filler_40_neu_none,babit,neu,filler,40,none,11,2585638,2588096
62,EC_subj,nonword,a,9,control_1000_pos_none,trelle,pos,control,1000,none,6,2590409,2593772
62,EC_subj,nonword,a,10,filler_1000_neu_none_2,teutos,neu,filler,1000,none,6,2596089,2599039
62,EC_subj,nonword,a,11,filler_50_neu_task,hesire,neu,filler,50,subjective,6,2601352,2604505
62,EC_subj,nonword,a,12,cs_50_pos_task,parlic,pos,critical,50,subjective,7,2606819,2610262
62,EC_subj,nonword,a,13,control_1000_neg_none,naptor,neg,control,1000,none,0,2612577,2615734
62,EC_subj,nonword,a,14,filler_1000_neu_none_1,coskie,neu,filler,1000,none,8,2618046,2622406
62,EC_subj,nonword,a,15,cs_40_pos_task,makan,pos,critical,40,subjective,5,2624717,2628325
62,EC_subj,nonword,a,16,cs_50_neg_none,avouco,neg,critical,50,none,13,2630639,2634196
62,EC_subj,nonword,a,17,filler_40_neu_task,tavoo,neu,filler,40,subjective,6,2636509,2641125
