subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
6,EC_only,pokemon,b,0,cs_40_neg_none,16_mittel.png,neg,critical,40,none,no,yes,no,no,2215759,2230097
6,EC_only,pokemon,b,1,filler_1000_neu_none_2,40_mittel.png,neu,filler,1000,none,no,no,yes,no,2231352,2238123
6,EC_only,pokemon,b,2,control_1000_neg_none_2,11_mittel.png,neg,control,1000,none,no,no,no,yes,2239375,2242545
6,EC_only,pokemon,b,3,cs_50_pos_task,2_mittel.png,pos,critical,50,none,no,no,no,yes,2243798,2246592
6,EC_only,pokemon,b,4,cs_50_neg_none,17_mittel.png,neg,critical,50,none,no,no,no,yes,2247845,2251129
6,EC_only,pokemon,b,5,filler_50_neu_task,18_mittel.png,neu,filler,50,none,no,no,no,yes,2252382,2255008
6,EC_only,pokemon,b,6,cs_40_neg_task,15_mittel.png,neg,critical,40,none,no,yes,no,no,2256263,2259369
6,EC_only,pokemon,b,7,control_1000_pos_none_2,4_mittel.png,pos,control,1000,none,no,yes,no,no,2260623,2264553
6,EC_only,pokemon,b,8,control_1000_neg_none,39_mittel.png,neg,control,1000,none,no,no,yes,no,2265808,2269426
6,EC_only,pokemon,b,9,filler_40_neu_none,9_mittel.png,neu,filler,40,none,no,no,no,yes,2270679,2272857
6,EC_only,pokemon,b,10,control_1000_pos_none,23_mittel.png,pos,control,1000,none,yes,no,no,no,2274109,2277377
6,EC_only,pokemon,b,11,filler_1000_neu_none_1,5_mittel.png,neu,filler,1000,none,yes,no,no,no,2278630,2280160
6,EC_only,pokemon,b,12,filler_50_neu_none,7_mittel.png,neu,filler,50,none,yes,no,no,no,2281413,2284793
6,EC_only,pokemon,b,13,cs_50_pos_none,22_mittel.png,pos,critical,50,none,no,no,no,yes,2286045,2291529
6,EC_only,pokemon,b,14,filler_40_neu_task,24_mittel.png,neu,filler,40,none,no,no,no,yes,2292790,2294488
6,EC_only,pokemon,b,15,cs_50_neg_task,25_mittel.png,neg,critical,50,none,no,no,no,yes,2295741,2297641
6,EC_only,pokemon,b,16,cs_40_pos_none,10_mittel.png,pos,critical,40,none,no,yes,no,no,2298894,2301944
6,EC_only,pokemon,b,17,cs_40_pos_task,37_mittel.png,pos,critical,40,none,no,no,no,yes,2303199,2305328
