subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_objective_task,obt_1,obt_2,obt_3,obt_4,obt_5,obt_6,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,time_blank_end
68,0,1,EC_only,pokemon,b,critical,50,neg,objective,usfirst,left,right,yes,cs_50_neg_task,some us,24_mittel.png,9435.png,picture,picture,maskedcs,us,#969696,0,fmaske_10.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,2603166,2604069,2604970,2605073,2605125,NA,2605175,24_mittel.png,9_mittel.png,11_mittel.png,16_mittel.png,15_mittel.png,39_mittel.png,no,no,no,yes,no,no,2612082
68,1,1,EC_only,pokemon,b,us_w_us,999,neu-neu,none,none,none,both,no,none,none,Hand,neu2635.png,word,picture,us,us,#000000,999,fmaske_1.png,fmaske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2612781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2614783
68,2,1,EC_only,pokemon,b,critical,40,pos,objective,csfirst,right,left,yes,cs_40_pos_task,some us,2057.png,25_mittel.png,picture,picture,us,maskedcs,#969696,1500,fmaske_5.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,2615562,2616464,2616566,2616608,2616660,2618160,37_mittel.png,4_mittel.png,17_mittel.png,10_mittel.png,23_mittel.png,25_mittel.png,no,no,no,no,no,yes,2622429
68,3,1,EC_only,pokemon,b,critical,40,neg,objective,csfirst,right,left,yes,cs_40_neg_task,some us,Frust,23_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_2.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,NA,2623142,2624043,2624146,2624188,2624240,2625740,4_mittel.png,23_mittel.png,10_mittel.png,37_mittel.png,17_mittel.png,25_mittel.png,no,no,yes,no,no,no,2628084
68,4,1,EC_only,pokemon,b,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none,some us,18_mittel.png,Wiese,picture,word,controlcs,us,#000000,600,fmaske_7.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2628758,NA,2629761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2630363
68,5,1,EC_only,pokemon,b,critical,50,pos,objective,csfirst,right,left,yes,cs_50_pos_none,some us,Kuss,11_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_7.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,NA,2631073,2631974,2632077,2632129,2632181,2633681,15_mittel.png,24_mittel.png,9_mittel.png,16_mittel.png,11_mittel.png,39_mittel.png,no,no,no,no,no,yes,2635690
68,6,1,EC_only,pokemon,b,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none,some us,18_mittel.png,1440.png,picture,picture,controlcs,us,#000000,600,fmaske_3.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2636438,NA,2637440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2638042
68,7,1,EC_only,pokemon,b,cswcs,40,none,objective,csfirst,left,right,yes,filler_40_neu_task,o_filler_1000_neu_none_1,37_mittel.png,trelle,picture,word,maskedcs,controlcs,#969696,1500,fmaske_5.png,fmaske_7.png,no,no,no,1000,NA,NA,NA,NA,NA,2638783,2639684,2639787,2639829,2639881,2641381,4_mittel.png,37_mittel.png,23_mittel.png,17_mittel.png,25_mittel.png,10_mittel.png,no,no,no,yes,no,no,2644412
68,8,1,EC_only,pokemon,b,cs_alone,40,none,objective,none,left,none,yes,filler_40_neu_none,none,10_mittel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_1.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,NA,2645032,2645933,2646036,2646078,NA,2646128,37_mittel.png,23_mittel.png,17_mittel.png,25_mittel.png,10_mittel.png,4_mittel.png,no,no,yes,no,no,no,2647422
68,9,1,EC_only,pokemon,b,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,18_mittel.png,8370.png,picture,picture,controlcs,us,#000000,0,fmaske_7.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,2648180,NA,NA,2649183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2650185
68,10,1,EC_only,pokemon,b,cswcs,70,none,none,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_2,19_dunkel.png,22_mittel.png,picture,picture,maskedcs,controlcs,#969696,1500,fmaske_9.png,fmaske_3.png,yes_left,no,yes,0,None,2650859,2653493,2655393,NA,2650863,2651764,2651867,2651939,2651991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2655396
68,11,1,EC_only,pokemon,b,cs_alone,1000,none,none,none,left,none,no,o_filler_1000_neu_none_1,none,trelle,none,word,none,controlcs,none,#000000,999,maske_3.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2656041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2657043
68,12,1,EC_only,pokemon,b,critical,50,pos,objective,usfirst,left,right,yes,cs_50_pos_task,some us,39_mittel.png,Sonne,picture,word,maskedcs,us,#969696,0,fmaske_3.png,fmaske_9.png,no,no,no,1000,NA,NA,NA,NA,2657769,2658672,2659573,2659676,2659728,NA,2659778,9_mittel.png,16_mittel.png,11_mittel.png,15_mittel.png,24_mittel.png,39_mittel.png,no,no,no,no,yes,no,2662559
68,13,1,EC_only,pokemon,b,critical,50,neg,objective,csfirst,right,left,yes,cs_50_neg_task,some us,9920.png,24_mittel.png,picture,picture,us,maskedcs,#969696,1500,fmaske_12.png,fmaske_7.png,no,no,no,1000,NA,NA,NA,NA,NA,2663384,2664285,2664388,2664440,2664492,2665992,39_mittel.png,24_mittel.png,15_mittel.png,16_mittel.png,9_mittel.png,11_mittel.png,no,yes,no,no,no,no,2667042
