subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
70,EC_subj,nonword,a,0,filler_50_neu_none,coskie,neu,filler,50,none,neu7490.png,picture,neu7490.png,neu5731.png,neu7830.png,Wand,Lampe,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2460475,2466129
70,EC_subj,nonword,a,1,cs_50_pos_task,minair,pos,critical,50,subjective,1650.png,picture,2057.png,8200.png,1650.png,Leben,Freizeit,Kinder,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2467524,2472737
70,EC_subj,nonword,a,2,control_1000_neg_none_2,tavoo,neg,control,1000,none,Tyrann,word,9265.png,3550.png,9435.png,Tyrann,Hass,Neid,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2474129,2479723
70,EC_subj,nonword,a,3,filler_40_neu_task,babit,neu,filler,40,subjective,Knopf,word,neu2620.png,neu7830.png,neu7090.png,Hand,Knopf,Lampe,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2481128,2483424
70,EC_subj,nonword,a,4,cs_50_pos_none,zillie,pos,critical,50,none,7350.png,picture,4220.png,2208.png,7350.png,Fete,Paradies,Lachen,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2484831,2487624
70,EC_subj,nonword,a,5,control_1000_pos_none_2,naptor,pos,control,1000,none,5460.png,picture,5460.png,2050.png,2209.png,Brief,Kuss,Musik,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2488990,2493386
70,EC_subj,nonword,a,6,filler_40_neu_none,hesire,neu,filler,40,none,Sessel,word,neu2580.png,neu5731.png,neu7090.png,Sessel,Dach,Wand,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2494770,2496729
70,EC_subj,nonword,a,7,control_1000_neg_none,altine,neg,control,1000,none,2710.png,picture,9265.png,2710.png,9007.png,Tod,Geschwür,Neid,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2498124,2500979
70,EC_subj,nonword,a,8,filler_1000_neu_none_1,teutos,neu,filler,1000,none,Linie,word,neu2635.png,neu2580.png,neu5731.png,Linie,Klinke,Lampe,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2502356,2504250
70,EC_subj,nonword,a,9,cs_50_neg_none,trelle,neg,critical,50,none,1525.png,picture,9830.png,9560.png,1525.png,Mord,Abgas,Schmerz,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2505631,2507496
70,EC_subj,nonword,a,10,filler_1000_neu_none_2,makan,neu,filler,1000,none,Kreis,word,neu2620.png,neu5731.png,neu2487.png,Bein,Kreis,Wand,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2508886,2511506
70,EC_subj,nonword,a,11,cs_50_neg_task,avouco,neg,critical,50,subjective,9404.png,picture,9342.png,9404.png,2900.png,Wahnsinn,Gift,AIDS,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2512905,2514649
70,EC_subj,nonword,a,12,cs_40_neg_none,parlic,neg,critical,40,none,9342.png,picture,9050.png,2141.png,9342.png,Tyrann,Hass,Sadist,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2516063,2517594
70,EC_subj,nonword,a,13,cs_40_pos_task,tafta,pos,critical,40,subjective,Leben,word,2050.png,1463.png,2091.png,Leben,Liebe,Kinder,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2518979,2523328
70,EC_subj,nonword,a,14,cs_40_pos_none,seloom,pos,critical,40,none,Lob,word,7350.png,8496.png,7230.png,Lob,Bücher,Freund,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2524732,2527913
70,EC_subj,nonword,a,15,control_1000_pos_none,roosle,pos,control,1000,none,2070.png,picture,2050.png,2091.png,2070.png,Lob,Fete,Leben,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2529284,2533658
70,EC_subj,nonword,a,16,filler_50_neu_task,pubio,neu,filler,50,subjective,Bein,word,neu2575.png,neu7490.png,neu2220.png,Hand,Klinke,Bein,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2535051,2536754
70,EC_subj,nonword,a,17,cs_40_neg_task,lobee,neg,critical,40,subjective,7380.png,picture,2900.png,2141.png,7380.png,Neid,Hass,Ekel,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2538159,2540057
