subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_objective_task,obt_1,obt_2,obt_3,obt_4,obt_5,obt_6,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,time_blank_end
47,0,1,EC_subj,pokemon,b,critical,40,pos,objective,usfirst,left,right,yes,cs_40_pos_none,some us,10_mittel.png,8470.png,picture,picture,maskedcs,us,#969696,0,fmaske_4.png,fmaske_9.png,no,no,no,1000,NA,NA,NA,NA,2741111,2742013,2742914,2743017,2743059,NA,2743109,24_mittel.png,10_mittel.png,16_mittel.png,15_mittel.png,9_mittel.png,37_mittel.png,yes,no,no,no,no,no,2745788
47,1,1,EC_subj,pokemon,b,cs_alone,50,none,none,none,right,none,yes,o_filler_50_neu_none,none,none,parlic,none,word,none,maskedcs,#969696,999,maske_10.png,maske_4.png,no,no,no,250,NA,NA,NA,NA,NA,2746438,2747339,2747442,2747494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2747546
47,2,1,EC_subj,pokemon,b,critical,40,neg,objective,csfirst,right,left,yes,cs_40_neg_none,some us,Horror,16_mittel.png,word,picture,us,maskedcs,#969696,1500,fmaske_7.png,fmaske_1.png,no,no,no,1000,NA,NA,NA,NA,NA,2748258,2749159,2749262,2749304,2749356,2750856,37_mittel.png,9_mittel.png,16_mittel.png,15_mittel.png,24_mittel.png,10_mittel.png,no,no,no,yes,no,no,2752526
47,3,1,EC_subj,pokemon,b,us_w_us,999,neg-neg,none,none,none,both,no,none,none,2710.png,Tod,picture,word,us,us,#000000,999,fmaske_1.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2753229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755232
47,4,1,EC_subj,pokemon,b,cs_w_us,40,neutral,objective,usfirst,right,left,yes,filler_40_neu_none,some us,Knopf,9_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_6.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,2755971,2756873,2757774,2757877,2757919,NA,2757969,16_mittel.png,37_mittel.png,24_mittel.png,9_mittel.png,10_mittel.png,15_mittel.png,no,yes,no,no,no,no,2759712
47,5,1,EC_subj,pokemon,b,us_alone,999,neg,none,none,none,right,no,none,none,none,9280.png,none,picture,none,us,#000000,999,fmaske_9.png,fmaske_10.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2760374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2762376
47,6,1,EC_subj,pokemon,b,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_task,some us,37_mittel.png,7350.png,picture,picture,maskedcs,us,#969696,1500,fmaske_12.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,NA,2763216,2764117,2764220,2764263,2764315,2765815,15_mittel.png,10_mittel.png,9_mittel.png,24_mittel.png,16_mittel.png,37_mittel.png,no,yes,no,no,no,no,2766825
47,7,1,EC_subj,pokemon,b,cs_w_us,70,neutral,none,usfirst,right,left,yes,filler_50_neu_task,some us,neu5740.png,19_dunkel.png,picture,picture,us,maskedcs,#969696,0,fmaske_2.png,fmaske_4.png,yes_right,no,yes,0,space,2767652,2769685,2771585,2767655,2768557,2769458,2769561,2769633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2771587
47,8,1,EC_subj,pokemon,b,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_none,some us,10_mittel.png,8170.png,picture,picture,maskedcs,us,#969696,1500,fmaske_9.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,2772424,2773325,2773428,2773470,2773522,2775022,16_mittel.png,37_mittel.png,9_mittel.png,10_mittel.png,15_mittel.png,24_mittel.png,no,no,no,no,yes,no,2777363
47,9,1,EC_subj,pokemon,b,cs_alone,1000,none,none,none,left,none,no,filler_1000_neu_none_1,none,5_mittel.png,none,picture,none,controlcs,none,#000000,999,fmaske_8.png,fmaske_7.png,no,yes_left,no,1000,NA,NA,NA,NA,NA,NA,NA,2777980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778982
47,10,1,EC_subj,pokemon,b,cs_w_us,50,neutral,objective,usfirst,left,right,yes,filler_50_neu_task,some us,18_mittel.png,neu7490.png,picture,picture,maskedcs,us,#969696,0,fmaske_2.png,fmaske_7.png,yes_left,no,no,250,NA,NA,NA,NA,2779843,2780746,2781647,2781750,2781803,NA,2781853,22_mittel.png,7_mittel.png,17_mittel.png,2_mittel.png,25_mittel.png,18_mittel.png,no,no,yes,no,no,no,2782874
47,11,1,EC_subj,pokemon,b,cs_alone,40,none,objective,none,left,none,yes,filler_40_neu_none,none,9_mittel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_7.png,fmaske_1.png,no,no,no,1000,NA,NA,NA,NA,NA,2783499,2784401,2784504,2784546,NA,2784596,15_mittel.png,10_mittel.png,16_mittel.png,37_mittel.png,24_mittel.png,9_mittel.png,no,no,yes,no,no,no,2785553
47,12,1,EC_subj,pokemon,b,critical,50,pos,objective,csfirst,left,right,yes,cs_50_pos_none,some us,22_mittel.png,Sonne,picture,word,maskedcs,us,#969696,1500,fmaske_7.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,NA,2786248,2787151,2787253,2787305,2787357,2788857,7_mittel.png,22_mittel.png,2_mittel.png,17_mittel.png,18_mittel.png,25_mittel.png,no,no,no,yes,no,no,2792426
47,13,1,EC_subj,pokemon,b,us_w_us,999,neg-neg,none,none,none,both,no,none,none,9342.png,9435.png,picture,picture,us,us,#000000,999,fmaske_5.png,fmaske_7.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2793179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2795181
47,14,1,EC_subj,pokemon,b,control,1000,pos,none,csfirst,right,left,no,control_1000_pos_none_2,some us,Romantik,4_mittel.png,word,picture,us,controlcs,#000000,600,fmaske_7.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2795878,NA,2796880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2797483
47,15,1,EC_subj,pokemon,b,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none,some us,39_mittel.png,Abscheu,picture,word,controlcs,us,#000000,600,fmaske_9.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2798165,NA,2799168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2799770
47,16,1,EC_subj,pokemon,b,control,1000,neg,none,usfirst,right,left,no,control_1000_neg_none,some us,Betrug,39_mittel.png,word,picture,us,controlcs,#000000,0,fmaske_11.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,2800466,NA,NA,2801470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2802472
47,17,1,EC_subj,pokemon,b,cs_alone,40,none,objective,none,right,none,yes,filler_40_neu_task,none,none,24_mittel.png,none,picture,none,maskedcs,#969696,999,fmaske_9.png,fmaske_11.png,no,no,no,250,NA,NA,NA,NA,NA,2803098,2803999,2804102,2804144,NA,2804194,16_mittel.png,10_mittel.png,37_mittel.png,9_mittel.png,24_mittel.png,15_mittel.png,no,no,yes,no,no,no,2805445
47,18,1,EC_subj,pokemon,b,us_alone,999,neutral,none,none,none,right,no,none,none,none,neu2220.png,none,picture,none,us,#000000,999,fmaske_8.png,fmaske_6.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2806107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2808110
47,19,1,EC_subj,pokemon,b,us_alone,999,neutral,none,none,none,left,no,none,none,neu2635.png,none,picture,none,us,none,#000000,999,fmaske_4.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2808773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2810775
47,20,1,EC_subj,pokemon,b,critical,50,neg,objective,usfirst,right,left,yes,cs_50_neg_none,some us,1525.png,17_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_8.png,fmaske_5.png,no,no,no,1000,NA,NA,NA,NA,2811586,2812488,2813390,2813492,2813544,NA,2813594,25_mittel.png,18_mittel.png,7_mittel.png,22_mittel.png,17_mittel.png,2_mittel.png,yes,no,no,no,no,no,2814791
47,21,1,EC_subj,pokemon,b,cswcs,40,none,objective,csfirst,right,left,yes,filler_40_neu_task,o_filler_1000_neu_none_2,tavoo,24_mittel.png,word,picture,controlcs,maskedcs,#969696,1500,fmaske_2.png,fmaske_5.png,no,yes_left,no,250,NA,NA,NA,NA,NA,2815577,2816478,2816581,2816623,2816675,2818175,15_mittel.png,10_mittel.png,9_mittel.png,37_mittel.png,16_mittel.png,24_mittel.png,no,no,no,no,no,yes,2819088
47,22,1,EC_subj,pokemon,b,critical,50,pos,objective,usfirst,left,right,yes,cs_50_pos_none,some us,22_mittel.png,2057.png,picture,picture,maskedcs,us,#969696,0,fmaske_8.png,fmaske_2.png,no,no,no,1000,NA,NA,NA,NA,2819909,2820811,2821712,2821815,2821867,NA,2821918,7_mittel.png,22_mittel.png,25_mittel.png,2_mittel.png,17_mittel.png,18_mittel.png,no,no,no,no,no,yes,2823364
47,23,1,EC_subj,pokemon,b,cs_w_us,1000,neutral,none,csfirst,left,right,no,o_filler_1000_neu_none_2,some us,tavoo,Dach,word,word,controlcs,us,#000000,600,maske_8.png,maske_3.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2824074,NA,2825076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2825679
47,24,1,EC_subj,pokemon,b,critical,50,neg,objective,usfirst,right,left,yes,cs_50_neg_task,some us,7380.png,25_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_6.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,2826546,2827448,2828350,2828452,2828504,NA,2828554,18_mittel.png,25_mittel.png,7_mittel.png,17_mittel.png,22_mittel.png,2_mittel.png,no,yes,no,no,no,no,2830406
47,25,1,EC_subj,pokemon,b,critical,50,pos,objective,usfirst,left,right,yes,cs_50_pos_task,some us,2_mittel.png,Wiese,picture,word,maskedcs,us,#969696,0,fmaske_4.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,2831127,2832029,2832931,2833033,2833085,NA,2833135,25_mittel.png,2_mittel.png,17_mittel.png,22_mittel.png,18_mittel.png,7_mittel.png,no,yes,no,no,no,no,2834617
47,26,1,EC_subj,pokemon,b,us_w_us,999,pos-pos,none,none,none,both,no,none,none,2040.png,Lachen,picture,word,us,us,#000000,999,fmaske_11.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2835323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2837325
47,27,1,EC_subj,pokemon,b,critical,40,neg,objective,usfirst,right,left,yes,cs_40_neg_task,some us,Geschwür,15_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_2.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,2838066,2838968,2839869,2839972,2840014,NA,2840064,10_mittel.png,9_mittel.png,24_mittel.png,16_mittel.png,37_mittel.png,15_mittel.png,no,yes,no,no,no,no,2840890
47,28,1,EC_subj,pokemon,b,cs_alone,1000,none,none,none,left,none,no,o_filler_1000_neu_none_1,none,seloom,none,word,none,controlcs,none,#000000,999,maske_6.png,maske_6.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2841536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2842539
47,29,1,EC_subj,pokemon,b,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,23_mittel.png,8190.png,picture,picture,controlcs,us,#000000,0,fmaske_3.png,fmaske_11.png,no,no,no,1000,NA,NA,NA,NA,2843304,NA,NA,2844306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2845308
47,30,1,EC_subj,pokemon,b,cs_w_us,50,neutral,none,csfirst,left,right,yes,o_filler_50_neu_none,some us,parlic,neu7830.png,word,picture,maskedcs,us,#969696,1500,maske_12.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,NA,2846160,2847061,2847164,2847216,2847268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2848770
47,31,1,EC_subj,pokemon,b,critical,50,pos,objective,csfirst,left,right,yes,cs_50_pos_task,some us,2_mittel.png,2091.png,picture,picture,maskedcs,us,#969696,1500,fmaske_5.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,NA,2849538,2850439,2850542,2850594,2850646,2852146,17_mittel.png,18_mittel.png,2_mittel.png,7_mittel.png,22_mittel.png,25_mittel.png,no,no,yes,no,no,no,2854225
47,32,1,EC_subj,pokemon,b,critical,50,neg,objective,usfirst,left,right,yes,cs_50_neg_none,some us,17_mittel.png,Neid,picture,word,maskedcs,us,#969696,0,fmaske_10.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,2854950,2855852,2856753,2856856,2856908,NA,2856958,22_mittel.png,18_mittel.png,17_mittel.png,2_mittel.png,25_mittel.png,7_mittel.png,no,no,yes,no,no,no,2858164
47,33,1,EC_subj,pokemon,b,us_alone,999,neutral,none,none,none,right,no,none,none,none,neu2372.png,none,picture,none,us,#000000,999,fmaske_1.png,fmaske_6.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2858839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2860842
47,34,1,EC_subj,pokemon,b,cs_w_us,1000,neutral,none,csfirst,right,left,no,filler_1000_neu_none_1,some us,neu7490.png,5_mittel.png,picture,picture,us,controlcs,#000000,600,fmaske_5.png,fmaske_6.png,no,yes_right,no,250,NA,NA,NA,NA,NA,NA,NA,2861654,NA,2862657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2863259
47,35,1,EC_subj,pokemon,b,cs_alone,50,none,objective,none,right,none,yes,filler_50_neu_none,none,none,7_mittel.png,none,picture,none,maskedcs,#969696,999,fmaske_11.png,fmaske_9.png,yes_right,no,no,1000,NA,NA,NA,NA,NA,2863882,2864784,2864887,2864938,NA,2864989,2_mittel.png,22_mittel.png,17_mittel.png,25_mittel.png,7_mittel.png,18_mittel.png,no,no,no,no,yes,no,2865687
47,36,1,EC_subj,pokemon,b,cs_alone,70,none,none,none,right,none,yes,filler_50_neu_task,none,none,19_dunkel.png,none,picture,none,maskedcs,#969696,999,fmaske_3.png,fmaske_9.png,yes_right,no,yes,0,space,2866309,2867441,2869341,NA,2866313,2867214,2867317,2867389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2869344
47,37,1,EC_subj,pokemon,b,critical,50,neg,objective,usfirst,right,left,yes,cs_50_neg_none,some us,9041.png,17_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_7.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,2870185,2871087,2871988,2872091,2872143,NA,2872193,22_mittel.png,25_mittel.png,18_mittel.png,7_mittel.png,2_mittel.png,17_mittel.png,no,no,no,yes,no,no,2873543
47,38,1,EC_subj,pokemon,b,critical,40,neg,objective,usfirst,left,right,yes,cs_40_neg_task,some us,15_mittel.png,2053.png,picture,picture,maskedcs,us,#969696,0,fmaske_5.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,2874428,2875331,2876232,2876335,2876377,NA,2876427,10_mittel.png,15_mittel.png,9_mittel.png,16_mittel.png,24_mittel.png,37_mittel.png,no,no,yes,no,no,no,2877498
47,39,1,EC_subj,pokemon,b,cswcs,50,none,objective,csfirst,right,left,yes,filler_50_neu_task,o_filler_1000_neu_none_2,tavoo,18_mittel.png,word,picture,controlcs,maskedcs,#969696,1500,fmaske_10.png,fmaske_3.png,yes_right,no,no,250,NA,NA,NA,NA,NA,2878241,2879142,2879245,2879297,2879349,2880850,7_mittel.png,2_mittel.png,25_mittel.png,17_mittel.png,22_mittel.png,18_mittel.png,no,yes,no,no,no,no,2881626
47,40,1,EC_subj,pokemon,b,control,1000,neg,none,usfirst,left,right,no,control_1000_neg_none_2,some us,11_mittel.png,Absturz,picture,word,controlcs,us,#000000,0,fmaske_7.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,2882302,NA,NA,2883305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2884307
47,41,1,EC_subj,pokemon,b,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_task,some us,37_mittel.png,2209.png,picture,picture,maskedcs,us,#969696,1500,fmaske_6.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,NA,2885080,2885982,2886085,2886127,2886179,2887679,9_mittel.png,10_mittel.png,16_mittel.png,24_mittel.png,15_mittel.png,37_mittel.png,no,no,yes,no,no,no,2889356
47,42,1,EC_subj,pokemon,b,us_w_us,999,neu-neu,none,none,none,both,no,none,none,neu2620.png,Tuch,picture,word,us,us,#000000,999,fmaske_7.png,fmaske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2890063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2892066
47,43,1,EC_subj,pokemon,b,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none_2,some us,Witz,4_mittel.png,word,picture,us,controlcs,#000000,0,fmaske_1.png,fmaske_6.png,no,no,no,1000,NA,NA,NA,NA,2892760,NA,NA,2893762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2894764
47,44,1,EC_subj,pokemon,b,cs_w_us,50,neutral,none,csfirst,left,right,yes,o_filler_50_neu_none,some us,parlic,neu5731.png,word,picture,maskedcs,us,#969696,1500,maske_7.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,2895598,2896500,2896602,2896654,2896706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2898208
47,45,1,EC_subj,pokemon,b,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_task,some us,37_mittel.png,Ruhe,picture,word,maskedcs,us,#969696,1500,fmaske_2.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,NA,2898911,2899812,2899915,2899957,2900009,2901510,10_mittel.png,24_mittel.png,16_mittel.png,37_mittel.png,15_mittel.png,9_mittel.png,yes,no,no,no,no,no,2902517
47,46,1,EC_subj,pokemon,b,cs_alone,70,none,none,none,left,none,yes,filler_50_neu_task,none,19_dunkel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_7.png,fmaske_8.png,yes_left,no,yes,0,space,2903143,2904274,2906174,NA,2903146,2904047,2904150,2904222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2906177
47,47,1,EC_subj,pokemon,b,us_w_us,999,neg-neg,none,none,none,both,no,none,none,3300.png,Folter,picture,word,us,us,#000000,999,fmaske_11.png,fmaske_8.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2906898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2908900
47,48,1,EC_subj,pokemon,b,us_alone,999,neutral,none,none,none,right,no,none,none,none,Klinke,none,word,none,us,#000000,999,fmaske_11.png,fmaske_6.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2909567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2911569
