subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
56,EC_subj,pokemon,b,0,cs_50_pos_none,7_mittel.png,pos,critical,50,none,Scherz,word,2091.png,2160.png,5994.png,Ruhe,Scherz,Brief,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2638923,2645626
56,EC_subj,pokemon,b,1,cs_40_neg_none,9_mittel.png,neg,critical,40,none,9830.png,picture,9920.png,9830.png,9400.png,Henker,Neid,Angst,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2647030,2655372
56,EC_subj,pokemon,b,2,cs_40_pos_task,39_mittel.png,pos,critical,40,subjective,2160.png,picture,2160.png,5594.png,2311.png,Brief,Frieden,Urlaub,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2656753,2660076
56,EC_subj,pokemon,b,3,control_1000_pos_none,37_mittel.png,pos,control,1000,none,Freund,word,2050.png,8470.png,2550.png,Glück,Freund,Licht,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2661455,2666395
56,EC_subj,pokemon,b,4,cs_50_neg_none,40_mittel.png,neg,critical,50,none,6555.png,picture,6555.png,8485.png,9007.png,Gift,Teufel,Absturz,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2667763,2672357
56,EC_subj,pokemon,b,5,control_1000_pos_none_2,10_mittel.png,pos,control,1000,none,2208.png,picture,1710.png,1463.png,2208.png,Lachen,Urlaub,Ruhe,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2673757,2678372
56,EC_subj,pokemon,b,6,filler_50_neu_task,25_mittel.png,neu,filler,50,subjective,Linie,word,neu5510.png,neu2620.png,neu7820.png,Linie,Kreis,Schrank,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2679757,2681562
56,EC_subj,pokemon,b,7,filler_40_neu_none,22_mittel.png,neu,filler,40,none,neu2620.png,picture,neu7490.png,neu2620.png,neu2487.png,Hand,Klinke,Dach,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2682951,2690515
56,EC_subj,pokemon,b,8,cs_40_neg_task,24_mittel.png,neg,critical,40,subjective,Eiter,word,6570.1.png,2750.png,9000.png,Eiter,Gewalt,Hass,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2691887,2694562
56,EC_subj,pokemon,b,9,filler_50_neu_none,17_mittel.png,neu,filler,50,none,neu2580.png,picture,neu2580.png,neu7490.png,neu1616.png,Lampe,Tuch,Dach,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2695939,2701561
56,EC_subj,pokemon,b,10,cs_40_pos_none,11_mittel.png,pos,critical,40,none,7470.png,picture,7470.png,5830.png,7350.png,Himmel,Wärme,Paradies,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2702963,2706947
56,EC_subj,pokemon,b,11,filler_1000_neu_none_2,4_mittel.png,neu,filler,1000,none,neu7550.png,picture,neu7550.png,neu7820.png,neu7080.png,Bein,Kreis,Klinke,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2708328,2711643
56,EC_subj,pokemon,b,12,control_1000_neg_none,15_mittel.png,neg,control,1000,none,Horror,word,2710.png,9220.png,6530.png,Henker,Unfall,Horror,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2713038,2717947
56,EC_subj,pokemon,b,13,filler_40_neu_task,2_mittel.png,neu,filler,40,subjective,neu7640.png,picture,neu7550.png,neu1616.png,neu7640.png,Klinke,Kreis,Linie,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2719337,2722965
56,EC_subj,pokemon,b,14,control_1000_neg_none_2,16_mittel.png,neg,control,1000,none,9330.png,picture,9280.png,9330.png,8485.png,Tyrann,Horror,Hektik,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2724357,2727604
56,EC_subj,pokemon,b,15,cs_50_pos_task,18_mittel.png,pos,critical,50,subjective,8170.png,picture,8540.png,8170.png,2050.png,Familie,Ruhe,Paradies,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2728986,2732322
56,EC_subj,pokemon,b,16,cs_50_neg_task,5_mittel.png,neg,critical,50,subjective,6311.png,picture,3300.png,9520.png,6311.png,Hektik,Unfall,Sucht,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2733712,2739685
56,EC_subj,pokemon,b,17,filler_1000_neu_none_1,23_mittel.png,neu,filler,1000,none,Sessel,word,neu7004.png,neu5740.png,neu7000.png,Sessel,Knopf,Tuch,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2741061,2744379
