subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_objective_task,obt_1,obt_2,obt_3,obt_4,obt_5,obt_6,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,time_blank_end
57,0,1,EC_only,pokemon,b,cs_alone,40,none,objective,none,left,none,yes,filler_40_neu_task,none,18_mittel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_1.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,NA,2589563,2590465,2590568,2590610,NA,2590660,15_mittel.png,22_mittel.png,18_mittel.png,16_mittel.png,7_mittel.png,2_mittel.png,no,yes,no,no,no,no,2597656
57,1,1,EC_only,pokemon,b,critical,40,pos,objective,usfirst,left,right,yes,cs_40_pos_none,some us,16_mittel.png,Glück,picture,word,maskedcs,us,#969696,0,fmaske_2.png,fmaske_6.png,no,no,no,250,NA,NA,NA,NA,2598379,2599281,2600183,2600285,2600327,NA,2600377,22_mittel.png,2_mittel.png,16_mittel.png,7_mittel.png,18_mittel.png,15_mittel.png,no,no,no,no,yes,no,2603658
57,2,1,EC_only,pokemon,b,critical,50,neg,objective,usfirst,left,right,yes,cs_50_neg_none,some us,4_mittel.png,6570.1.png,picture,picture,maskedcs,us,#969696,0,fmaske_12.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,2604476,2605379,2606281,2606383,2606435,NA,2606485,40_mittel.png,17_mittel.png,4_mittel.png,5_mittel.png,23_mittel.png,25_mittel.png,no,no,yes,no,no,no,2616494
57,3,1,EC_only,pokemon,b,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none_2,some us,Ruhe,11_mittel.png,word,picture,us,controlcs,#000000,0,fmaske_10.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,2617186,NA,NA,2618189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2619191
57,4,1,EC_only,pokemon,b,critical,50,pos,objective,csfirst,left,right,yes,cs_50_pos_none,some us,17_mittel.png,Geschenk,picture,word,maskedcs,us,#969696,1500,fmaske_6.png,fmaske_8.png,no,no,no,1000,NA,NA,NA,NA,NA,2619891,2620793,2620895,2620947,2620999,2622499,23_mittel.png,5_mittel.png,17_mittel.png,25_mittel.png,40_mittel.png,4_mittel.png,no,no,no,yes,no,no,2625421
57,5,1,EC_only,pokemon,b,cswcs,50,none,objective,csfirst,left,right,yes,filler_50_neu_task,o_filler_1000_neu_none_1,5_mittel.png,zillie,picture,word,maskedcs,controlcs,#969696,1500,fmaske_8.png,fmaske_9.png,no,yes_right,no,1000,NA,NA,NA,NA,NA,2626157,2627059,2627161,2627213,2627265,2628765,40_mittel.png,25_mittel.png,5_mittel.png,17_mittel.png,23_mittel.png,4_mittel.png,no,yes,no,no,no,no,2630039
57,6,1,EC_only,pokemon,b,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none_2,some us,11_mittel.png,Liebe,picture,word,controlcs,us,#000000,0,fmaske_5.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,2630714,NA,NA,2631716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2632741
57,7,1,EC_only,pokemon,b,control,1000,neg,none,csfirst,right,left,no,control_1000_neg_none,some us,Frust,24_mittel.png,word,picture,us,controlcs,#000000,600,fmaske_9.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2633436,NA,2634438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2635041
57,8,1,EC_only,pokemon,b,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none,some us,Meer,39_mittel.png,word,picture,us,controlcs,#000000,0,fmaske_7.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,2635741,NA,NA,2636743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2637746
57,9,1,EC_only,pokemon,b,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none_2,some us,9_mittel.png,Abgrund,picture,word,controlcs,us,#000000,600,fmaske_2.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2638424,NA,2639426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2640029
