subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
2,EC_subj,nonword,a,0,filler_40_neu_task,pubio,neu,filler,40,subjective,6,2762761,2767921
2,EC_subj,nonword,a,1,cs_40_neg_task,minair,neg,critical,40,subjective,6,2770265,2777827
2,EC_subj,nonword,a,2,control_1000_pos_none_2,tavoo,pos,control,1000,none,3,2780164,2786017
2,EC_subj,nonword,a,3,cs_50_pos_none,trelle,pos,critical,50,none,11,2788355,2791500
2,EC_subj,nonword,a,4,cs_40_neg_none,zillie,neg,critical,40,none,15,2793835,2796114
2,EC_subj,nonword,a,5,cs_50_pos_task,avouco,pos,critical,50,subjective,9,2798457,2801306
2,EC_subj,nonword,a,6,filler_1000_neu_none_2,seloom,neu,filler,1000,none,14,2803645,2807487
2,EC_subj,nonword,a,7,cs_40_pos_none,parlic,pos,critical,40,none,13,2809834,2814044
2,EC_subj,nonword,a,8,control_1000_neg_none,babit,neg,control,1000,none,4,2816384,2818772
2,EC_subj,nonword,a,9,cs_50_neg_none,naptor,neg,critical,50,none,8,2821118,2823220
2,EC_subj,nonword,a,10,control_1000_pos_none,altine,pos,control,1000,none,14,2825569,2832714
2,EC_subj,nonword,a,11,cs_40_pos_task,lobee,pos,critical,40,subjective,10,2835063,2837629
2,EC_subj,nonword,a,12,filler_50_neu_task,teutos,neu,filler,50,subjective,12,2839973,2847633
2,EC_subj,nonword,a,13,filler_50_neu_none,makan,neu,filler,50,none,14,2849977,2853140
2,EC_subj,nonword,a,14,filler_1000_neu_none_1,tafta,neu,filler,1000,none,16,2855482,2858564
2,EC_subj,nonword,a,15,filler_40_neu_none,coskie,neu,filler,40,none,3,2860912,2863204
2,EC_subj,nonword,a,16,control_1000_neg_none_2,hesire,neg,control,1000,none,15,2865546,2867901
2,EC_subj,nonword,a,17,cs_50_neg_task,roosle,neg,critical,50,subjective,15,2870244,2873892
