subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
41,EC_subj,nonword,a,0,filler_50_neu_task,trelle,neu,filler,50,subjective,no,no,no,yes,2654805,2660050
41,EC_subj,nonword,a,1,filler_40_neu_task,zillie,neu,filler,40,subjective,no,no,yes,no,2661366,2665347
41,EC_subj,nonword,a,2,filler_50_neu_none,roosle,neu,filler,50,none,no,no,no,yes,2666662,2668315
41,EC_subj,nonword,a,3,filler_40_neu_none,avouco,neu,filler,40,none,no,no,no,yes,2669632,2670930
41,EC_subj,nonword,a,4,cs_40_neg_task,hesire,neg,critical,40,subjective,no,no,no,yes,2672245,2675323
41,EC_subj,nonword,a,5,cs_50_neg_task,makan,neg,critical,50,subjective,no,no,no,yes,2676639,2680515
41,EC_subj,nonword,a,6,cs_40_pos_none,babit,pos,critical,40,none,no,no,no,yes,2681831,2683379
41,EC_subj,nonword,a,7,control_1000_pos_none,seloom,pos,control,1000,none,yes,no,no,no,2684695,2687234
41,EC_subj,nonword,a,8,filler_1000_neu_none_1,naptor,neu,filler,1000,none,no,no,yes,no,2688550,2693892
41,EC_subj,nonword,a,9,filler_1000_neu_none_2,altine,neu,filler,1000,none,no,no,no,yes,2695207,2698090
41,EC_subj,nonword,a,10,control_1000_neg_none_2,minair,neg,control,1000,none,yes,no,no,no,2699407,2702842
41,EC_subj,nonword,a,11,cs_50_neg_none,tafta,neg,critical,50,none,no,no,no,yes,2704158,2705706
41,EC_subj,nonword,a,12,cs_40_pos_task,tavoo,pos,critical,40,subjective,no,no,no,yes,2707022,2708867
41,EC_subj,nonword,a,13,control_1000_neg_none,parlic,neg,control,1000,none,no,no,no,yes,2710183,2712675
41,EC_subj,nonword,a,14,cs_50_pos_none,teutos,pos,critical,50,none,no,no,no,yes,2713990,2715018
41,EC_subj,nonword,a,15,cs_50_pos_task,coskie,pos,critical,50,subjective,no,no,no,yes,2716335,2717538
41,EC_subj,nonword,a,16,control_1000_pos_none_2,lobee,pos,control,1000,none,yes,no,no,no,2718853,2722346
41,EC_subj,nonword,a,17,cs_40_neg_none,pubio,neg,critical,40,none,no,no,no,yes,2723662,2724947
