subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
8,EC_subj,nonword,a,0,filler_40_neu_none,pubio,neu,filler,40,none,12,2898614,2910283
8,EC_subj,nonword,a,1,cs_50_pos_none,avouco,pos,critical,50,none,13,2912606,2916859
8,EC_subj,nonword,a,2,cs_40_pos_none,lobee,pos,critical,40,none,13,2919179,2921595
8,EC_subj,nonword,a,3,filler_1000_neu_none_1,makan,neu,filler,1000,none,9,2923918,2926835
8,EC_subj,nonword,a,4,filler_1000_neu_none_2,tafta,neu,filler,1000,none,10,2929155,2932214
8,EC_subj,nonword,a,5,control_1000_pos_none_2,altine,pos,control,1000,none,9,2934537,2937276
8,EC_subj,nonword,a,6,control_1000_pos_none,naptor,pos,control,1000,none,11,2939602,2943340
8,EC_subj,nonword,a,7,cs_40_pos_task,seloom,pos,critical,40,subjective,3,2945663,2948390
8,EC_subj,nonword,a,8,cs_40_neg_task,parlic,neg,critical,40,subjective,3,2950724,2952933
8,EC_subj,nonword,a,9,control_1000_neg_none,tavoo,neg,control,1000,none,7,2955258,2958363
8,EC_subj,nonword,a,10,cs_40_neg_none,minair,neg,critical,40,none,8,2960691,2964957
8,EC_subj,nonword,a,11,cs_50_neg_task,trelle,neg,critical,50,subjective,1,2967280,2969957
8,EC_subj,nonword,a,12,control_1000_neg_none_2,babit,neg,control,1000,none,7,2972281,2974461
8,EC_subj,nonword,a,13,filler_50_neu_none,teutos,neu,filler,50,none,2,2976787,2980885
8,EC_subj,nonword,a,14,cs_50_pos_task,zillie,pos,critical,50,subjective,1,2983206,2985894
8,EC_subj,nonword,a,15,filler_50_neu_task,coskie,neu,filler,50,subjective,4,2988216,2990973
8,EC_subj,nonword,a,16,filler_40_neu_task,hesire,neu,filler,40,subjective,6,2993297,2996876
8,EC_subj,nonword,a,17,cs_50_neg_none,roosle,neg,critical,50,none,8,2999196,3001486
