subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
49,EC_subj,pokemon,b,0,control_1000_neg_none_2,10_mittel.png,neg,control,1000,none,4,2523103,2528829
49,EC_subj,pokemon,b,1,control_1000_pos_none,5_mittel.png,pos,control,1000,none,9,2531142,2535775
49,EC_subj,pokemon,b,2,filler_1000_neu_none_2,17_mittel.png,neu,filler,1000,none,7,2538084,2542502
49,EC_subj,pokemon,b,3,cs_50_pos_task,24_mittel.png,pos,critical,50,subjective,3,2544809,2548766
49,EC_subj,pokemon,b,4,filler_1000_neu_none_1,25_mittel.png,neu,filler,1000,none,12,2551074,2556071
49,EC_subj,pokemon,b,5,control_1000_neg_none,37_mittel.png,neg,control,1000,none,16,2558380,2560663
49,EC_subj,pokemon,b,6,control_1000_pos_none_2,40_mittel.png,pos,control,1000,none,14,2562972,2565685
49,EC_subj,pokemon,b,7,cs_40_pos_task,23_mittel.png,pos,critical,40,subjective,11,2567999,2571318
49,EC_subj,pokemon,b,8,cs_40_neg_none,11_mittel.png,neg,critical,40,none,16,2573627,2576047
49,EC_subj,pokemon,b,9,filler_40_neu_none,16_mittel.png,neu,filler,40,none,3,2578357,2580974
49,EC_subj,pokemon,b,10,filler_50_neu_none,22_mittel.png,neu,filler,50,none,12,2583282,2587296
49,EC_subj,pokemon,b,11,cs_40_neg_task,39_mittel.png,neg,critical,40,subjective,18,2589610,2592376
49,EC_subj,pokemon,b,12,filler_50_neu_task,2_mittel.png,neu,filler,50,subjective,14,2594686,2597715
49,EC_subj,pokemon,b,13,cs_50_pos_none,9_mittel.png,pos,critical,50,none,4,2600024,2604233
49,EC_subj,pokemon,b,14,cs_40_pos_none,4_mittel.png,pos,critical,40,none,11,2606543,2609329
49,EC_subj,pokemon,b,15,filler_40_neu_task,15_mittel.png,neu,filler,40,subjective,2,2611643,2614120
49,EC_subj,pokemon,b,16,cs_50_neg_none,7_mittel.png,neg,critical,50,none,16,2616443,2619149
49,EC_subj,pokemon,b,17,cs_50_neg_task,18_mittel.png,neg,critical,50,subjective,4,2621465,2623367
