subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
72,EC_subj,nonword,a,0,cs_40_pos_none,zillie,pos,critical,40,none,no,no,no,yes,2687355,2698217
72,EC_subj,nonword,a,1,filler_40_neu_task,teutos,neu,filler,40,subjective,no,yes,no,no,2699531,2702794
72,EC_subj,nonword,a,2,control_1000_neg_none_2,coskie,neg,control,1000,none,no,no,yes,no,2704107,2707746
72,EC_subj,nonword,a,3,control_1000_pos_none,babit,pos,control,1000,none,yes,no,no,no,2709060,2712345
72,EC_subj,nonword,a,4,filler_50_neu_none,seloom,neu,filler,50,none,no,no,no,yes,2713658,2718138
72,EC_subj,nonword,a,5,control_1000_neg_none,pubio,neg,control,1000,none,yes,no,no,no,2719449,2723066
72,EC_subj,nonword,a,6,filler_1000_neu_none_1,lobee,neu,filler,1000,none,yes,no,no,no,2724388,2726377
72,EC_subj,nonword,a,7,cs_50_pos_none,naptor,pos,critical,50,none,no,yes,no,no,2727689,2729281
72,EC_subj,nonword,a,8,cs_40_pos_task,minair,pos,critical,40,subjective,yes,no,no,no,2730594,2732145
72,EC_subj,nonword,a,9,cs_50_neg_none,tavoo,neg,critical,50,none,no,yes,no,no,2733458,2735138
72,EC_subj,nonword,a,10,cs_50_neg_task,altine,neg,critical,50,subjective,no,no,no,yes,2736450,2739050
72,EC_subj,nonword,a,11,cs_40_neg_task,avouco,neg,critical,40,subjective,no,no,no,yes,2740363,2742201
72,EC_subj,nonword,a,12,filler_50_neu_task,tafta,neu,filler,50,subjective,no,yes,no,no,2743515,2745682
72,EC_subj,nonword,a,13,filler_1000_neu_none_2,parlic,neu,filler,1000,none,yes,no,no,no,2746995,2749161
72,EC_subj,nonword,a,14,control_1000_pos_none_2,hesire,pos,control,1000,none,no,no,yes,no,2750473,2756050
72,EC_subj,nonword,a,15,cs_40_neg_none,trelle,neg,critical,40,none,no,no,no,yes,2757363,2758905
72,EC_subj,nonword,a,16,cs_50_pos_task,roosle,pos,critical,50,subjective,no,yes,no,no,2760218,2763097
72,EC_subj,nonword,a,17,filler_40_neu_none,makan,neu,filler,40,none,no,yes,no,no,2764409,2766018
