subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
34,EC_only,nonword,a,0,filler_1000_neu_none_2,coskie,neu,filler,1000,none,13,2195023,2203775
34,EC_only,nonword,a,1,control_1000_pos_none,avouco,pos,control,1000,none,12,2206082,2212070
34,EC_only,nonword,a,2,control_1000_neg_none,roosle,neg,control,1000,none,6,2214379,2219665
34,EC_only,nonword,a,3,control_1000_pos_none_2,trelle,pos,control,1000,none,14,2221974,2226230
34,EC_only,nonword,a,4,filler_1000_neu_none_1,pubio,neu,filler,1000,none,13,2228536,2232070
34,EC_only,nonword,a,5,cs_40_neg_task,tafta,neg,critical,40,none,16,2234377,2238759
34,EC_only,nonword,a,6,control_1000_neg_none_2,naptor,neg,control,1000,none,11,2241066,2244422
34,EC_only,nonword,a,7,cs_50_pos_task,lobee,pos,critical,50,none,6,2246729,2251266
34,EC_only,nonword,a,8,cs_40_pos_none,makan,pos,critical,40,none,7,2253572,2257853
34,EC_only,nonword,a,9,filler_50_neu_none,hesire,neu,filler,50,none,2,2260161,2264263
34,EC_only,nonword,a,10,filler_40_neu_task,altine,neu,filler,40,none,3,2266572,2270088
34,EC_only,nonword,a,11,cs_50_neg_none,zillie,neg,critical,50,none,11,2272394,2279333
34,EC_only,nonword,a,12,cs_50_pos_none,parlic,pos,critical,50,none,9,2281639,2284654
34,EC_only,nonword,a,13,cs_50_neg_task,minair,neg,critical,50,none,3,2286960,2292845
34,EC_only,nonword,a,14,filler_50_neu_task,babit,neu,filler,50,none,12,2295152,2299493
34,EC_only,nonword,a,15,cs_40_pos_task,teutos,pos,critical,40,none,8,2301803,2305673
34,EC_only,nonword,a,16,cs_40_neg_none,seloom,neg,critical,40,none,7,2307983,2311183
34,EC_only,nonword,a,17,filler_40_neu_none,tavoo,neu,filler,40,none,9,2313491,2318063
