subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
68,EC_only,pokemon,b,0,control_1000_pos_none_2,7_mittel.png,pos,control,1000,none,no,no,no,yes,2247270,2259912
68,EC_only,pokemon,b,1,filler_50_neu_task,15_mittel.png,neu,filler,50,none,no,no,no,yes,2261225,2265259
68,EC_only,pokemon,b,2,cs_50_neg_none,9_mittel.png,neg,critical,50,none,no,no,no,yes,2266573,2269915
68,EC_only,pokemon,b,3,control_1000_neg_none_2,40_mittel.png,neg,control,1000,none,no,yes,no,no,2271229,2289941
68,EC_only,pokemon,b,4,cs_50_pos_none,11_mittel.png,pos,critical,50,none,no,no,no,yes,2291254,2295011
68,EC_only,pokemon,b,5,control_1000_neg_none,5_mittel.png,neg,control,1000,none,no,yes,no,no,2296325,2304170
68,EC_only,pokemon,b,6,cs_40_neg_task,23_mittel.png,neg,critical,40,none,yes,no,no,no,2305482,2309527
68,EC_only,pokemon,b,7,cs_40_neg_none,4_mittel.png,neg,critical,40,none,no,no,no,yes,2310842,2313356
68,EC_only,pokemon,b,8,cs_40_pos_none,17_mittel.png,pos,critical,40,none,no,no,no,yes,2314668,2317124
68,EC_only,pokemon,b,9,filler_50_neu_none,16_mittel.png,neu,filler,50,none,no,no,no,yes,2318437,2320790
68,EC_only,pokemon,b,10,cs_40_pos_task,25_mittel.png,pos,critical,40,none,no,no,no,yes,2322104,2324222
68,EC_only,pokemon,b,11,cs_50_neg_task,24_mittel.png,neg,critical,50,none,no,no,no,yes,2325535,2329293
68,EC_only,pokemon,b,12,filler_1000_neu_none_2,22_mittel.png,neu,filler,1000,none,no,no,yes,no,2330606,2341078
68,EC_only,pokemon,b,13,filler_40_neu_task,37_mittel.png,neu,filler,40,none,no,no,no,yes,2342392,2344971
68,EC_only,pokemon,b,14,filler_40_neu_none,10_mittel.png,neu,filler,40,none,no,yes,no,no,2346285,2352651
68,EC_only,pokemon,b,15,cs_50_pos_task,39_mittel.png,pos,critical,50,none,no,no,no,yes,2353966,2355769
68,EC_only,pokemon,b,16,filler_1000_neu_none_1,2_mittel.png,neu,filler,1000,none,no,no,yes,no,2357081,2371963
68,EC_only,pokemon,b,17,control_1000_pos_none,18_mittel.png,pos,control,1000,none,no,yes,no,no,2373276,2385599
