subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
11,EC_subj,pokemon,b,0,control_1000_neg_none_2,7_mittel.png,neg,control,1000,none,5,2438830,2448558
11,EC_subj,pokemon,b,1,cs_50_pos_none,4_mittel.png,pos,critical,50,none,6,2450873,2457653
11,EC_subj,pokemon,b,2,control_1000_pos_none_2,9_mittel.png,pos,control,1000,none,10,2459975,2464477
11,EC_subj,pokemon,b,3,cs_40_pos_task,2_mittel.png,pos,critical,40,subjective,11,2466796,2471325
11,EC_subj,pokemon,b,4,filler_1000_neu_none_1,15_mittel.png,neu,filler,1000,none,11,2473641,2476957
11,EC_subj,pokemon,b,5,filler_50_neu_task,37_mittel.png,neu,filler,50,subjective,0,2479275,2483574
11,EC_subj,pokemon,b,6,filler_40_neu_task,5_mittel.png,neu,filler,40,subjective,1,2485898,2489197
11,EC_subj,pokemon,b,7,filler_50_neu_none,10_mittel.png,neu,filler,50,none,10,2491515,2495246
11,EC_subj,pokemon,b,8,cs_40_neg_task,25_mittel.png,neg,critical,40,subjective,4,2497563,2500654
11,EC_subj,pokemon,b,9,control_1000_pos_none,24_mittel.png,pos,control,1000,none,13,2502978,2506399
11,EC_subj,pokemon,b,10,filler_1000_neu_none_2,16_mittel.png,neu,filler,1000,none,10,2508714,2516205
11,EC_subj,pokemon,b,11,cs_40_neg_none,17_mittel.png,neg,critical,40,none,3,2518524,2521536
11,EC_subj,pokemon,b,12,cs_40_pos_none,22_mittel.png,pos,critical,40,none,0,2523851,2526238
11,EC_subj,pokemon,b,13,control_1000_neg_none,18_mittel.png,neg,control,1000,none,13,2528555,2531149
11,EC_subj,pokemon,b,14,filler_40_neu_none,40_mittel.png,neu,filler,40,none,3,2533468,2535601
11,EC_subj,pokemon,b,15,cs_50_neg_task,39_mittel.png,neg,critical,50,subjective,4,2537937,2539981
11,EC_subj,pokemon,b,16,cs_50_pos_task,23_mittel.png,pos,critical,50,subjective,4,2542297,2544014
11,EC_subj,pokemon,b,17,cs_50_neg_none,11_mittel.png,neg,critical,50,none,1,2546331,2549042
