subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
27,EC_subj,nonword,a,0,filler_1000_neu_none_2,zillie,neu,filler,1000,none,no,yes,no,no,2829325,2840570
27,EC_subj,nonword,a,1,cs_40_pos_none,trelle,pos,critical,40,none,no,no,no,yes,2841819,2847265
27,EC_subj,nonword,a,2,cs_50_pos_task,altine,pos,critical,50,subjective,no,no,no,yes,2848514,2851208
27,EC_subj,nonword,a,3,filler_50_neu_task,lobee,neu,filler,50,subjective,no,no,no,yes,2852456,2854968
27,EC_subj,nonword,a,4,filler_1000_neu_none_1,minair,neu,filler,1000,none,yes,no,no,no,2856216,2861825
27,EC_subj,nonword,a,5,filler_40_neu_none,seloom,neu,filler,40,none,no,no,no,yes,2863074,2867432
27,EC_subj,nonword,a,6,control_1000_pos_none,pubio,pos,control,1000,none,yes,no,no,no,2868680,2871304
27,EC_subj,nonword,a,7,cs_40_neg_none,naptor,neg,critical,40,none,no,no,no,yes,2872553,2876993
27,EC_subj,nonword,a,8,cs_40_neg_task,roosle,neg,critical,40,subjective,no,no,yes,no,2878240,2881602
27,EC_subj,nonword,a,9,control_1000_neg_none_2,makan,neg,control,1000,none,yes,no,no,no,2882850,2885441
27,EC_subj,nonword,a,10,control_1000_pos_none_2,coskie,pos,control,1000,none,no,no,yes,no,2886690,2889458
27,EC_subj,nonword,a,11,control_1000_neg_none,teutos,neg,control,1000,none,no,yes,no,no,2890706,2892442
27,EC_subj,nonword,a,12,cs_50_neg_task,babit,neg,critical,50,subjective,no,no,no,yes,2893690,2898104
27,EC_subj,nonword,a,13,cs_50_neg_none,hesire,neg,critical,50,none,no,no,no,yes,2899353,2901984
27,EC_subj,nonword,a,14,cs_50_pos_none,tavoo,pos,critical,50,none,no,no,yes,no,2903231,2906170
27,EC_subj,nonword,a,15,filler_50_neu_none,parlic,neu,filler,50,none,yes,no,no,no,2907418,2910385
27,EC_subj,nonword,a,16,filler_40_neu_task,tafta,neu,filler,40,subjective,no,no,no,yes,2911633,2916497
27,EC_subj,nonword,a,17,cs_40_pos_task,avouco,pos,critical,40,subjective,no,no,yes,no,2917745,2922730
