subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
41,EC_subj,nonword,a,0,control_1000_neg_none_2,minair,neg,control,1000,none,14,2542138,2546199
41,EC_subj,nonword,a,1,cs_50_neg_task,makan,neg,critical,50,subjective,6,2548525,2550719
41,EC_subj,nonword,a,2,cs_40_neg_task,hesire,neg,critical,40,subjective,8,2553044,2555164
41,EC_subj,nonword,a,3,control_1000_pos_none_2,lobee,pos,control,1000,none,15,2557490,2559228
41,EC_subj,nonword,a,4,control_1000_neg_none,parlic,neg,control,1000,none,8,2561553,2566880
41,EC_subj,nonword,a,5,cs_50_pos_none,teutos,pos,critical,50,none,3,2569203,2571428
41,EC_subj,nonword,a,6,filler_40_neu_none,avouco,neu,filler,40,none,14,2573755,2577300
41,EC_subj,nonword,a,7,filler_50_neu_task,trelle,neu,filler,50,subjective,4,2579623,2581564
41,EC_subj,nonword,a,8,cs_40_neg_none,pubio,neg,critical,40,none,6,2583891,2586301
41,EC_subj,nonword,a,9,filler_1000_neu_none_1,naptor,neu,filler,1000,none,12,2588627,2591540
41,EC_subj,nonword,a,10,filler_1000_neu_none_2,altine,neu,filler,1000,none,12,2593867,2596022
41,EC_subj,nonword,a,11,filler_40_neu_task,zillie,neu,filler,40,subjective,13,2598352,2600605
41,EC_subj,nonword,a,12,filler_50_neu_none,roosle,neu,filler,50,none,14,2602933,2604942
41,EC_subj,nonword,a,13,cs_50_neg_none,tafta,neg,critical,50,none,7,2607269,2609590
41,EC_subj,nonword,a,14,cs_40_pos_task,tavoo,pos,critical,40,subjective,11,2611917,2613916
41,EC_subj,nonword,a,15,cs_50_pos_task,coskie,pos,critical,50,subjective,6,2616246,2618308
41,EC_subj,nonword,a,16,control_1000_pos_none,seloom,pos,control,1000,none,13,2620637,2623211
41,EC_subj,nonword,a,17,cs_40_pos_none,babit,pos,critical,40,none,2,2625539,2627917
