subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
14,EC_only,pokemon,b,0,cs_50_pos_task,9_mittel.png,pos,critical,50,none,no,no,no,yes,2505162,2520990
14,EC_only,pokemon,b,1,cs_50_pos_none,18_mittel.png,pos,critical,50,none,yes,no,no,no,2522239,2527167
14,EC_only,pokemon,b,2,cs_50_neg_none,5_mittel.png,neg,critical,50,none,no,yes,no,no,2528416,2530806
14,EC_only,pokemon,b,3,filler_50_neu_task,22_mittel.png,neu,filler,50,none,no,no,no,yes,2532056,2534470
14,EC_only,pokemon,b,4,filler_1000_neu_none_2,23_mittel.png,neu,filler,1000,none,no,yes,no,no,2535718,2538055
14,EC_only,pokemon,b,5,cs_40_neg_none,24_mittel.png,neg,critical,40,none,no,no,no,yes,2539304,2544054
14,EC_only,pokemon,b,6,filler_40_neu_task,16_mittel.png,neu,filler,40,none,no,no,no,yes,2545304,2547590
14,EC_only,pokemon,b,7,cs_40_pos_task,4_mittel.png,pos,critical,40,none,no,no,yes,no,2548839,2551967
14,EC_only,pokemon,b,8,control_1000_pos_none,40_mittel.png,pos,control,1000,none,no,no,yes,no,2553217,2556928
14,EC_only,pokemon,b,9,control_1000_neg_none,10_mittel.png,neg,control,1000,none,no,no,no,yes,2558179,2561423
14,EC_only,pokemon,b,10,control_1000_neg_none_2,15_mittel.png,neg,control,1000,none,no,yes,no,no,2562671,2565286
14,EC_only,pokemon,b,11,filler_50_neu_none,25_mittel.png,neu,filler,50,none,no,no,no,yes,2566535,2568862
14,EC_only,pokemon,b,12,cs_50_neg_task,7_mittel.png,neg,critical,50,none,no,yes,no,no,2570113,2572991
14,EC_only,pokemon,b,13,filler_1000_neu_none_1,17_mittel.png,neu,filler,1000,none,no,no,no,yes,2574240,2576223
14,EC_only,pokemon,b,14,filler_40_neu_none,2_mittel.png,neu,filler,40,none,no,no,yes,no,2577472,2581064
14,EC_only,pokemon,b,15,cs_40_neg_task,11_mittel.png,neg,critical,40,none,no,no,no,yes,2582322,2583782
14,EC_only,pokemon,b,16,cs_40_pos_none,39_mittel.png,pos,critical,40,none,yes,no,no,no,2585032,2587174
14,EC_only,pokemon,b,17,control_1000_pos_none_2,37_mittel.png,pos,control,1000,none,yes,no,no,no,2588423,2590055
