subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
56,EC_subj,pokemon,b,0,filler_40_neu_none,22_mittel.png,neu,filler,40,none,16,2414829,2422196
56,EC_subj,pokemon,b,1,cs_50_neg_task,5_mittel.png,neg,critical,50,subjective,4,2424505,2427261
56,EC_subj,pokemon,b,2,control_1000_pos_none,37_mittel.png,pos,control,1000,none,5,2429574,2433934
56,EC_subj,pokemon,b,3,cs_50_pos_none,7_mittel.png,pos,critical,50,none,19,2436242,2438325
56,EC_subj,pokemon,b,4,filler_1000_neu_none_1,23_mittel.png,neu,filler,1000,none,12,2440631,2442774
56,EC_subj,pokemon,b,5,cs_40_pos_task,39_mittel.png,pos,critical,40,subjective,11,2445084,2447406
56,EC_subj,pokemon,b,6,filler_1000_neu_none_2,4_mittel.png,neu,filler,1000,none,14,2449713,2451950
56,EC_subj,pokemon,b,7,filler_40_neu_task,2_mittel.png,neu,filler,40,subjective,19,2454256,2456276
56,EC_subj,pokemon,b,8,filler_50_neu_task,25_mittel.png,neu,filler,50,subjective,8,2458583,2461127
56,EC_subj,pokemon,b,9,filler_50_neu_none,17_mittel.png,neu,filler,50,none,2,2463436,2465253
56,EC_subj,pokemon,b,10,cs_40_neg_task,24_mittel.png,neg,critical,40,subjective,0,2467563,2469351
56,EC_subj,pokemon,b,11,cs_40_pos_none,11_mittel.png,pos,critical,40,none,5,2471659,2473597
56,EC_subj,pokemon,b,12,cs_40_neg_none,9_mittel.png,neg,critical,40,none,7,2475905,2478326
56,EC_subj,pokemon,b,13,cs_50_neg_none,40_mittel.png,neg,critical,50,none,1,2480634,2483590
56,EC_subj,pokemon,b,14,control_1000_neg_none,15_mittel.png,neg,control,1000,none,4,2485896,2488261
56,EC_subj,pokemon,b,15,cs_50_pos_task,18_mittel.png,pos,critical,50,subjective,5,2490567,2493654
56,EC_subj,pokemon,b,16,control_1000_pos_none_2,10_mittel.png,pos,control,1000,none,18,2495972,2498199
56,EC_subj,pokemon,b,17,control_1000_neg_none_2,16_mittel.png,neg,control,1000,none,11,2500505,2503269
