subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
57,EC_only,pokemon,b,0,filler_40_neu_none,7_mittel.png,neu,filler,40,none,no,no,no,yes,2282343,2286040
57,EC_only,pokemon,b,1,control_1000_pos_none_2,11_mittel.png,pos,control,1000,none,yes,no,no,no,2287355,2294692
57,EC_only,pokemon,b,2,cs_40_pos_none,16_mittel.png,pos,critical,40,none,no,no,no,yes,2296006,2298521
57,EC_only,pokemon,b,3,cs_40_neg_task,2_mittel.png,neg,critical,40,none,no,no,yes,no,2299836,2304873
57,EC_only,pokemon,b,4,filler_40_neu_task,18_mittel.png,neu,filler,40,none,no,no,no,yes,2306187,2308723
57,EC_only,pokemon,b,5,filler_1000_neu_none_2,10_mittel.png,neu,filler,1000,none,yes,no,no,no,2310036,2315225
57,EC_only,pokemon,b,6,cs_40_pos_task,15_mittel.png,pos,critical,40,none,no,no,no,yes,2316539,2318389
57,EC_only,pokemon,b,7,cs_50_pos_task,25_mittel.png,pos,critical,50,none,no,no,no,yes,2319702,2321614
57,EC_only,pokemon,b,8,cs_50_pos_none,17_mittel.png,pos,critical,50,none,no,no,no,yes,2322928,2325051
57,EC_only,pokemon,b,9,filler_50_neu_task,5_mittel.png,neu,filler,50,none,no,no,no,yes,2326364,2328449
57,EC_only,pokemon,b,10,filler_50_neu_none,40_mittel.png,neu,filler,50,none,no,no,no,yes,2329764,2331946
57,EC_only,pokemon,b,11,control_1000_neg_none,24_mittel.png,neg,control,1000,none,no,yes,no,no,2333259,2339556
57,EC_only,pokemon,b,12,filler_1000_neu_none_1,37_mittel.png,neu,filler,1000,none,yes,no,no,no,2340870,2344122
57,EC_only,pokemon,b,13,control_1000_neg_none_2,9_mittel.png,neg,control,1000,none,no,no,yes,no,2345436,2348097
57,EC_only,pokemon,b,14,cs_50_neg_task,23_mittel.png,neg,critical,50,none,no,no,no,yes,2349411,2352039
57,EC_only,pokemon,b,15,cs_40_neg_none,22_mittel.png,neg,critical,40,none,no,no,no,yes,2353352,2355121
57,EC_only,pokemon,b,16,cs_50_neg_none,4_mittel.png,neg,critical,50,none,no,no,no,yes,2356435,2358022
57,EC_only,pokemon,b,17,control_1000_pos_none,39_mittel.png,pos,control,1000,none,no,no,yes,no,2359336,2364555
