subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
55,EC_only,pokemon,b,0,filler_50_neu_task,25_mittel.png,neu,filler,50,none,no,no,no,yes,2205585,2209793
55,EC_only,pokemon,b,1,cs_40_neg_none,9_mittel.png,neg,critical,40,none,no,no,no,yes,2211106,2214080
55,EC_only,pokemon,b,2,filler_40_neu_task,2_mittel.png,neu,filler,40,none,no,no,no,yes,2215393,2219125
55,EC_only,pokemon,b,3,cs_40_pos_task,39_mittel.png,pos,critical,40,none,no,no,no,yes,2220440,2223822
55,EC_only,pokemon,b,4,cs_40_pos_none,11_mittel.png,pos,critical,40,none,no,no,no,yes,2225135,2226615
55,EC_only,pokemon,b,5,cs_50_pos_none,7_mittel.png,pos,critical,50,none,yes,no,no,no,2227928,2229989
55,EC_only,pokemon,b,6,cs_50_neg_task,5_mittel.png,neg,critical,50,none,no,no,yes,no,2231303,2233489
55,EC_only,pokemon,b,7,filler_1000_neu_none_1,23_mittel.png,neu,filler,1000,none,yes,no,no,no,2234801,2242327
55,EC_only,pokemon,b,8,control_1000_pos_none_2,10_mittel.png,pos,control,1000,none,yes,no,no,no,2243640,2245102
55,EC_only,pokemon,b,9,filler_50_neu_none,17_mittel.png,neu,filler,50,none,no,no,no,yes,2246416,2248377
55,EC_only,pokemon,b,10,control_1000_neg_none,15_mittel.png,neg,control,1000,none,no,no,yes,no,2249690,2252803
55,EC_only,pokemon,b,11,control_1000_pos_none,37_mittel.png,pos,control,1000,none,no,yes,no,no,2254116,2255677
55,EC_only,pokemon,b,12,filler_40_neu_none,22_mittel.png,neu,filler,40,none,no,no,no,yes,2256990,2258914
55,EC_only,pokemon,b,13,cs_40_neg_task,24_mittel.png,neg,critical,40,none,no,no,no,yes,2260228,2262613
55,EC_only,pokemon,b,14,cs_50_pos_task,18_mittel.png,pos,critical,50,none,no,yes,no,no,2263926,2268189
55,EC_only,pokemon,b,15,filler_1000_neu_none_2,4_mittel.png,neu,filler,1000,none,no,yes,no,no,2269503,2274019
55,EC_only,pokemon,b,16,cs_50_neg_none,40_mittel.png,neg,critical,50,none,no,no,no,yes,2275333,2279113
55,EC_only,pokemon,b,17,control_1000_neg_none_2,16_mittel.png,neg,control,1000,none,no,yes,no,no,2280426,2282178
