subject_nr,trial_nr,block,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
53,0,1,1,EC_subj,nonword,a,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none_2,some us,7350.png,minair,picture,word,us,controlcs,#000000,0,maske_8.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,293059,NA,NA,294061,NA,NA,NA,NA,NA,NA,NA,NA,NA,295063
53,1,1,1,EC_subj,nonword,a,cs_alone,70,none,none,none,left,none,yes,filler_50_neu_task,none,parwax,none,word,none,maskedcs,none,#969696,999,maske_10.png,maske_9.png,yes_left,no,yes,0,space,295924,297055,298955,NA,295927,296828,296931,297003,NA,NA,NA,NA,NA,NA,NA,NA,298957
53,2,1,1,EC_subj,nonword,a,us_alone,999,pos,none,none,none,right,no,none,none,none,2070.png,none,picture,none,us,#000000,999,maske_7.png,maske_1.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,299825,NA,NA,NA,NA,NA,NA,NA,NA,NA,301827
53,3,1,1,EC_subj,nonword,a,cswcs,50,none,none,csfirst,right,left,yes,o_filler_50_neu_none,filler_1000_neu_none_2,babit,10_mittel.png,word,picture,controlcs,maskedcs,#969696,1500,fmaske_4.png,fmaske_12.png,no,yes_left,no,250,NA,NA,NA,NA,NA,302785,303686,303789,303841,303893,NA,NA,NA,NA,NA,NA,NA,305395
53,4,1,1,EC_subj,nonword,a,cswcs,40,none,none,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_1,tavoo,roosle,word,word,controlcs,maskedcs,#969696,1500,maske_8.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,NA,306383,307285,307388,307430,307482,NA,NA,NA,NA,NA,NA,NA,308984
53,5,1,1,EC_subj,nonword,a,cswcs,50,none,subjective,csfirst,left,right,yes,filler_50_neu_task,o_filler_1000_neu_none_1,naptor,18_mittel.png,word,picture,maskedcs,controlcs,#969696,1500,maske_5.png,maske_8.png,no,yes_right,no,250,NA,NA,NA,NA,NA,309929,310831,310933,310985,311037,312537,no,no,no,yes,no,no,327123
53,6,1,1,EC_subj,nonword,a,cswcs,50,none,none,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_1,altine,tavoo,word,word,maskedcs,controlcs,#969696,1500,maske_2.png,maske_6.png,yes_left,no,no,1000,NA,NA,NA,NA,NA,328121,329022,329125,329177,329229,NA,NA,NA,NA,NA,NA,NA,330732
53,7,1,1,EC_subj,nonword,a,cs_alone,50,none,none,none,right,none,yes,filler_50_neu_none,none,none,altine,none,word,none,maskedcs,#969696,999,maske_11.png,maske_4.png,yes_right,no,no,250,NA,NA,NA,NA,NA,331587,332488,332591,332643,NA,NA,NA,NA,NA,NA,NA,NA,332695
53,8,1,1,EC_subj,nonword,a,us_alone,999,neg,none,none,none,left,no,none,none,9331.png,none,picture,none,us,none,#000000,999,maske_8.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,333559,NA,NA,NA,NA,NA,NA,NA,NA,NA,335561
53,9,1,1,EC_subj,nonword,a,us_w_us,999,pos-pos,none,none,none,both,no,none,none,5460.png,8420.png,picture,picture,us,us,#000000,999,maske_11.png,maske_11.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,336506,NA,NA,NA,NA,NA,NA,NA,NA,NA,338508
53,10,1,1,EC_subj,nonword,a,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none,some us,Kinder,parlic,word,word,us,controlcs,#000000,0,maske_3.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,339434,NA,NA,340436,NA,NA,NA,NA,NA,NA,NA,NA,NA,341438
53,11,1,1,EC_subj,nonword,a,cs_w_us,1000,neutral,none,csfirst,left,right,no,o_filler_1000_neu_none_2,some us,22_mittel.png,neu5731.png,picture,picture,controlcs,us,#000000,600,fmaske_6.png,fmaske_1.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,342407,NA,343409,NA,NA,NA,NA,NA,NA,NA,344012
53,12,1,1,EC_subj,nonword,a,us_alone,999,neutral,none,none,none,left,no,none,none,Lampe,none,word,none,us,none,#000000,999,maske_3.png,maske_9.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,344877,NA,NA,NA,NA,NA,NA,NA,NA,NA,346879
53,13,1,1,EC_subj,nonword,a,critical,50,pos,none,csfirst,left,right,yes,cs_50_pos_none,some us,tafta,2660.png,word,picture,maskedcs,us,#969696,1500,maske_7.png,maske_4.png,no,no,no,1000,NA,NA,NA,NA,NA,347929,348831,348933,348985,349037,NA,NA,NA,NA,NA,NA,NA,350539
53,14,1,1,EC_subj,nonword,a,cs_w_us,50,neutral,subjective,usfirst,right,left,yes,filler_50_neu_task,some us,Hand,naptor,word,word,us,maskedcs,#969696,0,maske_12.png,maske_12.png,yes_right,no,no,250,NA,NA,NA,NA,351508,352411,353312,353415,353467,NA,353517,no,yes,no,no,no,no,360347
