subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
67,EC_only,pokemon,b,0,filler_40_neu_none,24_mittel.png,neu,filler,40,none,no,no,no,yes,2060573,2062953
67,EC_only,pokemon,b,1,filler_1000_neu_none_2,5_mittel.png,neu,filler,1000,none,no,yes,no,no,2064266,2066615
67,EC_only,pokemon,b,2,cs_40_neg_none,15_mittel.png,neg,critical,40,none,no,no,no,yes,2067928,2069693
67,EC_only,pokemon,b,3,cs_50_pos_none,2_mittel.png,pos,critical,50,none,no,no,no,yes,2071005,2072159
67,EC_only,pokemon,b,4,filler_50_neu_task,9_mittel.png,neu,filler,50,none,no,no,no,yes,2073472,2074733
67,EC_only,pokemon,b,5,cs_50_neg_none,25_mittel.png,neg,critical,50,none,no,no,no,yes,2076046,2077217
67,EC_only,pokemon,b,6,cs_40_pos_task,40_mittel.png,pos,critical,40,none,no,no,no,yes,2078532,2079692
67,EC_only,pokemon,b,7,filler_40_neu_task,11_mittel.png,neu,filler,40,none,no,no,no,yes,2081005,2082086
67,EC_only,pokemon,b,8,cs_40_neg_task,10_mittel.png,neg,critical,40,none,no,no,no,yes,2083398,2084864
67,EC_only,pokemon,b,9,cs_50_neg_task,22_mittel.png,neg,critical,50,none,no,no,no,yes,2086176,2087749
67,EC_only,pokemon,b,10,cs_50_pos_task,16_mittel.png,pos,critical,50,none,no,no,no,yes,2089062,2090686
67,EC_only,pokemon,b,11,filler_50_neu_none,18_mittel.png,neu,filler,50,none,no,no,no,yes,2091998,2093214
67,EC_only,pokemon,b,12,filler_1000_neu_none_1,7_mittel.png,neu,filler,1000,none,no,no,no,yes,2094526,2095567
67,EC_only,pokemon,b,13,control_1000_pos_none,17_mittel.png,pos,control,1000,none,no,no,no,yes,2096880,2098144
67,EC_only,pokemon,b,14,cs_40_pos_none,37_mittel.png,pos,critical,40,none,no,no,no,yes,2099458,2101672
67,EC_only,pokemon,b,15,control_1000_neg_none,4_mittel.png,neg,control,1000,none,yes,no,no,no,2102984,2105205
67,EC_only,pokemon,b,16,control_1000_neg_none_2,39_mittel.png,neg,control,1000,none,no,yes,no,no,2106527,2109711
67,EC_only,pokemon,b,17,control_1000_pos_none_2,23_mittel.png,pos,control,1000,none,no,no,no,yes,2111024,2112133
