subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
60,EC_only,pokemon,b,0,filler_50_neu_none,10_mittel.png,neu,filler,50,none,yes,no,no,no,2151139,2153529
60,EC_only,pokemon,b,1,cs_50_neg_task,39_mittel.png,neg,critical,50,none,no,no,yes,no,2154843,2157974
60,EC_only,pokemon,b,2,control_1000_neg_none,18_mittel.png,neg,control,1000,none,no,yes,no,no,2159288,2161317
60,EC_only,pokemon,b,3,filler_1000_neu_none_1,15_mittel.png,neu,filler,1000,none,yes,no,no,no,2162629,2164769
60,EC_only,pokemon,b,4,filler_40_neu_task,5_mittel.png,neu,filler,40,none,no,no,no,yes,2166083,2167474
60,EC_only,pokemon,b,5,cs_40_neg_none,17_mittel.png,neg,critical,40,none,no,no,yes,no,2168788,2171313
60,EC_only,pokemon,b,6,filler_1000_neu_none_2,16_mittel.png,neu,filler,1000,none,yes,no,no,no,2172626,2174113
60,EC_only,pokemon,b,7,cs_40_neg_task,25_mittel.png,neg,critical,40,none,no,no,no,yes,2175426,2176676
60,EC_only,pokemon,b,8,cs_50_pos_none,4_mittel.png,pos,critical,50,none,no,no,no,yes,2177990,2179679
60,EC_only,pokemon,b,9,cs_40_pos_none,22_mittel.png,pos,critical,40,none,no,no,no,yes,2180991,2182396
60,EC_only,pokemon,b,10,control_1000_neg_none_2,7_mittel.png,neg,control,1000,none,yes,no,no,no,2183708,2185052
60,EC_only,pokemon,b,11,cs_50_neg_none,11_mittel.png,neg,critical,50,none,no,yes,no,no,2186366,2187868
60,EC_only,pokemon,b,12,filler_40_neu_none,40_mittel.png,neu,filler,40,none,no,no,yes,no,2189182,2190710
60,EC_only,pokemon,b,13,control_1000_pos_none_2,9_mittel.png,pos,control,1000,none,yes,no,no,no,2192023,2193710
60,EC_only,pokemon,b,14,cs_50_pos_task,23_mittel.png,pos,critical,50,none,yes,no,no,no,2195023,2196327
60,EC_only,pokemon,b,15,cs_40_pos_task,2_mittel.png,pos,critical,40,none,no,no,no,yes,2197639,2198640
60,EC_only,pokemon,b,16,filler_50_neu_task,37_mittel.png,neu,filler,50,none,no,no,no,yes,2199954,2201221
60,EC_only,pokemon,b,17,control_1000_pos_none,24_mittel.png,pos,control,1000,none,yes,no,no,no,2202534,2203566
