subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
2,EC_subj,nonword,a,0,cs_50_pos_none,trelle,pos,critical,50,none,no,no,no,yes,2913319,2920138
2,EC_subj,nonword,a,1,filler_40_neu_task,pubio,neu,filler,40,subjective,no,no,no,yes,2921391,2927010
2,EC_subj,nonword,a,2,cs_50_pos_task,avouco,pos,critical,50,subjective,no,no,no,yes,2928265,2930195
2,EC_subj,nonword,a,3,cs_50_neg_none,naptor,neg,critical,50,none,no,no,no,yes,2931449,2932978
2,EC_subj,nonword,a,4,cs_40_pos_task,lobee,pos,critical,40,subjective,no,no,yes,no,2934231,2936948
2,EC_subj,nonword,a,5,cs_40_neg_task,minair,neg,critical,40,subjective,no,yes,no,no,2938202,2939234
2,EC_subj,nonword,a,6,control_1000_pos_none,altine,pos,control,1000,none,yes,no,no,no,2940488,2947612
2,EC_subj,nonword,a,7,filler_40_neu_none,coskie,neu,filler,40,none,no,no,yes,no,2948865,2951148
2,EC_subj,nonword,a,8,cs_50_neg_task,roosle,neg,critical,50,subjective,yes,no,no,no,2952401,2954051
2,EC_subj,nonword,a,9,filler_1000_neu_none_2,seloom,neu,filler,1000,none,no,yes,no,no,2955303,2956539
2,EC_subj,nonword,a,10,cs_40_pos_none,parlic,pos,critical,40,none,no,no,no,yes,2957795,2959923
2,EC_subj,nonword,a,11,filler_1000_neu_none_1,tafta,neu,filler,1000,none,no,yes,no,no,2961178,2962043
2,EC_subj,nonword,a,12,control_1000_neg_none,babit,neg,control,1000,none,yes,no,no,no,2963298,2964618
2,EC_subj,nonword,a,13,filler_50_neu_task,teutos,neu,filler,50,subjective,no,no,no,yes,2965871,2967299
2,EC_subj,nonword,a,14,cs_40_neg_none,zillie,neg,critical,40,none,yes,no,no,no,2968553,2970411
2,EC_subj,nonword,a,15,filler_50_neu_none,makan,neu,filler,50,none,no,no,yes,no,2971665,2975244
2,EC_subj,nonword,a,16,control_1000_neg_none_2,hesire,neg,control,1000,none,no,yes,no,no,2976497,2978890
2,EC_subj,nonword,a,17,control_1000_pos_none_2,tavoo,pos,control,1000,none,no,no,no,yes,2980146,2981354
