subject_nr,trial_nr,block,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
31,0,1,1,EC_only,pokemon,b,us_alone,999,neutral,none,none,none,left,no,none,none,neu7233.png,none,picture,none,us,none,#000000,999,fmaske_1.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,108691,NA,NA,NA,NA,NA,NA,NA,NA,NA,110693
31,1,1,1,EC_only,pokemon,b,control,1000,neg,none,csfirst,right,left,no,control_1000_neg_none_2,some us,9500.png,18_mittel.png,picture,picture,us,controlcs,#000000,600,fmaske_8.png,fmaske_6.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,111653,NA,112656,NA,NA,NA,NA,NA,NA,NA,113258
31,2,1,1,EC_only,pokemon,b,us_w_us,999,neu-neu,none,none,none,both,no,none,none,Lampe,Wand,word,word,us,us,#000000,999,fmaske_8.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,114141,NA,NA,NA,NA,NA,NA,NA,NA,NA,116143
31,3,1,1,EC_only,pokemon,b,cswcs,50,none,none,csfirst,left,right,yes,filler_50_neu_task,o_filler_1000_neu_none_1,40_mittel.png,teutos,picture,word,maskedcs,controlcs,#969696,1500,fmaske_9.png,fmaske_3.png,no,yes_right,no,250,NA,NA,NA,NA,NA,117110,118011,118114,118166,118218,NA,NA,NA,NA,NA,NA,NA,119720
31,4,1,1,EC_only,pokemon,b,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none,some us,11_mittel.png,Geschenk,picture,word,controlcs,us,#000000,0,fmaske_9.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,120606,NA,NA,121608,NA,NA,NA,NA,NA,NA,NA,NA,NA,122610
31,5,1,1,EC_only,pokemon,b,cs_alone,50,none,none,none,right,none,yes,filler_50_neu_task,none,none,40_mittel.png,none,picture,none,maskedcs,#969696,999,fmaske_9.png,fmaske_8.png,yes_right,no,no,1000,NA,NA,NA,NA,NA,123451,124352,124455,124507,NA,NA,NA,NA,NA,NA,NA,NA,124559
31,6,1,1,EC_only,pokemon,b,cs_w_us,1000,neutral,none,usfirst,left,right,no,filler_1000_neu_none_2,some us,15_mittel.png,neu7820.png,picture,picture,controlcs,us,#000000,0,fmaske_4.png,fmaske_10.png,no,yes_left,no,250,NA,NA,NA,NA,125511,NA,NA,126514,NA,NA,NA,NA,NA,NA,NA,NA,NA,127516
31,7,1,1,EC_only,pokemon,b,critical,50,pos,none,csfirst,left,right,yes,cs_50_pos_task,some us,17_mittel.png,7502.png,picture,picture,maskedcs,us,#969696,1500,fmaske_5.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,NA,128539,129441,129544,129596,129648,NA,NA,NA,NA,NA,NA,NA,131152
31,8,1,1,EC_only,pokemon,b,control,1000,pos,none,usfirst,right,left,no,control_1000_pos_none_2,some us,8170.png,24_mittel.png,picture,picture,us,controlcs,#000000,0,fmaske_5.png,fmaske_7.png,no,no,no,250,NA,NA,NA,NA,132143,NA,NA,133146,NA,NA,NA,NA,NA,NA,NA,NA,NA,134148
31,9,1,1,EC_only,pokemon,b,cs_w_us,70,neutral,none,usfirst,right,left,yes,filler_50_neu_task,some us,Bein,36_dunkel.png,word,picture,us,maskedcs,#969696,0,fmaske_11.png,fmaske_11.png,yes_right,no,yes,0,None,135108,137141,139041,135111,136013,136914,137017,137089,NA,NA,NA,NA,NA,NA,NA,NA,139043
