subject_nr,trial_nr,block,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_subjective_rating,subj_1,subj_2,subj_3,subj_4,subj_5,subj_6,time_blank_end
26,0,1,1,EC_only,nonword,a,us_alone,999,neutral,none,none,none,left,no,none,none,Sessel,none,word,none,us,none,#000000,999,maske_3.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,161468,NA,NA,NA,NA,NA,NA,NA,NA,NA,163470
26,1,1,1,EC_only,nonword,a,us_alone,999,neutral,none,none,none,left,no,none,none,neu2635.png,none,picture,none,us,none,#000000,999,maske_5.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,164341,NA,NA,NA,NA,NA,NA,NA,NA,NA,166344
26,2,1,1,EC_only,nonword,a,critical,50,neg,none,csfirst,left,right,yes,cs_50_neg_none,some us,avouco,9404.png,word,picture,maskedcs,us,#969696,1500,maske_8.png,maske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,167406,168307,168410,168462,168514,NA,NA,NA,NA,NA,NA,NA,170016
26,3,1,1,EC_only,nonword,a,critical,50,pos,none,usfirst,left,right,yes,cs_50_pos_none,some us,minair,2550.png,word,picture,maskedcs,us,#969696,0,maske_2.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,171089,171991,172892,172995,173047,NA,NA,NA,NA,NA,NA,NA,NA,173099
26,4,1,1,EC_only,nonword,a,control,1000,neg,none,csfirst,right,left,no,control_1000_neg_none,some us,3300.png,naptor,picture,word,us,controlcs,#000000,600,maske_9.png,maske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,174110,NA,175112,NA,NA,NA,NA,NA,NA,NA,175715
26,5,1,1,EC_only,nonword,a,us_alone,999,pos,none,none,none,right,no,none,none,none,Rose,none,word,none,us,#000000,999,maske_1.png,maske_11.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,176547,NA,NA,NA,NA,NA,NA,NA,NA,NA,178549
26,6,1,1,EC_only,nonword,a,cs_w_us,70,neutral,none,usfirst,left,right,yes,filler_50_neu_task,some us,unuoll,Schrank,word,word,maskedcs,us,#969696,0,maske_7.png,maske_1.png,yes_left,no,yes,0,None,179517,181551,183451,179520,180423,181325,181427,181499,NA,NA,NA,NA,NA,NA,NA,NA,183453
26,7,1,1,EC_only,nonword,a,cs_alone,40,none,none,none,left,none,yes,o_filler_40_neu_none,none,40_mittel.png,none,picture,none,maskedcs,none,#969696,999,fmaske_9.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,184289,185190,185293,185335,NA,NA,NA,NA,NA,NA,NA,NA,185387
26,8,1,1,EC_only,nonword,a,cs_w_us,40,neutral,none,usfirst,left,right,yes,filler_40_neu_task,some us,tavoo,neu7090.png,word,picture,maskedcs,us,#969696,0,maske_6.png,maske_7.png,no,no,no,250,NA,NA,NA,NA,186485,187388,188289,188392,188434,NA,NA,NA,NA,NA,NA,NA,NA,188486
26,9,1,1,EC_only,nonword,a,control,1000,pos,none,csfirst,left,right,no,control_1000_pos_none,some us,trelle,2058.png,word,picture,controlcs,us,#000000,600,maske_9.png,maske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,189509,NA,190511,NA,NA,NA,NA,NA,NA,NA,191113
26,10,1,1,EC_only,nonword,a,cs_w_us,1000,neutral,none,usfirst,left,right,no,filler_1000_neu_none_2,some us,teutos,Klinke,word,word,controlcs,us,#000000,0,maske_6.png,maske_10.png,no,yes_left,no,1000,NA,NA,NA,NA,192032,NA,NA,193034,NA,NA,NA,NA,NA,NA,NA,NA,NA,194036
26,11,1,1,EC_only,nonword,a,critical,40,pos,none,csfirst,right,left,yes,cs_40_pos_none,some us,Liebe,tafta,word,word,us,maskedcs,#969696,1500,maske_3.png,maske_4.png,no,no,no,250,NA,NA,NA,NA,NA,194983,195885,195988,196030,196082,NA,NA,NA,NA,NA,NA,NA,197584
26,12,1,1,EC_only,nonword,a,critical,40,neg,none,usfirst,right,left,yes,cs_40_neg_task,some us,Henker,seloom,word,word,us,maskedcs,#969696,0,maske_12.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,198593,199495,200396,200499,200541,NA,NA,NA,NA,NA,NA,NA,NA,200593
26,13,1,1,EC_only,nonword,a,critical,40,pos,none,csfirst,left,right,yes,cs_40_pos_none,some us,tafta,Sommer,word,word,maskedcs,us,#969696,1500,maske_2.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,NA,201545,202446,202549,202591,202643,NA,NA,NA,NA,NA,NA,NA,204145
26,14,1,1,EC_only,nonword,a,critical,40,pos,none,usfirst,right,left,yes,cs_40_pos_none,some us,Urlaub,tafta,word,word,us,maskedcs,#969696,0,maske_11.png,maske_9.png,no,no,no,1000,NA,NA,NA,NA,205124,206026,206927,207030,207072,NA,NA,NA,NA,NA,NA,NA,NA,207124
26,15,1,1,EC_only,nonword,a,cs_w_us,50,neutral,none,usfirst,right,left,yes,filler_50_neu_task,some us,Kreis,hesire,word,word,us,maskedcs,#969696,0,maske_6.png,maske_6.png,yes_right,no,no,250,NA,NA,NA,NA,208101,209003,209905,210007,210059,NA,NA,NA,NA,NA,NA,NA,NA,210111
26,16,1,1,EC_only,nonword,a,cswcs,40,none,none,csfirst,left,right,yes,o_filler_40_neu_none,o_filler_1000_neu_none_1,40_mittel.png,15_mittel.png,picture,picture,maskedcs,controlcs,#969696,1500,fmaske_4.png,fmaske_5.png,no,no,no,250,NA,NA,NA,NA,NA,211012,211915,212017,212059,212111,NA,NA,NA,NA,NA,NA,NA,213613
26,17,1,1,EC_only,nonword,a,cswcs,50,none,none,csfirst,left,right,yes,filler_50_neu_none,filler_1000_neu_none_1,pubio,coskie,word,word,maskedcs,controlcs,#969696,1500,maske_2.png,maske_2.png,yes_left,no,no,250,NA,NA,NA,NA,NA,214617,215518,215621,215673,215725,NA,NA,NA,NA,NA,NA,NA,217227
