subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
3,EC_only,pokemon,b,0,cs_40_pos_task,11_mittel.png,pos,critical,40,none,1650.png,picture,2058.png,5830.png,1650.png,Witz,Strand,Geschenk,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2356501,2369565
3,EC_only,pokemon,b,1,filler_40_neu_none,25_mittel.png,neu,filler,40,none,Wand,word,neu7080.png,neu2487.png,neu5510.png,Schrank,Lampe,Wand,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2370948,2379847
3,EC_only,pokemon,b,2,control_1000_neg_none_2,2_mittel.png,neg,control,1000,none,2710.png,picture,2710.png,3300.png,6570.1.png,Pech,Gewalt,Folter,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2381247,2385919
3,EC_only,pokemon,b,3,cs_50_pos_none,5_mittel.png,pos,critical,50,none,1650.png,picture,2208.png,8080.png,1650.png,Kuss,Geschenk,Familie,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2387335,2394397
3,EC_only,pokemon,b,4,filler_50_neu_none,23_mittel.png,neu,filler,50,none,Linie,word,neu2580.png,neu5395.png,neu2575.png,Knopf,Hand,Linie,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2395779,2404309
3,EC_only,pokemon,b,5,cs_50_neg_none,37_mittel.png,neg,critical,50,none,2141.png,picture,6242.png,2141.png,9430.png,Geschwür,Pest,Wahnsinn,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2405704,2412615
3,EC_only,pokemon,b,6,cs_40_neg_task,9_mittel.png,neg,critical,40,none,Eiter,word,9265.png,9102.png,9432.png,Krieg,Eiter,Betrug,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2414005,2419268
3,EC_only,pokemon,b,7,cs_40_neg_none,18_mittel.png,neg,critical,40,none,2276.png,picture,2276.png,9280.png,9404.png,Kälte,Abgas,Finsternis,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2420657,2423581
3,EC_only,pokemon,b,8,filler_1000_neu_none_2,39_mittel.png,neu,filler,1000,none,neu2620.png,picture,neu7550.png,neu2620.png,neu7080.png,Kreis,Hand,Wand,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2424983,2428095
3,EC_only,pokemon,b,9,cs_40_pos_none,24_mittel.png,pos,critical,40,none,8420.png,picture,8420.png,8080.png,7330.png,Natur,Licht,Brief,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2429509,2434709
3,EC_only,pokemon,b,10,filler_50_neu_task,17_mittel.png,neu,filler,50,none,Bein,word,neu2487.png,neu5395.png,neu7550.png,Bein,Tuch,Sessel,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2436104,2437597
3,EC_only,pokemon,b,11,control_1000_neg_none,16_mittel.png,neg,control,1000,none,9180.png,picture,9342.png,9560.png,9180.png,Gift,Ärger,Henker,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2439002,2442365
3,EC_only,pokemon,b,12,filler_40_neu_task,22_mittel.png,neu,filler,40,none,neu7004.png,picture,neu7004.png,neu7490.png,neu7090.png,Lampe,Klinke,Dach,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2443758,2445437
3,EC_only,pokemon,b,13,control_1000_pos_none,10_mittel.png,pos,control,1000,none,Wiese,word,4622.png,2900.2.png,2057.png,Strand,Natur,Wiese,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2446818,2451717
3,EC_only,pokemon,b,14,control_1000_pos_none_2,15_mittel.png,pos,control,1000,none,Urlaub,word,7350.png,2900.2.png,8501.png,Urlaub,Lachen,Romantik,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2453137,2456014
3,EC_only,pokemon,b,15,cs_50_neg_task,40_mittel.png,neg,critical,50,none,Not,word,2900.png,9330.png,9041.png,Pech,Mord,Not,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2457410,2462087
3,EC_only,pokemon,b,16,filler_1000_neu_none_1,4_mittel.png,neu,filler,1000,none,Dach,word,neu5731.png,neu7490.png,neu7004.png,Klinke,Wand,Dach,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2463479,2466165
3,EC_only,pokemon,b,17,cs_50_pos_task,7_mittel.png,pos,critical,50,none,2070.png,picture,8470.png,7580.png,2070.png,Sonne,Freund,Meer,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2467553,2469503
