subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
70,EC_subj,nonword,a,0,filler_40_neu_none,hesire,neu,filler,40,none,7,2276824,2280993
70,EC_subj,nonword,a,1,filler_40_neu_task,babit,neu,filler,40,subjective,8,2283303,2286248
70,EC_subj,nonword,a,2,control_1000_pos_none,roosle,pos,control,1000,none,5,2288555,2295577
70,EC_subj,nonword,a,3,cs_40_neg_none,parlic,neg,critical,40,none,6,2297885,2302137
70,EC_subj,nonword,a,4,cs_50_neg_none,trelle,neg,critical,50,none,11,2304451,2306658
70,EC_subj,nonword,a,5,cs_50_pos_none,zillie,pos,critical,50,none,9,2308974,2311482
70,EC_subj,nonword,a,6,control_1000_neg_none_2,tavoo,neg,control,1000,none,8,2313795,2316646
70,EC_subj,nonword,a,7,filler_1000_neu_none_1,teutos,neu,filler,1000,none,10,2318962,2323723
70,EC_subj,nonword,a,8,filler_1000_neu_none_2,makan,neu,filler,1000,none,13,2326032,2328625
70,EC_subj,nonword,a,9,filler_50_neu_none,coskie,neu,filler,50,none,7,2330938,2335002
70,EC_subj,nonword,a,10,control_1000_neg_none,altine,neg,control,1000,none,11,2337315,2339529
70,EC_subj,nonword,a,11,cs_40_pos_none,seloom,pos,critical,40,none,10,2341843,2344946
70,EC_subj,nonword,a,12,cs_40_neg_task,lobee,neg,critical,40,subjective,10,2347258,2349450
70,EC_subj,nonword,a,13,cs_50_pos_task,minair,pos,critical,50,subjective,9,2351762,2354386
70,EC_subj,nonword,a,14,cs_40_pos_task,tafta,pos,critical,40,subjective,7,2356699,2359025
70,EC_subj,nonword,a,15,cs_50_neg_task,avouco,neg,critical,50,subjective,10,2361336,2363858
70,EC_subj,nonword,a,16,control_1000_pos_none_2,naptor,pos,control,1000,none,13,2366172,2368379
70,EC_subj,nonword,a,17,filler_50_neu_task,pubio,neu,filler,50,subjective,7,2370690,2372647
