subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
23,EC_subj,pokemon,b,0,cs_50_neg_none,4_mittel.png,neg,critical,50,none,no,yes,no,no,3125090,3135052
23,EC_subj,pokemon,b,1,cs_40_pos_none,16_mittel.png,pos,critical,40,none,yes,no,no,no,3136300,3139437
23,EC_subj,pokemon,b,2,filler_40_neu_none,7_mittel.png,neu,filler,40,none,no,no,yes,no,3140685,3142407
23,EC_subj,pokemon,b,3,cs_40_pos_task,15_mittel.png,pos,critical,40,subjective,yes,no,no,no,3143656,3145244
23,EC_subj,pokemon,b,4,control_1000_pos_none,39_mittel.png,pos,control,1000,none,yes,no,no,no,3146493,3147419
23,EC_subj,pokemon,b,5,cs_50_pos_none,17_mittel.png,pos,critical,50,none,no,no,no,yes,3148668,3151199
23,EC_subj,pokemon,b,6,cs_50_pos_task,25_mittel.png,pos,critical,50,subjective,no,yes,no,no,3152446,3157839
23,EC_subj,pokemon,b,7,control_1000_neg_none,24_mittel.png,neg,control,1000,none,no,yes,no,no,3159087,3160037
23,EC_subj,pokemon,b,8,filler_50_neu_task,5_mittel.png,neu,filler,50,subjective,no,yes,no,no,3161287,3163044
23,EC_subj,pokemon,b,9,control_1000_neg_none_2,9_mittel.png,neg,control,1000,none,no,no,yes,no,3164293,3165995
23,EC_subj,pokemon,b,10,filler_40_neu_task,18_mittel.png,neu,filler,40,subjective,no,no,yes,no,3167243,3168767
23,EC_subj,pokemon,b,11,cs_40_neg_none,22_mittel.png,neg,critical,40,none,no,yes,no,no,3170014,3171450
23,EC_subj,pokemon,b,12,cs_40_neg_task,2_mittel.png,neg,critical,40,subjective,yes,no,no,no,3172699,3174118
23,EC_subj,pokemon,b,13,control_1000_pos_none_2,11_mittel.png,pos,control,1000,none,no,no,yes,no,3175367,3176669
23,EC_subj,pokemon,b,14,filler_50_neu_none,40_mittel.png,neu,filler,50,none,no,yes,no,no,3177918,3179778
23,EC_subj,pokemon,b,15,filler_1000_neu_none_2,10_mittel.png,neu,filler,1000,none,no,no,yes,no,3181027,3182712
23,EC_subj,pokemon,b,16,cs_50_neg_task,23_mittel.png,neg,critical,50,subjective,no,yes,no,no,3183959,3184833
23,EC_subj,pokemon,b,17,filler_1000_neu_none_1,37_mittel.png,neu,filler,1000,none,no,no,yes,no,3186082,3187563
