subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
48,EC_only,nonword,a,0,cs_40_neg_none,babit,neg,critical,40,none,8,2150105,2154421
48,EC_only,nonword,a,1,cs_40_neg_task,tavoo,neg,critical,40,none,3,2156731,2159348
48,EC_only,nonword,a,2,filler_50_neu_task,zillie,neu,filler,50,none,9,2161661,2166151
48,EC_only,nonword,a,3,control_1000_pos_none,makan,pos,control,1000,none,12,2168462,2170345
48,EC_only,nonword,a,4,filler_40_neu_none,minair,neu,filler,40,none,12,2172655,2174914
48,EC_only,nonword,a,5,cs_50_pos_task,hesire,pos,critical,50,none,4,2177225,2179301
48,EC_only,nonword,a,6,cs_50_neg_task,coskie,neg,critical,50,none,8,2181612,2183091
48,EC_only,nonword,a,7,control_1000_pos_none_2,tafta,pos,control,1000,none,14,2185403,2187417
48,EC_only,nonword,a,8,cs_40_pos_task,naptor,pos,critical,40,none,9,2189729,2191942
48,EC_only,nonword,a,9,filler_50_neu_none,avouco,neu,filler,50,none,8,2194267,2196482
48,EC_only,nonword,a,10,cs_50_pos_none,pubio,pos,critical,50,none,10,2198794,2200515
48,EC_only,nonword,a,11,filler_1000_neu_none_2,roosle,neu,filler,1000,none,4,2202829,2205094
48,EC_only,nonword,a,12,filler_40_neu_task,parlic,neu,filler,40,none,5,2207408,2210475
48,EC_only,nonword,a,13,control_1000_neg_none_2,lobee,neg,control,1000,none,9,2212784,2214392
48,EC_only,nonword,a,14,cs_50_neg_none,teutos,neg,critical,50,none,12,2216705,2218801
48,EC_only,nonword,a,15,control_1000_neg_none,seloom,neg,control,1000,none,9,2221116,2223727
48,EC_only,nonword,a,16,filler_1000_neu_none_1,trelle,neu,filler,1000,none,6,2226039,2228004
48,EC_only,nonword,a,17,cs_40_pos_none,altine,pos,critical,40,none,6,2230317,2231991
