subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
68,EC_only,pokemon,b,0,control_1000_pos_none,18_mittel.png,pos,control,1000,none,Frieden,word,8080.png,2071.png,8496.png,Blume,Kinder,Frieden,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2402979,2417176
68,EC_only,pokemon,b,1,filler_50_neu_task,15_mittel.png,neu,filler,50,none,neu7830.png,picture,neu7640.png,neu7830.png,neu5731.png,Kreis,Dach,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2418572,2424377
68,EC_only,pokemon,b,2,filler_40_neu_task,37_mittel.png,neu,filler,40,none,neu7090.png,picture,neu7090.png,neu2580.png,neu7830.png,Lampe,Tuch,Schrank,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2425764,2432248
68,EC_only,pokemon,b,3,control_1000_neg_none_2,40_mittel.png,neg,control,1000,none,9400.png,picture,9331.png,9400.png,2900.png,Geschwür,Krieg,Pest,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2433635,2440794
68,EC_only,pokemon,b,4,control_1000_neg_none,5_mittel.png,neg,control,1000,none,Gift,word,3550.png,9041.png,9182.png,Unglück,Gift,Sadist,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2442161,2445426
68,EC_only,pokemon,b,5,cs_50_neg_task,24_mittel.png,neg,critical,50,none,Kälte,word,9561.png,6838.png,9007.png,Kälte,Stress,Finsternis,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2446813,2454717
68,EC_only,pokemon,b,6,cs_50_neg_none,9_mittel.png,neg,critical,50,none,Neid,word,8485.png,6530.png,9830.png,Not,Neid,Unglück,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2456106,2460955
68,EC_only,pokemon,b,7,filler_1000_neu_none_1,2_mittel.png,neu,filler,1000,none,Dach,word,neu2575.png,neu7490.png,neu2620.png,Dach,Linie,Tuch,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2462351,2468042
68,EC_only,pokemon,b,8,cs_40_pos_none,17_mittel.png,pos,critical,40,none,Lachen,word,2660.png,8330.png,2080.png,Freizeit,Musik,Lachen,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2469445,2471853
68,EC_only,pokemon,b,9,filler_1000_neu_none_2,22_mittel.png,neu,filler,1000,none,neu5510.png,picture,neu7830.png,neu7187.png,neu5510.png,Kreis,Knopf,Dach,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2473238,2476889
68,EC_only,pokemon,b,10,filler_50_neu_none,16_mittel.png,neu,filler,50,none,neu7830.png,picture,neu5731.png,neu2220.png,neu7830.png,Linie,Sessel,Klinke,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2478281,2485074
68,EC_only,pokemon,b,11,cs_50_pos_none,11_mittel.png,pos,critical,50,none,Rose,word,2050.png,1650.png,1710.png,Strand,Himmel,Rose,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2486466,2489119
68,EC_only,pokemon,b,12,cs_40_pos_task,25_mittel.png,pos,critical,40,none,Familie,word,1710.png,1440.png,8470.png,Kinder,Himmel,Familie,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2490516,2493404
68,EC_only,pokemon,b,13,cs_40_neg_none,4_mittel.png,neg,critical,40,none,3550.png,picture,3220.png,6570.1.png,3550.png,Wahnsinn,Finsternis,Hektik,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2494761,2501731
68,EC_only,pokemon,b,14,cs_50_pos_task,39_mittel.png,pos,critical,50,none,Blume,word,4622.png,8420.png,2311.png,Blume,Familie,Liebe,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2503116,2510329
68,EC_only,pokemon,b,15,control_1000_pos_none_2,7_mittel.png,pos,control,1000,none,2070.png,picture,2070.png,8540.png,2150.png,Paradies,Brief,Strand,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2511720,2514780
68,EC_only,pokemon,b,16,cs_40_neg_task,23_mittel.png,neg,critical,40,none,6530.png,picture,6530.png,9560.png,9330.png,AIDS,Stress,Absturz,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2516168,2521002
68,EC_only,pokemon,b,17,filler_40_neu_none,10_mittel.png,neu,filler,40,none,neu7090.png,picture,neu7090.png,neu7004.png,neu7000.png,Schrank,Tuch,Wand,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2522383,2525410
