subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
67,EC_only,pokemon,b,0,control_1000_neg_none,4_mittel.png,neg,control,1000,none,Schmerz,word,3160.png,9430.png,6242.png,Ekel,Schmerz,Wahnsinn,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2126810,2132201
67,EC_only,pokemon,b,1,cs_40_pos_none,37_mittel.png,pos,critical,40,none,Lachen,word,2050.png,5830.png,7470.png,Kinder,Urlaub,Lachen,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2133585,2135669
67,EC_only,pokemon,b,2,cs_50_neg_none,25_mittel.png,neg,critical,50,none,Finsternis,word,9920.png,9560.png,9265.png,Abscheu,Finsternis,Betrug,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2137074,2138062
67,EC_only,pokemon,b,3,control_1000_pos_none,17_mittel.png,pos,control,1000,none,Liebe,word,7330.png,5910.png,2070.png,Meer,Familie,Liebe,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2139441,2141463
67,EC_only,pokemon,b,4,cs_50_pos_none,2_mittel.png,pos,critical,50,none,Urlaub,word,7350.png,8330.png,2091.png,Spaß,Bücher,Urlaub,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2142856,2144819
67,EC_only,pokemon,b,5,cs_50_pos_task,16_mittel.png,pos,critical,50,none,Freund,word,5629.png,2791.png,4606.png,Freund,Scherz,Wärme,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2146197,2148106
67,EC_only,pokemon,b,6,control_1000_neg_none_2,39_mittel.png,neg,control,1000,none,9340.png,picture,9920.png,9340.png,9421.png,Kälte,Folter,Pest,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2149508,2153359
67,EC_only,pokemon,b,7,cs_40_neg_task,10_mittel.png,neg,critical,40,none,Folter,word,7380.png,2900.png,9435.png,Tod,Sadist,Folter,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2154758,2155882
67,EC_only,pokemon,b,8,cs_50_neg_task,22_mittel.png,neg,critical,50,none,9404.png,picture,9561.png,9265.png,9404.png,Abgas,Sucht,Horror,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2157285,2158970
67,EC_only,pokemon,b,9,filler_50_neu_task,9_mittel.png,neu,filler,50,none,neu7640.png,picture,neu5740.png,neu7550.png,neu7640.png,Klinke,Kreis,Sessel,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2160361,2161771
67,EC_only,pokemon,b,10,control_1000_pos_none_2,23_mittel.png,pos,control,1000,none,Glück,word,7470.png,2660.png,8200.png,Wiese,Glück,Liebe,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2163171,2167498
67,EC_only,pokemon,b,11,filler_1000_neu_none_2,5_mittel.png,neu,filler,1000,none,Linie,word,neu7004.png,neu5510.png,neu7550.png,Dach,Kreis,Linie,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2168884,2170000
67,EC_only,pokemon,b,12,filler_50_neu_none,18_mittel.png,neu,filler,50,none,Bein,word,neu7820.png,neu2487.png,neu7490.png,Bein,Lampe,Sessel,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2171378,2172734
67,EC_only,pokemon,b,13,cs_40_neg_none,15_mittel.png,neg,critical,40,none,Gemeinheit,word,2053.png,9920.png,1525.png,Krieg,Tyrann,Gemeinheit,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2174133,2175560
67,EC_only,pokemon,b,14,filler_40_neu_task,11_mittel.png,neu,filler,40,none,Schrank,word,neu2580.png,neu2487.png,neu7550.png,Schrank,Dach,Tuch,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2176937,2178189
67,EC_only,pokemon,b,15,filler_1000_neu_none_1,7_mittel.png,neu,filler,1000,none,Kreis,word,neu2487.png,neu7640.png,neu7004.png,Lampe,Klinke,Kreis,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2179566,2182824
67,EC_only,pokemon,b,16,filler_40_neu_none,24_mittel.png,neu,filler,40,none,Dach,word,neu7830.png,neu2575.png,neu7550.png,Dach,Hand,Sessel,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2184223,2185921
67,EC_only,pokemon,b,17,cs_40_pos_task,40_mittel.png,pos,critical,40,none,Freizeit,word,4622.png,2070.png,2071.png,Geburt,Freizeit,Musik,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2187292,2189239
