subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
4,EC_only,nonword,a,0,cs_50_pos_none,makan,pos,critical,50,none,2,2228259,2232734
4,EC_only,nonword,a,1,control_1000_neg_none_2,zillie,neg,control,1000,none,0,2235084,2238450
4,EC_only,nonword,a,2,cs_40_pos_none,hesire,pos,critical,40,none,3,2240794,2245209
4,EC_only,nonword,a,3,control_1000_neg_none,minair,neg,control,1000,none,15,2247553,2250729
4,EC_only,nonword,a,4,control_1000_pos_none_2,parlic,pos,control,1000,none,19,2253078,2256077
4,EC_only,nonword,a,5,filler_1000_neu_none_1,altine,neu,filler,1000,none,13,2258424,2261878
4,EC_only,nonword,a,6,filler_50_neu_none,naptor,neu,filler,50,none,6,2264226,2273222
4,EC_only,nonword,a,7,filler_40_neu_none,trelle,neu,filler,40,none,0,2275569,2279373
4,EC_only,nonword,a,8,filler_50_neu_task,roosle,neu,filler,50,none,4,2281720,2285734
4,EC_only,nonword,a,9,cs_40_neg_task,pubio,neg,critical,40,none,11,2288082,2291938
4,EC_only,nonword,a,10,cs_40_neg_none,coskie,neg,critical,40,none,14,2294281,2298933
4,EC_only,nonword,a,11,filler_40_neu_task,avouco,neu,filler,40,none,10,2301289,2304792
4,EC_only,nonword,a,12,filler_1000_neu_none_2,tavoo,neu,filler,1000,none,16,2307135,2312445
4,EC_only,nonword,a,13,cs_50_pos_task,teutos,pos,critical,50,none,3,2314790,2317169
4,EC_only,nonword,a,14,cs_40_pos_task,babit,pos,critical,40,none,5,2319516,2323174
4,EC_only,nonword,a,15,cs_50_neg_task,tafta,neg,critical,50,none,8,2325520,2329738
4,EC_only,nonword,a,16,control_1000_pos_none,lobee,pos,control,1000,none,19,2332083,2336553
4,EC_only,nonword,a,17,cs_50_neg_none,seloom,neg,critical,50,none,13,2338900,2342116
