subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
39,EC_subj,nonword,a,0,filler_40_neu_task,altine,neu,filler,40,subjective,4,2937687,2942349
39,EC_subj,nonword,a,1,control_1000_pos_none,avouco,pos,control,1000,none,7,2944667,2946975
39,EC_subj,nonword,a,2,cs_50_neg_task,minair,neg,critical,50,subjective,9,2949281,2952285
39,EC_subj,nonword,a,3,cs_50_neg_none,zillie,neg,critical,50,none,12,2954588,2956886
39,EC_subj,nonword,a,4,control_1000_neg_none,roosle,neg,control,1000,none,4,2959192,2961757
39,EC_subj,nonword,a,5,cs_40_pos_task,teutos,pos,critical,40,subjective,7,2964062,2967035
39,EC_subj,nonword,a,6,cs_50_pos_none,parlic,pos,critical,50,none,13,2969342,2974165
39,EC_subj,nonword,a,7,cs_50_pos_task,lobee,pos,critical,50,subjective,4,2976473,2979502
39,EC_subj,nonword,a,8,cs_40_neg_task,tafta,neg,critical,40,subjective,6,2981811,2984276
39,EC_subj,nonword,a,9,cs_40_pos_none,makan,pos,critical,40,none,9,2986585,2988605
39,EC_subj,nonword,a,10,filler_1000_neu_none_1,pubio,neu,filler,1000,none,11,2990913,2993143
39,EC_subj,nonword,a,11,control_1000_pos_none_2,trelle,pos,control,1000,none,12,2995451,2999598
39,EC_subj,nonword,a,12,filler_50_neu_none,hesire,neu,filler,50,none,4,3001904,3005109
39,EC_subj,nonword,a,13,filler_1000_neu_none_2,coskie,neu,filler,1000,none,5,3007419,3009600
39,EC_subj,nonword,a,14,filler_40_neu_none,tavoo,neu,filler,40,none,5,3011908,3014206
39,EC_subj,nonword,a,15,cs_40_neg_none,seloom,neg,critical,40,none,4,3016514,3018607
39,EC_subj,nonword,a,16,filler_50_neu_task,babit,neu,filler,50,subjective,7,3020915,3024235
39,EC_subj,nonword,a,17,control_1000_neg_none_2,naptor,neg,control,1000,none,4,3026545,3030029
