subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,correct_opt,correct_type,im_opt_1,im_opt_2,im_opt_3,im_opt_4,im_opt_5,im_opt_6,type_1,type_2,type_3,type_4,type_5,type_6,opt_1,opt_2,opt_3,opt_4,opt_5,opt_6,opt_dk,time_idmem_form,time_idmem_blank
40,EC_subj,pokemon,b,0,filler_1000_neu_none_2,25_mittel.png,neu,filler,1000,none,neu7490.png,picture,neu7080.png,neu7490.png,neu2620.png,Kreis,Bein,Sessel,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2586877,2599905
40,EC_subj,pokemon,b,1,cs_40_pos_none,23_mittel.png,pos,critical,40,none,Sonne,word,8190.png,8370.png,5910.png,Sonne,Wärme,Fete,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2601288,2606983
40,EC_subj,pokemon,b,2,filler_40_neu_none,15_mittel.png,neu,filler,40,none,neu7490.png,picture,neu7830.png,neu7490.png,neu5740.png,Linie,Sessel,Kreis,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2608376,2610488
40,EC_subj,pokemon,b,3,cs_40_neg_none,39_mittel.png,neg,critical,40,none,Tod,word,9400.png,9041.png,9220.png,Betrug,Tod,Abscheu,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2611887,2615327
40,EC_subj,pokemon,b,4,filler_50_neu_none,2_mittel.png,neu,filler,50,none,neu7004.png,picture,neu7004.png,neu7090.png,neu7640.png,Lampe,Bein,Hand,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2616714,2619052
40,EC_subj,pokemon,b,5,filler_1000_neu_none_1,22_mittel.png,neu,filler,1000,none,Dach,word,neu7820.png,neu2620.png,neu7004.png,Knopf,Tuch,Dach,picture,picture,picture,word,word,word,no,no,no,no,no,yes,no,2620432,2626222
40,EC_subj,pokemon,b,6,control_1000_pos_none,7_mittel.png,pos,control,1000,none,Licht,word,8540.png,2160.png,8370.png,Licht,Kunst,Freund,picture,picture,picture,word,word,word,no,yes,no,no,no,no,no,2627602,2630730
40,EC_subj,pokemon,b,7,cs_50_pos_none,24_mittel.png,pos,critical,50,none,8330.png,picture,2311.png,1440.png,8330.png,Freund,Liebe,Spaß,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2632118,2635827
40,EC_subj,pokemon,b,8,cs_40_neg_task,4_mittel.png,neg,critical,40,subjective,2375.1.png,picture,3550.png,2375.1.png,9330.png,Hektik,Sucht,Horror,picture,picture,picture,word,word,word,no,no,no,no,yes,no,no,2637199,2640498
40,EC_subj,pokemon,b,9,cs_40_pos_task,17_mittel.png,pos,critical,40,subjective,Fete,word,8370.png,8496.png,2791.png,Urlaub,Fete,Romantik,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2641884,2643935
40,EC_subj,pokemon,b,10,cs_50_pos_task,11_mittel.png,pos,critical,50,subjective,Wärme,word,2150.png,8370.png,8200.png,Mutter,Wärme,Kinder,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2645333,2647671
40,EC_subj,pokemon,b,11,filler_40_neu_task,10_mittel.png,neu,filler,40,subjective,Knopf,word,neu1616.png,neu2620.png,neu7187.png,Knopf,Tuch,Linie,picture,picture,picture,word,word,word,yes,no,no,no,no,no,no,2649057,2653047
40,EC_subj,pokemon,b,12,control_1000_neg_none_2,37_mittel.png,neg,control,1000,none,9404.png,picture,9404.png,2276.png,9006.png,Finsternis,Sadist,Teufel,picture,picture,picture,word,word,word,no,no,yes,no,no,no,no,2654445,2659442
40,EC_subj,pokemon,b,13,filler_50_neu_task,16_mittel.png,neu,filler,50,subjective,neu2580.png,picture,neu7187.png,neu2635.png,neu2580.png,Kreis,Tuch,Klinke,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2660822,2666238
40,EC_subj,pokemon,b,14,control_1000_pos_none_2,5_mittel.png,pos,control,1000,none,8080.png,picture,1999.png,8080.png,1710.png,Licht,Fete,Lachen,picture,picture,picture,word,word,word,no,no,no,yes,no,no,no,2667643,2673907
40,EC_subj,pokemon,b,15,control_1000_neg_none,40_mittel.png,neg,control,1000,none,Not,word,2900.png,8485.png,2710.png,Not,Schmerz,Waffe,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2675300,2681374
40,EC_subj,pokemon,b,16,cs_50_neg_none,18_mittel.png,neg,critical,50,none,9331.png,picture,9430.png,9331.png,9561.png,Abscheu,Krieg,Sadist,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2682739,2686430
40,EC_subj,pokemon,b,17,cs_50_neg_task,9_mittel.png,neg,critical,50,subjective,Gift,word,9430.png,9180.png,9920.png,Gift,Tod,Ärger,picture,picture,picture,word,word,word,no,no,no,no,no,no,yes,2687818,2689914
