subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
16,EC_subj,pokemon,b,0,control_1000_pos_none,4_mittel.png,pos,control,1000,none,6,2490479,2498998
16,EC_subj,pokemon,b,1,filler_50_neu_none,5_mittel.png,neu,filler,50,none,11,2501311,2507728
16,EC_subj,pokemon,b,2,filler_1000_neu_none_2,37_mittel.png,neu,filler,1000,none,3,2510040,2514463
16,EC_subj,pokemon,b,3,cs_50_neg_none,23_mittel.png,neg,critical,50,none,4,2516774,2520209
16,EC_subj,pokemon,b,4,filler_40_neu_none,18_mittel.png,neu,filler,40,none,15,2522520,2524841
16,EC_subj,pokemon,b,5,control_1000_neg_none_2,24_mittel.png,neg,control,1000,none,17,2527151,2530679
16,EC_subj,pokemon,b,6,cs_50_neg_task,17_mittel.png,neg,critical,50,subjective,5,2532985,2535936
16,EC_subj,pokemon,b,7,cs_40_pos_none,15_mittel.png,pos,critical,40,none,10,2538247,2541129
16,EC_subj,pokemon,b,8,filler_40_neu_task,9_mittel.png,neu,filler,40,subjective,13,2543438,2546039
16,EC_subj,pokemon,b,9,filler_1000_neu_none_1,40_mittel.png,neu,filler,1000,none,2,2548350,2551431
16,EC_subj,pokemon,b,10,filler_50_neu_task,7_mittel.png,neu,filler,50,subjective,16,2553743,2557599
16,EC_subj,pokemon,b,11,cs_40_neg_task,16_mittel.png,neg,critical,40,subjective,13,2559913,2562064
16,EC_subj,pokemon,b,12,control_1000_neg_none,11_mittel.png,neg,control,1000,none,1,2564376,2566424
16,EC_subj,pokemon,b,13,cs_40_neg_none,2_mittel.png,neg,critical,40,none,12,2568736,2571208
16,EC_subj,pokemon,b,14,control_1000_pos_none_2,39_mittel.png,pos,control,1000,none,18,2573526,2576525
16,EC_subj,pokemon,b,15,cs_50_pos_task,22_mittel.png,pos,critical,50,subjective,11,2578839,2581488
16,EC_subj,pokemon,b,16,cs_50_pos_none,25_mittel.png,pos,critical,50,none,5,2583799,2586675
16,EC_subj,pokemon,b,17,cs_40_pos_task,10_mittel.png,pos,critical,40,subjective,13,2588988,2591680
