subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,vm_pos,vm_neg,vm_neutral,vm_dk,time_valmem_form,time_valmem_blank
48,EC_only,nonword,a,0,cs_50_neg_task,coskie,neg,critical,50,none,no,no,no,yes,2270367,2273965
48,EC_only,nonword,a,1,filler_1000_neu_none_1,trelle,neu,filler,1000,none,no,no,no,yes,2275278,2279660
48,EC_only,nonword,a,2,cs_40_pos_none,altine,pos,critical,40,none,no,no,no,yes,2280973,2284003
48,EC_only,nonword,a,3,cs_50_pos_task,hesire,pos,critical,50,none,no,no,yes,no,2285317,2286836
48,EC_only,nonword,a,4,filler_50_neu_task,zillie,neu,filler,50,none,no,no,no,yes,2288150,2289511
48,EC_only,nonword,a,5,cs_40_neg_task,tavoo,neg,critical,40,none,no,no,no,yes,2290824,2292787
48,EC_only,nonword,a,6,control_1000_neg_none,seloom,neg,control,1000,none,yes,no,no,no,2294108,2295990
48,EC_only,nonword,a,7,control_1000_neg_none_2,lobee,neg,control,1000,none,no,no,yes,no,2297302,2299970
48,EC_only,nonword,a,8,cs_50_neg_none,teutos,neg,critical,50,none,no,no,no,yes,2301282,2302527
48,EC_only,nonword,a,9,control_1000_pos_none_2,tafta,pos,control,1000,none,yes,no,no,no,2303840,2305889
48,EC_only,nonword,a,10,filler_50_neu_none,avouco,neu,filler,50,none,no,no,no,yes,2307202,2308451
48,EC_only,nonword,a,11,filler_40_neu_none,minair,neu,filler,40,none,no,no,no,yes,2309764,2311439
48,EC_only,nonword,a,12,filler_40_neu_task,parlic,neu,filler,40,none,no,no,no,yes,2312752,2313850
48,EC_only,nonword,a,13,filler_1000_neu_none_2,roosle,neu,filler,1000,none,no,yes,no,no,2315162,2318046
48,EC_only,nonword,a,14,cs_40_neg_none,babit,neg,critical,40,none,no,no,no,yes,2319359,2321118
48,EC_only,nonword,a,15,cs_40_pos_task,naptor,pos,critical,40,none,no,no,no,yes,2322431,2324053
48,EC_only,nonword,a,16,cs_50_pos_none,pubio,pos,critical,50,none,no,no,no,yes,2325365,2326494
48,EC_only,nonword,a,17,control_1000_pos_none,makan,pos,control,1000,none,yes,no,no,no,2327806,2329431
