subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_objective_task,obt_1,obt_2,obt_3,obt_4,obt_5,obt_6,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,time_blank_end
62,0,1,EC_subj,nonword,a,critical,40,neg,objective,usfirst,right,left,yes,cs_40_neg_task,some us,Gemeinheit,seloom,word,word,us,maskedcs,#969696,0,maske_10.png,maske_12.png,no,no,no,250,NA,NA,NA,NA,2947609,2948511,2949412,2949515,2949557,NA,2949607,makan,seloom,tavoo,tafta,babit,lobee,no,no,no,yes,no,no,2954923
62,1,1,EC_subj,nonword,a,critical,50,pos,objective,usfirst,left,right,yes,cs_50_pos_task,some us,parlic,Strand,word,word,maskedcs,us,#969696,0,maske_4.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,2955685,2956587,2957488,2957591,2957643,NA,2957693,avouco,zillie,parlic,minair,pubio,hesire,no,yes,no,no,no,no,2959584
62,2,1,EC_subj,nonword,a,control,1000,neg,none,usfirst,left,right,no,control_1000_neg_none,some us,naptor,Teufel,word,word,controlcs,us,#000000,0,maske_4.png,maske_9.png,no,no,no,250,NA,NA,NA,NA,2960293,NA,NA,2961295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2962297
62,3,1,EC_subj,nonword,a,critical,50,neg,objective,usfirst,left,right,yes,cs_50_neg_none,some us,avouco,Abscheu,word,word,maskedcs,us,#969696,0,maske_10.png,maske_6.png,no,no,no,250,NA,NA,NA,NA,2963061,2963963,2964864,2964967,2965019,NA,2965069,minair,parlic,hesire,avouco,pubio,zillie,no,no,yes,no,no,no,2967879
62,4,1,EC_subj,nonword,a,us_w_us,999,neg-pos,none,none,none,both,no,none,none,Geschenk,Gewalt,word,word,us,us,#000000,999,maske_1.png,maske_2.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2968542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2970544
62,5,1,EC_subj,nonword,a,us_alone,999,neutral,none,none,none,left,no,none,none,neu1616.png,none,picture,none,us,none,#000000,999,maske_7.png,maske_8.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,2971203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2973205
62,6,1,EC_subj,nonword,a,critical,40,pos,objective,csfirst,right,left,yes,cs_40_pos_none,some us,Wiese,tafta,word,word,us,maskedcs,#969696,1500,maske_1.png,maske_9.png,no,no,no,1000,NA,NA,NA,NA,NA,2973940,2974842,2974945,2974987,2975039,2976539,tavoo,babit,lobee,seloom,tafta,makan,no,no,no,yes,no,no,2978396
62,7,1,EC_subj,nonword,a,cswcs,50,none,none,csfirst,right,left,yes,o_filler_50_neu_none,o_filler_1000_neu_none_2,15_mittel.png,22_mittel.png,picture,picture,controlcs,maskedcs,#969696,1500,fmaske_10.png,fmaske_8.png,no,no,no,250,NA,NA,NA,NA,NA,2979074,2979976,2980078,2980130,2980182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2981684
62,8,1,EC_subj,nonword,a,control,1000,neg,none,csfirst,left,right,no,control_1000_neg_none,some us,naptor,6555.png,word,picture,controlcs,us,#000000,600,maske_9.png,maske_3.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,2982441,NA,2983443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2984046
62,9,1,EC_subj,nonword,a,critical,40,pos,objective,usfirst,left,right,yes,cs_40_pos_none,some us,tafta,8190.png,word,picture,maskedcs,us,#969696,0,maske_9.png,maske_11.png,no,no,no,1000,NA,NA,NA,NA,2984928,2985830,2986731,2986834,2986876,NA,2986926,seloom,tavoo,lobee,babit,tafta,makan,no,yes,no,no,no,no,2987768
62,10,1,EC_subj,nonword,a,critical,40,neg,objective,csfirst,right,left,yes,cs_40_neg_task,some us,Finsternis,seloom,word,word,us,maskedcs,#969696,1500,maske_2.png,maske_5.png,no,no,no,250,NA,NA,NA,NA,NA,2988539,2989441,2989543,2989585,2989637,2991137,seloom,makan,babit,tafta,lobee,tavoo,no,no,no,no,no,yes,2992804
62,11,1,EC_subj,nonword,a,critical,50,pos,objective,csfirst,right,left,yes,cs_50_pos_none,some us,Lob,minair,word,word,us,maskedcs,#969696,1500,maske_7.png,maske_4.png,no,no,no,1000,NA,NA,NA,NA,NA,2993539,2994440,2994543,2994595,2994647,2996147,zillie,pubio,hesire,parlic,avouco,minair,no,yes,no,no,no,no,2997930
62,12,1,EC_subj,nonword,a,cswcs,40,none,objective,csfirst,right,left,yes,filler_40_neu_none,filler_1000_neu_none_2,teutos,babit,word,word,controlcs,maskedcs,#969696,1500,maske_1.png,maske_4.png,no,yes_left,no,250,NA,NA,NA,NA,NA,2998712,2999613,2999716,2999759,2999811,3001311,seloom,makan,tavoo,lobee,babit,tafta,no,yes,no,no,no,no,3003656
62,13,1,EC_subj,nonword,a,cs_alone,70,none,none,none,right,none,yes,filler_50_neu_none,none,none,itafy,none,word,none,maskedcs,#969696,999,maske_4.png,maske_9.png,yes_right,no,yes,0,None,3004301,3005432,3007332,NA,3004304,3005205,3005308,3005380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3007335
62,14,1,EC_subj,nonword,a,cs_w_us,70,neutral,none,usfirst,left,right,yes,filler_50_neu_task,some us,itafy,Tuch,word,word,maskedcs,us,#969696,0,maske_1.png,maske_5.png,yes_left,no,yes,0,None,3008094,3010128,3012028,3008098,3009000,3009901,3010004,3010076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3012031
62,15,1,EC_subj,nonword,a,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_none,some us,tafta,1650.png,word,picture,maskedcs,us,#969696,1500,maske_8.png,maske_12.png,no,no,no,1000,NA,NA,NA,NA,NA,3012882,3013783,3013886,3013928,3013980,3015480,tafta,seloom,makan,lobee,babit,tavoo,yes,no,no,no,no,no,3017594
