subject_nr,learning_condition,cs_set,combination,trial_nr,cs_code,cs_filename,us_valence,type,cs_duration,task,eval_rating,time_rating_form,time_rating_blank
53,EC_subj,nonword,a,0,filler_40_neu_none,roosle,neu,filler,40,none,15,2896632,2902012
53,EC_subj,nonword,a,1,cs_50_neg_task,seloom,neg,critical,50,subjective,7,2904322,2908545
53,EC_subj,nonword,a,2,control_1000_pos_none,parlic,pos,control,1000,none,10,2910854,2913885
53,EC_subj,nonword,a,3,cs_50_pos_task,makan,pos,critical,50,subjective,10,2916195,2920802
53,EC_subj,nonword,a,4,cs_50_neg_none,lobee,neg,critical,50,none,2,2923109,2926643
53,EC_subj,nonword,a,5,cs_40_neg_task,coskie,neg,critical,40,subjective,4,2928951,2931996
53,EC_subj,nonword,a,6,cs_40_pos_none,pubio,pos,critical,40,none,10,2934303,2938406
53,EC_subj,nonword,a,7,cs_40_pos_task,hesire,pos,critical,40,subjective,8,2940714,2946945
53,EC_subj,nonword,a,8,filler_1000_neu_none_2,babit,neu,filler,1000,none,16,2949251,2952635
53,EC_subj,nonword,a,9,cs_40_neg_none,teutos,neg,critical,40,none,10,2954942,2960522
53,EC_subj,nonword,a,10,filler_40_neu_task,trelle,neu,filler,40,subjective,2,2962833,2965468
53,EC_subj,nonword,a,11,filler_50_neu_none,altine,neu,filler,50,none,6,2967781,2970556
53,EC_subj,nonword,a,12,filler_50_neu_task,naptor,neu,filler,50,subjective,8,2972866,2975099
53,EC_subj,nonword,a,13,control_1000_pos_none_2,minair,pos,control,1000,none,13,2977413,2981709
53,EC_subj,nonword,a,14,control_1000_neg_none_2,avouco,neg,control,1000,none,11,2984018,2986732
53,EC_subj,nonword,a,15,filler_1000_neu_none_1,tavoo,neu,filler,1000,none,12,2989039,2993074
53,EC_subj,nonword,a,16,cs_50_pos_none,tafta,pos,critical,50,none,10,2995384,2997957
53,EC_subj,nonword,a,17,control_1000_neg_none,zillie,neg,control,1000,none,6,3000267,3002500
