subject_nr,trial_nr,block_nr,learning_condition,cs_set,combination,trial_type,cs_duration,us_valence,task,cs_us_order,cs_position,us_position,masking,cs_code,paired_code,left_stimulus,right_stimulus,left_type,right_type,left_role,right_role,n_color,rest_duration,pre_mask,post_mask,possible_target_trial_short,possible_target_trial_long,target_trial,inter_trial,response_target_response,time_target_clear,time_empty_masking_noyes,time_target_response,time_us_alone_pre,time_us_fixdot,time_us_premask,time_us_cs,time_us_postmask,time_us_alone_post,time_objective_task,obt_1,obt_2,obt_3,obt_4,obt_5,obt_6,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,time_blank_end
36,0,1,EC_subj,pokemon,b,critical,40,neg,objective,csfirst,left,right,yes,cs_40_neg_none,some us,15_mittel.png,9435.png,picture,picture,maskedcs,us,#969696,1500,fmaske_2.png,fmaske_5.png,no,no,no,1000,NA,NA,NA,NA,NA,2998929,2999830,2999933,2999975,3000027,3001527,11_mittel.png,10_mittel.png,24_mittel.png,37_mittel.png,15_mittel.png,40_mittel.png,no,yes,no,no,no,no,3009383
36,1,1,EC_subj,pokemon,b,us_w_us,999,neg-pos,none,none,none,both,no,none,none,Urlaub,Gewalt,word,word,us,us,#000000,999,fmaske_9.png,fmaske_3.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,3010048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3012050
36,2,1,EC_subj,pokemon,b,control,1000,neg,none,usfirst,left,right,no,control_1000_neg_none,some us,4_mittel.png,Gewalt,picture,word,controlcs,us,#000000,0,fmaske_10.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,3012727,NA,NA,3013730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3014732
36,3,1,EC_subj,pokemon,b,control,1000,pos,none,usfirst,left,right,no,control_1000_pos_none_2,some us,23_mittel.png,Spaﬂ,picture,word,controlcs,us,#000000,0,fmaske_7.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,3015407,NA,NA,3016409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3017411
36,4,1,EC_subj,pokemon,b,us_alone,999,neg,none,none,none,right,no,none,none,none,9432.png,none,picture,none,us,#000000,999,fmaske_2.png,fmaske_10.png,no,no,no,1000,NA,NA,NA,NA,NA,NA,NA,3018080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3020082
36,5,1,EC_subj,pokemon,b,critical,40,pos,objective,csfirst,left,right,yes,cs_40_pos_none,some us,37_mittel.png,8330.png,picture,picture,maskedcs,us,#969696,1500,fmaske_1.png,fmaske_10.png,no,no,no,1000,NA,NA,NA,NA,NA,3020898,3021799,3021902,3021944,3021996,3023496,40_mittel.png,15_mittel.png,24_mittel.png,11_mittel.png,37_mittel.png,10_mittel.png,no,no,yes,no,no,no,3031180
36,6,1,EC_subj,pokemon,b,critical,50,neg,objective,csfirst,right,left,yes,cs_50_neg_none,some us,2710.png,25_mittel.png,picture,picture,us,maskedcs,#969696,1500,fmaske_4.png,fmaske_2.png,no,no,no,250,NA,NA,NA,NA,NA,3031991,3032893,3032996,3033048,3033100,3034600,18_mittel.png,2_mittel.png,16_mittel.png,22_mittel.png,25_mittel.png,9_mittel.png,no,no,no,yes,no,no,3037954
36,7,1,EC_subj,pokemon,b,cs_w_us,70,neutral,none,usfirst,left,right,yes,filler_50_neu_task,some us,19_dunkel.png,neu1616.png,picture,picture,maskedcs,us,#969696,0,fmaske_8.png,fmaske_7.png,yes_left,no,yes,0,None,3038781,3040815,3042715,3038785,3039687,3040588,3040691,3040763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042718
36,8,1,EC_subj,pokemon,b,cs_alone,1000,none,none,none,left,none,no,filler_1000_neu_none_1,none,7_mittel.png,none,picture,none,controlcs,none,#000000,999,fmaske_7.png,fmaske_3.png,no,yes_left,no,250,NA,NA,NA,NA,NA,NA,NA,3043333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3044336
36,9,1,EC_subj,pokemon,b,critical,40,neg,objective,usfirst,right,left,yes,cs_40_neg_none,some us,9331.png,15_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_8.png,fmaske_5.png,no,no,no,1000,NA,NA,NA,NA,3045156,3046058,3046959,3047062,3047104,NA,3047154,11_mittel.png,24_mittel.png,40_mittel.png,10_mittel.png,15_mittel.png,37_mittel.png,yes,no,no,no,no,no,3051860
36,10,1,EC_subj,pokemon,b,critical,50,neg,objective,usfirst,right,left,yes,cs_50_neg_none,some us,6242.png,25_mittel.png,picture,picture,us,maskedcs,#969696,0,fmaske_3.png,fmaske_8.png,no,no,no,1000,NA,NA,NA,NA,3052709,3053611,3054513,3054615,3054667,NA,3054717,18_mittel.png,25_mittel.png,22_mittel.png,9_mittel.png,16_mittel.png,2_mittel.png,no,yes,no,no,no,no,3056218
36,11,1,EC_subj,pokemon,b,critical,40,pos,objective,usfirst,right,left,yes,cs_40_pos_task,some us,Leben,40_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_8.png,fmaske_12.png,no,no,no,250,NA,NA,NA,NA,3056966,3057868,3058769,3058872,3058914,NA,3058964,40_mittel.png,10_mittel.png,37_mittel.png,11_mittel.png,15_mittel.png,24_mittel.png,no,no,no,no,yes,no,3060470
36,12,1,EC_subj,pokemon,b,critical,40,pos,objective,usfirst,left,right,yes,cs_40_pos_task,some us,40_mittel.png,2057.png,picture,picture,maskedcs,us,#969696,0,fmaske_7.png,fmaske_10.png,no,no,no,250,NA,NA,NA,NA,3061302,3062204,3063105,3063208,3063250,NA,3063300,37_mittel.png,10_mittel.png,24_mittel.png,40_mittel.png,15_mittel.png,11_mittel.png,no,no,no,yes,no,no,3064398
36,13,1,EC_subj,pokemon,b,critical,40,neg,objective,usfirst,right,left,yes,cs_40_neg_task,some us,Tyrann,10_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_5.png,fmaske_1.png,no,no,no,250,NA,NA,NA,NA,3065139,3066041,3066943,3067045,3067087,NA,3067137,37_mittel.png,10_mittel.png,11_mittel.png,40_mittel.png,24_mittel.png,15_mittel.png,no,yes,no,no,no,no,3068871
36,14,1,EC_subj,pokemon,b,cs_w_us,40,neutral,objective,usfirst,right,left,yes,filler_40_neu_none,some us,Bein,24_mittel.png,word,picture,us,maskedcs,#969696,0,fmaske_10.png,fmaske_9.png,no,no,no,250,NA,NA,NA,NA,3069611,3070514,3071415,3071518,3071560,NA,3071610,15_mittel.png,40_mittel.png,11_mittel.png,24_mittel.png,37_mittel.png,10_mittel.png,no,no,no,yes,no,no,3074997
36,15,1,EC_subj,pokemon,b,us_alone,999,neutral,none,none,none,left,no,none,none,Klinke,none,word,none,us,none,#000000,999,fmaske_10.png,fmaske_4.png,no,no,no,250,NA,NA,NA,NA,NA,NA,NA,3075629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3077631
